Ano,faixa_etaria,nMx,Local,sexo,ax,n,nqx,lx,dx,Lx,Tx,ex
2048,1-4,0.0005883617229846,Nordeste,Homens,1.688218949356492,4,0.002350250167487,98694.17448492836,231.956000113196,394312.7859394871,7299239.963098361,73.9581642097126
2048,5-9,0.0001216016944426,Nordeste,Homens,2.5,5,0.0006078236912361,98462.21848481518,59.84766908674548,492161.47325135896,6904927.177158874,70.1276823071354
2048,10-14,0.000188493624085,Nordeste,Homens,2.5,5,0.0009420242065335,98402.37081572844,92.69741528870884,491780.11054042034,6412765.703907516,65.16881301484368
2048,15-19,0.0011142290239121,Nordeste,Homens,2.5,5,0.0055556693993307,98309.67340043971,546.1760441690187,490182.926891776,5920985.593367095,60.227904219043126
2048,20-24,0.0025441916906797,Nordeste,Homens,2.5,5,0.0126405584440019,97763.4973562707,1235.7852020219673,485728.02377629856,5430802.666475319,55.55041312284824
2048,25-29,0.0030580297137534,Nordeste,Homens,2.5,5,0.0151741411326065,96527.71215424871,1464.7251274361895,478976.7479526532,4945074.642699021,51.22958508326524
2048,30-34,0.0030945929230996,Nordeste,Homens,2.5,5,0.0153541772945092,95062.98702681254,1459.613956955314,471665.9002416744,4466097.894746368,46.98040777412879
2048,35-39,0.0032887368065466,Nordeste,Homens,2.5,5,0.0163095891672485,93603.37306985722,1526.6325594380637,464200.2839506909,3994431.994504693,42.67401765023581
2048,40-44,0.0042418674888081,Nordeste,Homens,2.5,5,0.0209867795988529,92076.74051041916,1932.3942592729447,455552.7169039134,3530231.7105540023,38.34010295091333
2048,45-49,0.0055515365984965,Nordeste,Homens,2.5,5,0.0273777120661866,90144.3462511462,2467.9459560585133,444551.8663655848,3074678.993650089,34.10839527399638
2048,50-54,0.0051965903321315,Nordeste,Homens,2.5,5,0.0256497238926518,87676.4002950877,2248.875459470619,432759.8128267619,2630127.127284504,29.998119430455947
2048,55-59,0.0082112339318314,Nordeste,Homens,2.5,5,0.0402303182729293,85427.52483561708,3436.776513405453,418545.6828945718,2197367.314457742,25.722006094476
2048,60-64,0.0123030566688571,Nordeste,Homens,2.5,5,0.0596796772173261,81990.74832221163,4893.181394676617,397720.7881243666,1778821.6315631703,21.695394516618656
2048,65-69,0.0190488668963854,Nordeste,Homens,2.5,5,0.0909147758230091,77097.56692753501,7009.30801371629,367964.5646033844,1381100.8434388037,17.913676118170084
2048,70-74,0.0239563718122491,Nordeste,Homens,2.5,5,0.1130133825320041,70088.25891381872,7920.911215629544,330639.0165300197,1013136.2788354192,14.45514975741062
2048,75-79,0.0395067096541597,Nordeste,Homens,2.5,5,0.1797775041261456,62167.34769818918,11176.29060732274,282896.01197263907,682497.2623053996,10.978387973358553
2048,80-84,0.0689835952655228,Nordeste,Homens,2.5,5,0.2941834041187162,50991.057090866445,15000.722754602895,217453.478567825,399601.25033276057,7.836692807145931
2048,85-89,0.1290292107023153,Nordeste,Homens,2.5,5,0.4877961673648301,35990.33433626355,17555.947151408207,136061.80380279722,182147.7717649356,5.061019163175849
2048,90+,0.2128353489090562,Nordeste,Homens,2.5,5,1.0,18434.387184855343,18434.387184855343,46085.96796213836,46085.96796213836,2.5
2049,0,0.0131405693939142,Nordeste,Homens,0.0802692882532659,1,0.0129836517670087,100000.0,1298.3651767008794,99350.81741164956,7407536.775481998,74.07536775481998
2049,1-4,0.0005883617229846,Nordeste,Homens,1.6880038434132627,4,0.0023502498704431,98701.63482329911,231.9735044559889,394342.5922842845,7308185.958070348,74.04321084603966
2049,5-9,0.000117554214103,Nordeste,Homens,2.5,5,0.0005875983838496,98469.66131884314,57.860613849177966,492203.6550595927,6913843.365786064,70.21292927370952
2049,10-14,0.0001827160394125,Nordeste,Homens,2.5,5,0.0009131630732125,98411.80070499396,89.86602237215489,491834.3384690394,6421639.710726471,65.25274067463133
2049,15-19,0.0010769142640928,Nordeste,Homens,2.5,5,0.0053701134410531,98321.9346826218,527.9999429895,490289.6735556353,5929805.372257431,60.31009653541237
2049,20-24,0.0025146648739187,Nordeste,Homens,2.5,5,0.0124947739467153,97793.93473963231,1221.913107931539,485914.8909283328,5439515.698701796,55.62221944729011
2049,25-29,0.0030580297137534,Nordeste,Homens,2.5,5,0.0151741411326065,96572.02163170076,1465.3974857005587,479196.61444425245,4953600.807773463,51.29436791398175
2049,30-34,0.0030945929230996,Nordeste,Homens,2.5,5,0.0153541772945092,95106.62414600022,1460.2839690199432,471882.4108074512,4474404.193329211,47.04618877503693
2049,35-39,0.0032887368065466,Nordeste,Homens,2.5,5,0.0163095891672485,93646.34017698027,1527.3333353029457,464413.367546644,4002521.78252176,42.74082441403986
2049,40-44,0.0042418674888081,Nordeste,Homens,2.5,5,0.0209867795988529,92119.00684167731,1933.281293451512,455761.8309747579,3538108.414975116,38.40801737100766
2049,45-49,0.0055515365984965,Nordeste,Homens,2.5,5,0.0273777120661866,90185.72554822582,2469.07882653946,444755.9306747804,3082346.5840003584,34.17776555284359
2049,50-54,0.0051134429576577,Nordeste,Homens,2.5,5,0.0252444990239053,87716.64672168635,2214.362802545857,433047.3266020671,2637590.653325578,30.069442368155208
2049,55-59,0.0081323724085994,Nordeste,Homens,2.5,5,0.039851641077164,85502.2839191405,3407.40633002336,418992.903770644,2204543.326723511,25.78344373593982
2049,60-64,0.012183432019871,Nordeste,Homens,2.5,5,0.0591165538127871,82094.87758911714,4853.1662487512185,398341.47232370765,1785550.4229528666,21.749839641512143
2049,65-69,0.0189173518268474,Nordeste,Homens,2.5,5,0.090315436896329,77241.71134036592,6976.118906325284,368768.2594360164,1387208.9506291589,17.959324392961946
2049,70-74,0.0236982584202179,Nordeste,Homens,2.5,5,0.1118638462597328,70265.59243404063,7860.179429390567,331677.5135967268,1018440.6911931424,14.49415931629934
2049,75-79,0.0391274722799151,Nordeste,Homens,2.5,5,0.1782055314224289,62405.41300465007,11120.989788129824,284224.59055292583,686763.1775964156,11.004865516157103
2049,80-84,0.0685314513684768,Nordeste,Homens,2.5,5,0.2925372508859827,51284.42321652025,15002.604181034105,218915.605630016,402538.58704348974,7.849139403284154
2049,85-89,0.1290292107023153,Nordeste,Homens,2.5,5,0.4877961673648301,36281.81903548615,17698.132270534483,137163.76450109456,183622.98141347367,5.06101916317585
2049,90+,0.2128353489090562,Nordeste,Homens,2.5,5,1.0,18583.686764951668,18583.686764951668,46459.21691237917,46459.21691237917,2.5
2050,0,0.0130646238171873,Nordeste,Homens,0.0800654503253307,1,0.0129094700752714,100000.0,1290.947007527143,99354.52649623645,7416001.717287746,74.16001717287746
2050,1-4,0.0005883617229846,Nordeste,Homens,1.6877899806691996,4,0.0023502495751161,98709.05299247286,231.99090985567923,394372.23015018005,7316647.19079151,74.12336527379557
2050,5-9,0.0001136414530794,Nordeste,Homens,2.5,5,0.0005680458814988,98477.06208261718,55.93948953813678,492245.4616892405,6922274.96064133,70.29327250678841
2050,10-14,0.0001771155455292,Nordeste,Homens,2.5,5,0.0008851857772416,98421.12259307904,87.12097789955371,491887.8105206463,6430029.49895209,65.33180408373282
2050,15-19,0.0010547541826346,Nordeste,Homens,2.5,5,0.005259901156311,98334.00161517948,517.2271288003709,490376.94025389646,5938141.688431444,60.38747117878698
2050,20-24,0.0024854807743116,Nordeste,Homens,2.5,5,0.0123506605482018,97816.77448637912,1208.1017776012818,486063.6179878924,5447764.748177547,55.69356357110449
2050,25-29,0.0030580297137534,Nordeste,Homens,2.5,5,0.0151741411326065,96608.67270877784,1465.953634316788,479378.47945809714,4961701.130189654,51.358754768802825
2050,30-34,0.0030945929230996,Nordeste,Homens,2.5,5,0.0153541772945092,95142.71907446104,1460.838176950963,472061.4999299278,4482322.650731557,47.11156769887542
2050,35-39,0.0032887368065466,Nordeste,Homens,2.5,5,0.0163095891672485,93681.88089751008,1527.912989853495,464589.6220129167,4010261.150801629,42.807222830943566
2050,40-44,0.0042418674888081,Nordeste,Homens,2.5,5,0.0209867795988529,92153.9679076566,1934.01501363776,455934.8020041885,3545671.528788713,38.47551667380913
2050,45-49,0.0055515365984965,Nordeste,Homens,2.5,5,0.0273777120661866,90219.95289401885,2470.015892957371,444924.7247377008,3089736.7267845245,34.246711815667105
2050,50-54,0.0050316259720427,Nordeste,Homens,2.5,5,0.0248455955011773,87749.93700106147,2180.19943998217,433299.186405352,2644812.002046824,30.140329354479547
2050,55-59,0.008054268280148,Nordeste,Homens,2.5,5,0.0394764564727869,85569.7375610793,3377.9900202177487,419403.7127548521,2211512.815641472,25.8445670008384
2050,60-64,0.0120649705010751,Nordeste,Homens,2.5,5,0.0585585835476578,82191.74754086154,4813.032315299543,398926.15691605886,1792109.1028866202,21.804002913986896
2050,65-69,0.0187867446933616,Nordeste,Homens,2.5,5,0.0897198630635622,77378.715225562,6942.407734071798,369537.55679263046,1393182.9459705614,18.00473091223314
2050,70-74,0.0234429260235675,Nordeste,Homens,2.5,5,0.1107253166027046,70436.30749149021,7799.082447320711,332683.83133914927,1023645.3891779308,14.532922375319048
2050,75-79,0.0387528305417685,Nordeste,Homens,2.5,5,0.1766499397572746,62637.2250441695,11064.862030615395,285523.970144309,690961.5578387815,11.0311648919878
2050,80-84,0.0680822709891024,Nordeste,Homens,2.5,5,0.2908987381437801,51572.3630135541,15002.335323735848,220355.9767584309,405437.58769447246,7.861528229527053
2050,85-89,0.1290292107023153,Nordeste,Homens,2.5,5,0.4877961673648301,36570.02768981825,17838.719347519058,138253.3400802936,185081.6109360416,5.061019163175849
2050,90+,0.2128353489090562,Nordeste,Homens,2.5,5,1.0,18731.308342299195,18731.308342299195,46828.27085574799,46828.27085574799,2.5
2051,0,0.0129891171659324,Nordeste,Homens,0.0798627904733626,1,0.0128357077389505,100000.0,1283.5707738950516,99358.21461305248,7424784.810353215,74.24784810353215
2051,1-4,0.0005883617229846,Nordeste,Homens,1.6875773539392658,4,0.002350249281496,98716.42922610496,232.00821686051137,394401.7004706988,7325426.595740163,74.20676227015511
2051,5-9,0.0001098589272749,Nordeste,Homens,2.5,5,0.0005491438154985,98484.42100924444,54.08211072018511,492286.8997694217,6931024.895269464,70.3768659473448
2051,10-14,0.0001716867143627,Nordeste,Homens,2.5,5,0.0008580652757942,98430.33889852426,84.45965589348097,491940.5453528876,6438737.995500042,65.41416058861681
2051,15-19,0.0010194336416643,Nordeste,Homens,2.5,5,0.0050842106698265,98345.87924263078,500.011168578852,490479.3682917068,5946797.450147155,60.46819140714285
2051,20-24,0.0024566353962783,Nordeste,Homens,2.5,5,0.0122081992454138,97845.86807405192,1194.5218527885022,486243.0357382884,5456318.081855448,55.764419992942216
2051,25-29,0.0030580297137534,Nordeste,Homens,2.5,5,0.0151741411326065,96651.34622126343,1466.6011682178687,479590.2281857725,4970075.04611716,51.42271929393712
2051,30-34,0.0030945929230996,Nordeste,Homens,2.5,5,0.0153541772945092,95184.74505304555,1461.4834512771254,472270.016637035,4490484.817931387,47.176517785795205
2051,35-39,0.0032887368065466,Nordeste,Homens,2.5,5,0.0163095891672485,93723.26160176843,1528.5878921394003,464794.8382784938,4018214.801294352,42.87318572381536
2051,40-44,0.0042418674888081,Nordeste,Homens,2.5,5,0.0209867795988529,92194.67370962906,1934.8692973321504,456136.1953048149,3553419.9630158576,38.54257323158929
2051,45-49,0.0055515365984965,Nordeste,Homens,2.5,5,0.0273777120661866,90259.80441229691,2471.1069363501883,445121.2547206092,3097283.767711043,34.31520584249207
2051,50-54,0.004951118088571,Nordeste,Homens,2.5,5,0.0244529172406834,87788.69747594673,2146.689754046721,433576.7629946169,2652162.5129904337,30.21075137510841
2051,55-59,0.0079769142720038,Nordeste,Homens,2.5,5,0.0391047335913009,85642.00772190001,3349.007896189037,419837.5188690274,2218585.749995817,25.90534492372123
2051,60-64,0.011947660803163,Nordeste,Homens,2.5,5,0.058005722279714,82292.99982571097,4773.464893454748,399531.336894918,1798748.2311267897,21.85785224668409
2051,65-69,0.0186570392488962,Nordeste,Homens,2.5,5,0.0891280332100396,77519.53493225623,6909.163683868958,370324.7654516087,1399216.8942318717,18.04986182456638
2051,70-74,0.023190344658237,Nordeste,Homens,2.5,5,0.1095977020787903,70610.37124838727,7738.734431753529,333705.02016255254,1028892.128780263,14.57140233919621
2051,75-79,0.0383836904205035,Nordeste,Homens,2.5,5,0.1751145914378584,62871.63681663374,11009.740994174232,286833.83159773314,695187.1086177105,11.057245266975254
2051,80-84,0.0676360347034134,Nordeste,Homens,2.5,5,0.2892678480019615,51861.895822459504,15001.978997864777,221804.5316176356,408353.2770199774,7.87385942114238
2051,85-89,0.1290292107023153,Nordeste,Homens,2.5,5,0.4877961673648301,36859.91682459473,17980.12615642373,139349.26873191432,186548.74540234185,5.06101916317585
2051,90+,0.2128353489090562,Nordeste,Homens,2.5,5,1.0,18879.790668171,18879.790668171,47199.4766704275,47199.4766704275,2.5
2052,0,0.0129140469033913,Nordeste,Homens,0.0796613018887023,1,0.0127623624339816,100000.0,1276.2362433981605,99361.88187830092,7433103.0237404,74.331030237404
