LOCAL,SEXO,IDADE,RMSE,MAE,sMAPE
Roraima,Ambos,55-59,0.0001672815307271,0.000141429669935,1.59499516489327
Roraima,Ambos,60-64,0.0009061956254946,0.000803487495914,6.15542198749751
Roraima,Ambos,65-69,0.0009385734269734,0.0008367303814202,4.22318063241195
Roraima,Ambos,70-74,0.000813505134318,0.0006493123492276,2.36891425967416
Roraima,Ambos,75-79,0.0013807745547971,0.0009739427729323,2.15897550751791
Roraima,Ambos,80-84,0.0016874103548961,0.0015396372522344,2.09016668807026
Roraima,Ambos,85-89,0.005093703012487,0.004624620843085,3.74139390864001
Roraima,Ambos,90+,0.0356529536171856,0.0354005560946495,17.6221729045114
Pará,Mulheres,0,0.0022369371479875,0.0021503703896124,14.1832285897799
Pará,Mulheres,1-4,0.0001460513670419,0.000140469340743,19.3147951072515
Pará,Mulheres,5-9,4.66870638823593e-05,4.51889521516624e-05,16.0126733899278
Pará,Mulheres,10-14,6.18442054489488e-05,6.14664950152636e-05,19.0971934520155
Pará,Mulheres,15-19,0.0001044713489714,0.0001033744829075,17.580650540458
Pará,Mulheres,20-24,5.54182557307512e-05,5.42504944696997e-05,7.66086050160559
Pará,Mulheres,25-29,5.76576441114529e-05,5.16940646891678e-05,6.15017649816083
Pará,Mulheres,30-34,0.0001148626478779,0.0001016881933795,9.85362086190681
Pará,Mulheres,35-39,5.44822198311282e-05,4.49052269442514e-05,3.15505525737575
Pará,Mulheres,40-44,3.93098081495112e-05,2.77442303347078e-05,1.45103275203896
Pará,Mulheres,45-49,0.0002786493396605,0.0002774671037972,10.2136802258649
Pará,Mulheres,50-54,0.0002364618899818,0.0002199061837903,5.4883265311894
Pará,Mulheres,55-59,0.0002112905513413,0.0001888476807688,3.13686376194278
Pará,Mulheres,60-64,0.0007299081453304,0.0007252795706985,7.59533691295306
Pará,Mulheres,65-69,0.0009555020950751,0.0008755821918974,6.14701029465584
Pará,Mulheres,70-74,0.0011320512509532,0.0011294327897214,5.57573214542126
Pará,Mulheres,75-79,0.0015124626853453,0.0014955882119932,4.16628422550474
Pará,Mulheres,80-84,0.0020704305877798,0.0020117754143251,3.2340113147952
Pará,Mulheres,85-89,0.0040159661263395,0.0038434577813322,3.59314105850565
Pará,Mulheres,90+,0.0218464047324808,0.0217161260971337,12.32586718859
Pará,Homens,0,0.0032286295171299,0.0031208185999513,16.6924996377525
Pará,Homens,1-4,7.34647019279146e-05,7.15254528930168e-05,8.56865662507621
Pará,Homens,5-9,2.46182263817088e-05,1.97999541976347e-05,5.4758509692084
Pará,Homens,10-14,4.98366775592706e-05,4.33108906937647e-05,9.62888806380455
Pará,Homens,15-19,0.0002465622811629,0.0001861894645301,7.80422180692616
