idade,Sexo,Ano,regiao,nMx,nAx,nqx,lx,ndx,nLx,Sx,Tx,ex,faixa_etaria
35,Mulheres,2050,Centro-Oeste,0.00067200659478031,2.63628653618163,0.00335470425754275,98218.5883246775,329.494316422628,490314.111471408,0.995919662130355,4949669.72168979,50.3944294671376,35-39
40,Mulheres,2050,Centro-Oeste,0.000992385106773493,2.66401678700948,0.00495044942700434,97889.0940082549,484.595009343146,488313.46423435,0.993880725506484,4459355.61021838,45.5551831937716,40-44
45,Mulheres,2050,Centro-Oeste,0.00149140302417408,2.65526648045665,0.00743102923770704,97404.4989989118,723.81567994511,485325.340107821,0.991104078464683,3971042.14598403,40.7685701050461,45-49
50,Mulheres,2050,Centro-Oeste,0.00212240334922053,2.65353172822291,0.0105594291824856,96680.6833189667,1020.89282882094,481007.92396312,0.987044031641417,3485716.80587621,36.0539115593155,50-54
55,Mulheres,2050,Centro-Oeste,0.00318322117694156,2.66895238653311,0.0157988744425972,95659.7904901457,1511.31701915896,474776.000520026,0.980332824218657,3004708.88191309,31.4103644438006,55-59
60,Mulheres,2050,Centro-Oeste,0.0049300679405439,2.68858644437406,0.0243726035062555,94148.4734709868,2294.64341462757,465438.497461036,0.96826729736769,2529932.88139306,26.8717355483485,60-64
65,Mulheres,2050,Centro-Oeste,0.00826813727814089,2.69194020461502,0.0405665406841971,91853.8300563592,3726.19213398063,450668.876027475,0.948438616311442,2064494.38393203,22.4758660870789,65-69
70,Mulheres,2050,Centro-Oeste,0.0134549507515293,2.70365919311182,0.0652584533740907,88127.6379223786,5751.07335032629,427431.765194131,0.911102558195987,1613825.50790455,18.3123654048913,70-74
75,Mulheres,2050,Centro-Oeste,0.0251415757371018,2.7072133775374,0.118856483628182,82376.5645720523,9790.98879840397,389434.1747226,0.839816159052778,1186393.74271042,14.4020784172508,75-79
80,Mulheres,2050,Centro-Oeste,0.0467767878367336,2.65501323951363,0.210764933757698,72585.5757736483,15298.4940696974,327053.112819422,0.727198471161571,796959.567987821,10.9795859507,80-84
85,Mulheres,2050,Centro-Oeste,0.0844664410139544,2.58060594936314,0.350670102769177,57287.0817039509,20088.8668284707,237832.523630916,0.493872618656229,469906.455168399,8.20266002720805,85-89
90,Mulheres,2050,Centro-Oeste,0.160286054659578,6.23884593156803,1.0,37198.2148754802,37198.2148754802,232073.931537483,0.0,232073.931537483,6.23884593156803,90+
0,Homens,2050,Centro-Oeste,0.00876456642790145,0.0674938534146724,0.00869351423119246,100000.0,869.351423119253,99189.3244543986,0.990710356908945,7864696.78319691,78.6469678319691,0
1,Homens,2050,Centro-Oeste,0.000379436669533829,1.62679178984592,0.00151638120382348,99130.6485768807,150.319852224799,396165.854000074,0.998609920553306,7765507.45874251,78.3360905050467,1-4
5,Homens,2050,Centro-Oeste,0.00018094285959479,2.37395033352358,0.000904284613633307,98980.3287246559,89.5063883180846,494666.59540209,0.999095894841,7369341.60474244,74.4525876979305,5-9
10,Homens,2050,Centro-Oeste,0.000213923865332125,2.77965290137675,0.00106911151447805,98890.8223363379,105.725316835989,494219.364781201,0.997926464192944,6874675.00934035,69.5178262949303,10-14
15,Homens,2050,Centro-Oeste,0.000694126661930086,2.86497951616517,0.00346549753019017,98785.0970195019,342.339509740676,493194.583231787,0.995079897962075,6380455.64455915,64.5892532078957,15-19
20,Homens,2050,Centro-Oeste,0.00124198120118497,2.62803359578803,0.00619166574448223,98442.7575097612,609.524649465558,490768.015557735,0.993520985434677,5887261.06132736,59.803902392145,20-24
25,Homens,2050,Centro-Oeste,0.00129937092909269,2.50955455260101,0.00647589855733469,97833.2328602956,633.55809153938,487588.322436741,0.993509907893958,5396493.04576963,55.1601218522108,25-29
30,Homens,2050,Centro-Oeste,0.00131727262942092,2.53251920620793,0.00656502455294336,97199.6747687563,638.118251395004,484423.829314296,0.992976518171004,4908904.72333288,50.5033039977907,30-34
35,Homens,2050,Centro-Oeste,0.00153901894195523,2.58706958433661,0.00766662435053486,96561.5565173613,740.30118052155,481021.487351574,0.991230415374316,4424480.89401859,45.8203145598952,35-39
40,Homens,2050,Centro-Oeste,0.00203172991185115,2.62252055727466,0.0101098151476092,95821.2553368397,968.73517866731,476803.128711472,0.988057313633523,3943459.40666702,41.1543283669641,40-44
45,Homens,2050,Centro-Oeste,0.0028279756474804,2.63280075833233,0.0140458499549831,94852.5201581724,1332.28426599369,471108.818486716,0.983435211575946,3466656.27795554,36.5478563160439,45-49
50,Homens,2050,Centro-Oeste,0.00395353849710506,2.65453262831838,0.0195860728775433,93520.2358921787,1831.69415570925,463305.000583778,0.975453900685188,2995547.45946883,32.0310083790042,50-54
55,Homens,2050,Centro-Oeste,0.00617712614159814,2.66802784780324,0.0304470444986032,91688.5417364695,2791.64511026231,451932.670026399,0.962337208193831,2532242.45888505,27.6178725381324,55-59
60,Homens,2050,Centro-Oeste,0.00942076156467524,2.66355994880997,0.0460893334477787,88896.8966262071,4097.19871107797,434911.623964789,0.941946502461982,2080309.78885865,23.4013769637642,60-64
65,Homens,2050,Centro-Oeste,0.0148819416424324,2.64868375741254,0.0718939830922513,84799.6979151292,6096.58804813831,409663.483073694,0.912616993419351,1645398.16489386,19.4033493673602,65-69
70,Homens,2050,Centro-Oeste,0.0223185324037663,2.64508989200423,0.106020425891377,78703.1098669909,8344.13722707424,373865.856236413,0.86477916298009,1235734.68182017,15.7012179557907,70-74
75,Homens,2050,Centro-Oeste,0.0373288062186184,2.63991504664767,0.171532190266856,70358.9726399166,12068.8286818507,323311.40222296,0.782004137280329,861868.825583754,12.2495936658232,75-79
80,Homens,2050,Centro-Oeste,0.0634528854395409,2.5927050179971,0.27522401105513,58290.143958066,16042.8472251199,252830.85416826,0.656059497694191,538557.423360793,9.23925361632719,80-84
85,Homens,2050,Centro-Oeste,0.109867847155969,2.51073425904985,0.431365083504716,42247.2967329461,18224.0086830558,165872.083187222,0.419472666976761,285726.569192534,6.76319176108877,85-89
90,Homens,2050,Centro-Oeste,0.200437120466442,4.989095820539,1.0,24023.2880498903,24023.2880498903,119854.486005312,0.0,119854.486005312,4.989095820539,90+
0,Ambos,2050,Centro-Oeste,0.00810686848851511,0.0697819740897357,0.00804619091404975,100000.0,804.61909140498,99251.5288171835,0.991331879196054,8138790.54509527,81.3879054509527,0
1,Ambos,2050,Centro-Oeste,0.000381302114153423,1.57126045937432,0.00152379729305039,99195.380908595,151.153652911613,396414.410780844,0.998657953742994,8039539.01627809,81.0475139329949,1-4
5,Ambos,2050,Centro-Oeste,0.000166951116523759,2.33300057789795,0.000834384065995039,99044.2272556834,82.640925050946,495000.732979064,0.999203554570471,7643124.60549724,77.168804455069,5-9
10,Ambos,2050,Centro-Oeste,0.000178334443289725,2.71624179152021,0.000891309210496509,98961.5863306325,88.205373381832,494606.491907669,0.99848332560118,7148123.87251818,72.231298401343,10-14
15,Ambos,2050,Centro-Oeste,0.000472220009057987,2.81067529039738,0.00235866155970227,98873.3809572506,233.208842941662,493856.334903903,0.996788899565816,6653517.38061051,67.293313085827,15-19
20,Ambos,2050,Centro-Oeste,0.000796019972222226,2.62579823829395,0.00397259201171603,98640.172114309,391.857159775594,492270.512612468,0.995767154637851,6159661.04570661,62.4457653882487,20-24
25,Ambos,2050,Centro-Oeste,0.000870647111430388,2.52854447653411,0.00434388852719444,98248.3149545334,426.779728147187,490186.807656234,0.995551488770147,5667390.53309414,57.6843535252167,25-29
30,Ambos,2050,Centro-Oeste,0.000920893352978621,2.54903004534651,0.00459409751037372,97821.5352263862,449.401671444488,488006.206137649,0.994999519924821,5177203.72543791,52.9249895072329,30-34
35,Ambos,2050,Centro-Oeste,0.00111186036134651,2.60183133959356,0.00554451774563578,97372.1335549417,539.881522425785,485565.940827294,0.993540687681866,4689197.51930026,48.1574897057627,35-39
40,Ambos,2050,Centro-Oeste,0.00151815835151584,2.63553933972935,0.00756364111705332,96832.2520325159,732.404402930013,482429.518764443,0.990937968197154,4203631.57847296,43.4114821274775,40-44
45,Ambos,2050,Centro-Oeste,0.00216366821249323,2.63958871264846,0.0107633709462184,96099.8476295859,1034.35830791229,478057.727122768,0.98726387361282,3721202.05970852,38.7222472407218,45-49
50,Ambos,2050,Centro-Oeste,0.00303181209603685,2.65303501627727,0.0150519574217975,95065.4893216736,1430.92169755218,471969.123489764,0.981314206854835,3243144.33258575,34.1148439431254,50-54
55,Ambos,2050,Centro-Oeste,0.00464918170605922,2.66734526573683,0.0229965128269704,93634.5676241214,2153.26853541593,463150.006077329,0.971555376043327,2771175.20909599,29.5956427141348,55-59
60,Ambos,2050,Centro-Oeste,0.00709159007043606,2.67141536477871,0.0348819321807842,91481.2990887055,3191.04447062226,449975.878318929,0.955688159112214,2308025.20301866,25.229475597856,60-64
65,Ambos,2050,Centro-Oeste,0.0113634365251678,2.66413556637769,0.0553480544633043,88290.2546180832,4886.69382118067,430036.618795518,0.931787600731461,1858049.32469973,21.0447838522732,65-69
70,Ambos,2050,Centro-Oeste,0.0174684198151602,2.66916525142341,0.0839250084398919,83403.5607969026,6999.64454379708,400702.789254146,0.890171063008829,1428012.70590421,17.1217234883003,70-74
75,Ambos,2050,Centro-Oeste,0.0304802302080666,2.67059575053132,0.142297890163489,76403.9162531055,10872.1160830448,356694.027860966,0.814572646256534,1027309.91665007,13.4457756490762,75-79
80,Ambos,2050,Centro-Oeste,0.0537345709307962,2.62336556614382,0.23824694875132,65531.8001700607,15612.7514366982,290553.198178609,0.697691349680284,670615.8887891,10.2334421921692,80-84
85,Ambos,2050,Centro-Oeste,0.0943091966510869,2.54792722357412,0.382980571838835,49919.0487333625,19118.0258295538,202716.452991157,0.466623643942699,380062.690610491,7.61358039173696,85-89
90,Ambos,2050,Centro-Oeste,0.173677340536098,5.75780350455192,1.0,30801.0229038087,30801.0229038087,177346.237619334,0.0,177346.237619334,5.75780350455192,90+
0,Mulheres,2051,Centro-Oeste,0.00730363907176677,0.0717633723172986,0.00725445743909682,100000.0,725.445743909688,99326.6146891065,0.992104940562281,8421135.09864792,84.2113509864792,0
1,Mulheres,2051,Centro-Oeste,0.000377274340150228,1.51219166473441,0.00150768227075507,99274.5542560903,149.674485389012,396725.855592034,0.998730289928139,8321808.48395881,83.826198428368,1-4
5,Mulheres,2051,Centro-Oeste,0.000149722776958636,2.27983107981828,0.000748309120006586,99124.8797707013,74.1760515519709,495422.627463453,0.999325957778975,7925082.62836678,79.950489187975,5-9
10,Mulheres,2051,Centro-Oeste,0.000138438295412557,2.59514529856939,0.000691961106613305,99050.7037191493,68.5392345563305,495088.691695291,0.999091711442062,7429660.00090332,75.0086543753344,10-14
15,Mulheres,2051,Centro-Oeste,0.000236717452560748,2.67858185608259,0.0011829372149214,98982.164484593,117.089685982297,494639.00830146,0.998588204103232,6934571.30920803,70.0587964035422,15-19
20,Mulheres,2051,Centro-Oeste,0.000327008050411208,2.61832049994378,0.0016337678273221,98865.0747986107,161.522578451753,493940.678979159,0.998135008336648,6439932.30090657,65.1385973664086,20-24
25,Mulheres,2051,Centro-Oeste,0.000419085822897572,2.58840646172299,0.00209331347652963,98703.5522201589,206.617476043801,493019.483730672,0.99770982125177,5945991.62192741,60.240908135351,25-29
30,Mulheres,2051,Centro-Oeste,0.000501963126641253,2.59308765301918,0.00250678698018597,98496.9347441151,246.910833604779,491890.380986569,0.997146392349188,5452972.13819674,55.3618460550371,30-34
35,Mulheres,2051,Centro-Oeste,0.000658468110565902,2.63630973670619,0.0032872242687815,98250.0239105104,322.969863006991,490486.718832025,0.996002608279716,4961081.75721017,50.4944585227674,35-39
40,Mulheres,2051,Centro-Oeste,0.000972041094037791,2.66415011761579,0.00484919516852805,97927.0540475034,474.867397355338,488526.051283256,0.994003495756604,4470595.03837815,45.6522978441637,40-44
45,Mulheres,2051,Centro-Oeste,0.00146199477746832,2.65567341331461,0.00728500530948946,97452.186650148,709.939697167676,485596.602743727,0.99127476575728,3982068.98709489,40.8617715412632,45-49
50,Mulheres,2051,Centro-Oeste,0.00208234598196997,2.65395432564112,0.0103611129844135,96742.2469529804,1002.35735104587,481359.658637319,0.987281958308251,3496472.38435116,36.1421456961875,50-54
55,Mulheres,2051,Centro-Oeste,0.00312553669872829,2.66944610466607,0.0155146710346379,95739.8896019345,1485.37289206656,475237.706430043,0.980676927198797,3015112.72571384,31.4927533157812,55-59
60,Mulheres,2051,Centro-Oeste,0.00484570043475477,2.6895060757452,0.0239602442042112,94254.5167098679,2258.36123771835,466054.653630819,0.968762560180375,2539875.0192838,26.9469846957254,60-64
65,Mulheres,2051,Centro-Oeste,0.008147345591918,2.69349292824107,0.0399853272790911,91996.1554721496,3678.49638497205,451496.29943537,0.949069183037714,2073820.36565298,22.5424677260649,65-69
70,Mulheres,2051,Centro-Oeste,0.0133075469606809,2.70494870228078,0.0645657982864065,88317.6590871775,5702.30016175032,428501.224049678,0.911982234399649,1622324.06621761,18.3691923335086,70-74
75,Mulheres,2051,Centro-Oeste,0.0248913765579775,2.70835227077081,0.117740687128957,82615.3589254272,9727.18912728524,390785.50375181,0.841107266552011,1193822.84216793,14.4503740914028,75-79
80,Mulheres,2051,Centro-Oeste,0.0464016946050798,2.65613825341153,0.209250558670613,72888.169798142,15251.8902507397,328692.526868835,0.729155023506904,803037.338416124,11.0173892504102,80-84
85,Mulheres,2051,Centro-Oeste,0.0837638879260577,2.58344385701096,0.348313726973892,57636.2795474023,20075.5073380648,239667.807155589,0.49473926704541,474344.811547288,8.22996930530828,85-89
90,Mulheres,2051,Centro-Oeste,0.160053058060367,6.24792810658346,1.0,37560.7722093375,37560.7722093375,234677.004391699,0.0,234677.004391699,6.24792810658346,90+
0,Homens,2051,Centro-Oeste,0.00861921664703508,0.0670825789162474,0.00855046223174135,100000.0,855.04622317414,99202.312482569,0.990865041374534,7881693.75239065,78.8169375239065,0
1,Homens,2051,Centro-Oeste,0.000371856618546783,1.62722312921689,0.00148611522600282,99144.9537768259,147.340825389081,396230.208204698,0.998636575995745,7782491.43990808,78.4960922713866,1-4
5,Homens,2051,Centro-Oeste,0.000177798313220884,2.37368843810323,0.000888576641895377,98997.6129514368,87.9669664720423,494757.036096073,0.999113127602581,7386261.23170338,74.6104982887487,5-9
10,Homens,2051,Centro-Oeste,0.000209393803788677,2.77812330878836,0.00104648214604261,98909.6459849647,103.507178594664,494318.249737331,0.997975085826222,6891504.19560731,69.6747433172987,10-14
15,Homens,2051,Centro-Oeste,0.000677043588963541,2.86406568128742,0.00338032958045178,98806.1388063701,333.997313737404,493317.297707081,0.995204128830571,6397185.94586998,64.7448227726671,15-19
20,Homens,2051,Centro-Oeste,0.00121015340767379,2.62795312869755,0.00603344778152712,98472.1414926327,594.126523630941,490951.411501627,0.993685840350812,5903868.6481629,59.9547096130188,20-24
25,Homens,2051,Centro-Oeste,0.0012664996690552,2.50979239355104,0.00631258940343284,97878.0149690017,617.863720122376,487851.465909411,0.993671995181065,5412917.23666127,55.3026871088013,25-29
30,Homens,2051,Centro-Oeste,0.00128455919490235,2.5326869831714,0.00640250381730531,97260.1512488794,622.708489642639,484764.339482212,0.993150497664915,4925065.77075186,50.6380640736317,30-34
35,Homens,2051,Centro-Oeste,0.00150080261297745,2.5873459745016,0.00747693968339782,96637.4427592367,722.552330668608,481443.945006963,0.991443860991345,4440301.43126965,45.948043579053,35-39
40,Homens,2051,Centro-Oeste,0.00198314570570098,2.62328523863514,0.00986921126768413,95914.8904285681,946.604317356323,477324.643688608,0.988327848093596,3958857.48626268,41.2746912244143,40-44
45,Homens,2051,Centro-Oeste,0.00276654885536719,2.63380165235203,0.0137427812365383,94968.2861112118,1305.12838043536,471753.237938804,0.983775424309495,3481532.84257408,36.6599523392162,45-49
50,Homens,2051,Centro-Oeste,0.00387520182023447,2.65549186600969,0.0192015544879449,93663.1577307764,1798.47822668048,464099.241822625,0.975909890145204,3009779.60463527,32.1340821466486,50-54
55,Homens,2051,Centro-Oeste,0.00606608619005787,2.66897781800443,0.0299075330063516,91864.6795040959,2747.44593438666,452919.040103591,0.962972344958424,2545680.36281265,27.7111984339873,55-59
60,Homens,2051,Centro-Oeste,0.00926600320064012,2.66472847643149,0.0453487314281392,89117.2335697093,4041.35349077149,436148.510124874,0.942801962633483,2092761.32270905,23.4832393116429,60-64
65,Homens,2051,Centro-Oeste,0.0146738989913547,2.65033322520339,0.0709241183846708,85075.8800789378,6033.93179039865,411201.6713454,0.913632482881187,1656612.81258418,19.4721795536771,65-69
70,Homens,2051,Centro-Oeste,0.0220804058759277,2.64656173679137,0.104948399240659,79041.9482885391,8295.32594574516,375687.203956192,0.866026847491685,1245411.14123878,15.756331520226,70-74
75,Homens,2051,Centro-Oeste,0.0369797598584152,2.64137708741264,0.170065466688159,70746.622342794,12031.5573453382,325355.204885146,0.78356676876094,869723.937282589,12.2935047424377,75-79
80,Homens,2051,Centro-Oeste,0.0629977002317135,2.5942310876845,0.27353248912721,58715.0649974558,16060.47787802,254937.526591408,0.657991902700401,544368.732397443,9.27136387264549,80-84
85,Homens,2051,Centro-Oeste,0.109142782402527,2.51336993448726,0.429223603003512,42654.5871194358,18308.3555680314,167746.828191614,0.420425908379654,289431.205806035,6.78546494883676,85-89
90,Homens,2051,Centro-Oeste,0.200076887672055,4.99807854687892,1.0,24346.2315514044,24346.2315514044,121684.377614421,0.0,121684.377614421,4.99807854687892,90+
0,Ambos,2051,Centro-Oeste,0.007976995856894,0.0694062429498667,0.00791821622551108,100000.0,791.821622551099,99263.1357413566,0.991470546694409,8153370.22912915,81.5337022912915,0
1,Ambos,2051,Centro-Oeste,0.000374504122630286,1.5715597316197,0.00149665534101958,99208.1783774489,148.480450041432,396472.137605848,0.998681843819913,8054107.09338779,81.1839026289246,1-4
5,Ambos,2051,Centro-Oeste,0.000164060314811933,2.33238047665727,0.000819942725716767,99059.6979274075,81.2232787272806,495081.816832955,0.999218555840947,7657634.95578194,77.303233464265,5-9
10,Ambos,2051,Centro-Oeste,0.000174655656402599,2.71490388428778,0.000872929891361848,98978.4746486802,86.4012691222451,494694.938038937,0.998517555880246,7162553.13894899,72.3647557145345,10-14
15,Ambos,2051,Centro-Oeste,0.000461055918820812,2.80988014082768,0.00230295414533825,98892.0733795579,227.743910330537,493961.580436969,0.996866554095871,6667858.20091005,67.4256082721426,15-19
20,Ambos,2051,Centro-Oeste,0.00077654267013887,2.62574385897928,0.00387556792269596,98664.3294692274,382.380310405235,492413.778545952,0.995869910667966,6173896.62047308,62.5747588179644,20-24
25,Ambos,2051,Centro-Oeste,0.000849676156387503,2.52875332242145,0.00423947889636496,98281.9491588222,416.664249352456,490380.065652233,0.995657488525678,5681482.84192713,57.8079992364207,25-29
30,Ambos,2051,Centro-Oeste,0.000899073062612551,2.54918848442459,0.00448548173968016,97865.2849094697,438.972948410024,488250.584590359,0.995117482412489,5191102.7762749,53.0433522068314,30-34
35,Ambos,2051,Centro-Oeste,0.0010856679951533,2.60210150338442,0.00541424495463927,97426.3119610597,527.489917984261,485866.692523984,0.99368992356758,4702852.19168454,48.2708633532615,35-39
40,Ambos,2051,Centro-Oeste,0.00148372069982322,2.63622038872994,0.00739267598913548,96898.8220430754,716.34159509337,482800.836558191,0.9911333930438,4216985.49916056,43.519471240692,40-44
45,Ambos,2051,Centro-Oeste,0.00211888611719517,2.64049566274268,0.010541727000632,96182.4804479821,1013.92945112626,478520.031302305,0.987513106813906,3734184.66260236,38.8239588458306,45-49
50,Ambos,2051,Centro-Oeste,0.00297463386757863,2.65378478127488,0.0147700869624049,95168.5509968558,1405.64777430962,472544.802784027,0.981652149588157,3255664.63130006,34.209458872686,50-54
55,Ambos,2051,Centro-Oeste,0.00456675927419974,2.66810518017141,0.0225931968472833,93762.9032225462,2118.40372947975,463874.621429652,0.972029855070608,2783119.82851603,29.6825261682683,55-59
60,Ambos,2051,Centro-Oeste,0.00697751906840896,2.67255672251243,0.0343300823622728,91644.4994930664,3146.16321564626,450899.981039198,0.956325679668047,2319245.20708638,25.3069766316073,60-64
65,Ambos,2051,Centro-Oeste,0.0112105049618081,2.66563260864922,0.0546230698126285,88498.3362774202,4834.05080078299,431207.23082962,0.932564834636299,1868345.22604718,21.1116423724666,65-69
70,Ambos,2051,Centro-Oeste,0.0172849294259715,2.67036798405018,0.0830792513023725,83664.2854766372,6950.76619814697,402128.699912601,0.891206184528568,1437137.99521756,17.1774370274025,70-74
75,Ambos,2051,Centro-Oeste,0.0301886763698349,2.67187357980464,0.141031273117277,76713.5192784902,10819.0052891522,358379.584338542,0.815954422263423,1035009.29530496,13.4918760739891,75-79
80,Ambos,2051,Centro-Oeste,0.0533415158594349,2.62465152147738,0.23671471505374,65894.513989338,15598.2011025908,292421.406689961,0.699576767864905,676629.71096642,10.2683769862223,80-84
85,Ambos,2051,Centro-Oeste,0.0936167538052852,2.5505392777225,0.380769338299632,50296.3128867472,19151.293776798,204571.222546672,0.467551272917122,384208.304276459,7.63889601891068,85-89
90,Ambos,2051,Centro-Oeste,0.173377449745025,5.76776277117142,1.0,31145.0191099492,31145.0191099492,179637.081729787,0.0,179637.081729787,5.76776277117142,90+
0,Mulheres,2052,Centro-Oeste,0.00719256220882548,0.0714345304368518,0.00714484347894799,100000.0,714.484347894788,99336.5545060016,0.992224009040649,8432997.02357698,84.3299702357698,0
1,Mulheres,2052,Centro-Oeste,0.000371429866761431,1.51237012031266,0.00148434795916681,99285.5156521052,147.374252533031,396775.450014323,0.99875086942179,8333660.46907098,83.9363165345486,1-4
5,Mulheres,2052,Centro-Oeste,0.000147157511196205,2.27888598259026,0.00073549304076218,99138.1413995722,72.9154130734823,495492.295845261,0.999338403586085,7936885.01905666,80.0588442249222,5-9
10,Mulheres,2052,Centro-Oeste,0.000135704284457232,2.59434855988153,0.000678299986366875,99065.2259864987,67.1959414360899,495164.479919208,0.999110358550535,7441392.72321139,75.1160929489583,10-14
15,Mulheres,2052,Centro-Oeste,0.000231767252968108,2.67846447475322,0.00115821308144546,98998.0300450626,114.660813435519,494723.961073569,0.99861730073593,6946228.24329219,70.1653178364292,15-19
20,Mulheres,2052,Centro-Oeste,0.000320353569555275,2.61833815350514,0.00160054667248116,98883.3692316271,158.267447587394,494039.906616674,0.998173465279533,6451504.28221862,65.2435726285422,20-24
25,Mulheres,2052,Centro-Oeste,0.000410329428268326,2.58840550385723,0.00204961894462311,98725.1017840397,202.348838926424,493137.525573943,0.997757162688538,5957464.37560194,60.3439679265547,25-29
30,Mulheres,2052,Centro-Oeste,0.000491703062845897,2.59327812403312,0.00245560936448084,98522.7529451133,241.933394746447,492031.498331903,0.997204054033051,5464326.850028,55.4625879472954,30-34
35,Mulheres,2052,Centro-Oeste,0.00064523355152778,2.63637952732714,0.00322125506267166,98280.8195503668,316.58758754014,490655.80484853,0.996083151308188,4972295.3516961,50.592733907229,35-39
40,Mulheres,2052,Centro-Oeste,0.000952365671899825,2.664257345862,0.00475125927293982,97964.2319628267,465.453465529805,488733.980301179,0.994123355856215,4481639.54684757,45.7477127830509,40-44
45,Mulheres,2052,Centro-Oeste,0.00143306568402816,2.6560482832843,0.00714134039516459,97498.7784972969,696.271965361957,485861.864617973,0.99144201151597,3992905.56654639,40.9533906792185,45-49
50,Mulheres,2052,Centro-Oeste,0.00204327968942994,2.65440196953643,0.010167667735692,96802.5065319349,984.25572239887,481703.864375743,0.98751438645007,3507043.70192842,36.228852201998,50-54
55,Mulheres,2052,Centro-Oeste,0.00306908120544247,2.66991658120433,0.0152364469160099,95818.2508095361,1459.92969204442,475689.49607964,0.981014565865464,3025339.83755267,31.5737326865456,55-59
60,Mulheres,2052,Centro-Oeste,0.00476285181498259,2.69044153665135,0.0235551504246735,94358.3211174916,2222.62444774216,466658.32448333,0.969247547011451,2549650.34147303,27.0209379658027,60-64
65,Mulheres,2052,Centro-Oeste,0.00802953107219749,2.6950799171205,0.0394181272320343,92135.6966697495,3631.8166139403,452307.436297941,0.949682791467488,2082992.0169897,22.6078717834626,65-69
70,Mulheres,2052,Centro-Oeste,0.013164522508697,2.70623066449172,0.0638932672897423,88503.8800558092,5654.80206458511,429548.588704932,0.912838200756737,1630684.58069176,18.425006673871,70-74
75,Mulheres,2052,Centro-Oeste,0.0246475756296642,2.70945396070194,0.116652118688908,82849.0779912241,9664.52047909885,392108.360851005,0.84237173816473,1201135.99198683,14.4978800139944,75-79
80,Mulheres,2052,Centro-Oeste,0.0460340016711078,2.65724393085534,0.207763459545861,73184.5575121252,15205.0768540521,330301.001478984,0.731072105442308,809027.631135824,11.054622158531,80-84
85,Mulheres,2052,Centro-Oeste,0.0830787895101961,2.58622712092201,0.346007842960557,57979.4806580731,20061.3550384732,241473.848580944,0.495591359197968,478726.62965684,8.2568285231817,85-89
