idade,Sexo,Ano,regiao,nMx,nAx,nqx,lx,ndx,nLx,Sx,Tx,ex,faixa_etaria
1,Homens,2039,Piauí,0.000376768890855736,1.61707416113802,0.00150572370612109,98808.3278705172,148.778041636833,394878.784442397,0.998574473328031,7545367.45126245,76.3636791946347,1-4
5,Homens,2039,Piauí,0.000177015087467469,2.44438934576351,0.000884675226504422,98659.5498288804,87.2816595916811,493074.69120523,0.998944850690428,7150488.66682006,72.476396651132,5-9
10,Homens,2039,Piauí,0.000292870062478163,2.87239095830284,0.00146343842489385,98572.2681692887,144.254444867882,492554.423785237,0.99691182831609,6657413.97561483,67.5384070921584,10-14
15,Homens,2039,Piauí,0.00106065324838388,2.87499375318134,0.00529134011805592,98428.0137244208,520.816097760573,491033.331160919,0.992748693216988,6164859.55182959,62.6331805200295,15-19
20,Homens,2039,Piauí,0.00179059918964157,2.63619495425153,0.00891526097035204,97907.1976266602,872.868217717507,487472.697835987,0.990231653486195,5673826.22066867,57.9510634376863,20-24
25,Homens,2039,Piauí,0.00207617397062234,2.54463023437743,0.0103282189190225,97034.3294089427,1002.19179679611,482710.895607505,0.989233445355719,5186353.52283268,53.4486460041915,25-29
30,Homens,2039,Piauí,0.00226491486577247,2.55260553434219,0.0112621466719465,96032.1376121466,1081.52801900856,477513.762372558,0.987668139780481,4703642.62722518,48.9798805293931,30-34
35,Homens,2039,Piauí,0.00273377237080994,2.57397009373221,0.013578804324309,94950.609593138,1289.31574813907,471625.129402083,0.985064447628963,4226128.86485262,44.508707031598,35-39
40,Homens,2039,Piauí,0.00331988898792005,2.58465801126419,0.0164673983514101,93661.293844999,1542.35783585407,464581.147582401,0.981394070842526,3754503.73545054,40.0859691481937,40-44
45,Homens,2039,Piauí,0.00424286954629335,2.59238059418465,0.0209998299523639,92118.9360091449,1934.48199158475,455937.183662585,0.976401961461047,3289922.58786814,35.7138578711063,45-49
50,Homens,2039,Piauí,0.00539669588172854,2.60901835198001,0.0266397362147075,90184.4540175602,2402.49006569522,445177.960431173,0.968555765383752,2833985.40420555,31.4243229066258,50-54
55,Homens,2039,Piauí,0.00755715554280224,2.62769410663281,0.0371202894473198,87781.9639518649,3258.49191014742,431179.680197393,0.955806470269643,2388807.44377438,27.2129642153401,55-59
60,Homens,2039,Piauí,0.0107433843927727,2.63009121201975,0.0523832015925868,84523.4720417175,4427.61007526665,412124.328181463,0.936872939587292,1957627.76357699,23.1607589736822,60-64
65,Homens,2039,Piauí,0.0157110852496299,2.63093341726817,0.0757364689003584,80095.8619664509,6066.17775886951,386108.130818805,0.908182641306892,1545503.43539552,19.2956714298533,65-69
70,Homens,2039,Piauí,0.0235678009802487,2.64142910561711,0.111633697420215,74029.6842075813,8264.20736694321,350656.70207709,0.858067773668216,1159395.30457672,15.6612218056441,70-74
75,Homens,2039,Piauí,0.0392089190156724,2.63167981284512,0.17938686129755,65765.4768406381,11797.4624721788,300887.215673127,0.774378932824227,808738.602499628,12.2973122274982,75-79
80,Homens,2039,Piauí,0.0656300524070069,2.59091594508715,0.283350234528775,53968.0143684593,15291.8495283553,233000.720973409,0.639514546520998,507851.386826501,9.41022923984592,80-84
85,Homens,2039,Piauí,0.116933021763102,2.45329545266015,0.450506916098498,38676.1648401041,17423.8797486325,149007.350412375,0.45786068973171,274850.665853091,7.10646122720248,85-89
90,Homens,2039,Piauí,0.168878935023636,5.92140162335842,1.0,21252.2850914716,21252.2850914716,125843.315440716,0.0,125843.315440716,5.92140162335842,90+
0,Ambos,2039,Piauí,0.0112961915227838,0.0789824152289323,0.0111798761911364,100000.0,1117.98761911364,98970.31374324,0.988249986901943,7971780.90011771,79.7178090011771,0
1,Ambos,2039,Piauí,0.000387867018350683,1.56393302418258,0.00155000352152201,98882.0123808864,153.26746740556,395154.679707732,0.998589303929909,7872810.58637447,79.6182277930285,1-4
5,Ambos,2039,Piauí,0.000169589380866216,2.42123628441188,0.000847576233018741,98728.7449134808,83.6801377044321,493427.933264576,0.998989792066016,7477655.90666674,75.739400042203,5-9
10,Ambos,2039,Piauí,0.000271269041292058,2.78744270336921,0.00135553161869168,98645.0647757764,133.71650433146,492929.468451543,0.997758945056658,6984227.97340216,70.8015954906366,10-14
15,Ambos,2039,Piauí,0.000675746344208451,2.7976303072424,0.00337371081862665,98511.3482714449,332.348801420871,491824.786429551,0.995428129884187,6491298.50495062,65.8939159685852,15-19
20,Ambos,2039,Piauí,0.00113967001494047,2.6364238242018,0.00568304168296349,98178.999470024,557.955346379807,489576.227386258,0.99379888703994,5999473.71852107,61.1075051783638,20-24
25,Ambos,2039,Piauí,0.00131560094350743,2.5551818444699,0.00655691502280037,97621.0441236442,640.092890755768,486540.309897676,0.99300196382577,5509897.49113481,56.4416980026983,25-29
30,Ambos,2039,Piauí,0.00150496196102757,2.56667352499547,0.00749735401652082,96980.9512328885,727.100524251917,483135.48320879,0.99173154882533,5023357.18123714,51.797359351262,30-34
35,Ambos,2039,Piauí,0.00183928349720373,2.58469141094942,0.00915574366948675,96253.8507086365,881.275584289324,479140.701055128,0.989777379503511,4540221.69802835,47.1692474077919,35-39
40,Ambos,2039,Piauí,0.00230177192924522,2.59962253921147,0.0114456211989302,95372.5751243472,1091.59836763979,474242.62750382,0.986838392539237,4061080.99697322,42.581224127359,40-44
45,Ambos,2039,Piauí,0.00303612490380379,2.60431412000066,0.0150710040404898,94280.9767567074,1420.90898164167,468000.832199454,0.982921074750489,3586838.3694694,38.0441367162037,45-49
50,Ambos,2039,Piauí,0.00391473741387869,2.61637387775915,0.0193927282787783,92860.0677750658,1800.81006231079,460007.880969611,0.977015359832978,3118837.53726994,33.586423227955,50-54
55,Ambos,2039,Piauí,0.00551970262734538,2.63719356620167,0.0272432075270882,91059.257712755,2480.74625513119,449434.76535153,0.967256775598478,2658829.65630033,29.1988944681228,55-59
60,Ambos,2039,Piauí,0.00799226660224083,2.64743211949411,0.0392238327904692,88578.5114576238,3474.3887222425,434718.821975779,0.951711479096105,2209394.8909488,24.9427864003538,60-64
65,Ambos,2039,Piauí,0.0121329006736572,2.65051627118983,0.0589831272339976,85104.1227353813,5019.70729943874,413726.893053485,0.927602842873938,1774676.06897302,20.8529976214092,65-69
70,Ambos,2039,Piauí,0.0185836378461235,2.66572936379415,0.0890550488797532,80084.4154359425,7131.92153115432,383774.242169815,0.883655219809055,1360949.17591954,16.993932820901,70-74
75,Ambos,2039,Piauí,0.0323708443277324,2.66451277122287,0.150477841951105,72952.4939047882,10977.7338477437,339124.112321621,0.805394121960783,977174.933749723,13.3946748280471,75-79
80,Ambos,2039,Piauí,0.0565797559794741,2.62221371884327,0.249352278887361,61974.7600570446,15453.5476537214,273128.566679002,0.67761411796381,638050.821428102,10.2953334686703,80-84
85,Ambos,2039,Piauí,0.102481424881718,2.49403079202389,0.407702807555541,46521.2124033231,18966.8289077225,185075.772800912,0.492835061736205,364922.254749099,7.84421204643911,85-89
90,Ambos,2039,Piauí,0.153210578250504,6.5269644656322,1.0,27554.3834956006,27554.3834956006,179846.481948188,0.0,179846.481948188,6.5269644656322,90+
0,Mulheres,2040,Piauí,0.0103184860484832,0.0806645694457063,0.0102215231485681,100000.0,1022.15231485681,99060.2991615291,0.989166992055002,8315048.6732113,83.150486732113,0
1,Mulheres,2040,Piauí,0.000393747157019819,1.50736156164111,0.00157344434076579,98977.8476851432,155.736134301362,395523.196865972,0.998629279023343,8215988.37404977,83.0083555684654,1-4
5,Mulheres,2040,Piauí,0.000159258461507059,2.39383111122527,0.000795961939991938,98822.1115508418,78.6586396241182,493905.560054787,0.999037883082314,7820465.1771838,79.136794938452,5-9
10,Mulheres,2040,Piauí,0.000243007374937775,2.60732171300658,0.00121433081603762,98743.4529112177,119.907217752043,493430.365159719,0.998733522092954,7326559.61712901,74.1979280764718,10-14
15,Mulheres,2040,Piauí,0.000267228132575187,2.62868512325194,0.00133529451071802,98623.5456934657,131.691479192043,492805.446503579,0.998230528762131,6833129.25196929,69.2849684517277,15-19
20,Mulheres,2040,Piauí,0.000451896271359565,2.63462528037405,0.00225706876692809,98491.8542142736,222.302887943864,491933.441440126,0.997579271589085,6340323.80546571,64.3740932287866,20-24
25,Mulheres,2040,Piauí,0.000512255247564058,2.59273103812852,0.00255812172542406,98269.5513263298,251.385474195558,490742.604182153,0.996989277297347,5848390.36402559,59.5137586881259,25-29
30,Mulheres,2040,Piauí,0.000708878540493247,2.61924841296231,0.00353842103768918,98018.1658521342,346.829540126899,489265.114282582,0.995976702145252,5357647.75984344,54.6597430513619,30-34
35,Mulheres,2040,Piauí,0.000914432997959769,2.62112606276769,0.00456224065269294,97671.3363120073,445.600141125484,487296.654997886,0.99460829052636,4868382.64556085,49.8445381151435,35-39
40,Mulheres,2040,Piauí,0.0012795114854967,2.64667975073911,0.00637835157123052,97225.7361708818,620.139927069584,484669.293006661,0.992222060346612,4381085.99056297,45.0609701001684,40-44
45,Mulheres,2040,Piauí,0.00187274793887461,2.63667770809431,0.00932247926857712,96605.5962438122,900.603668211479,480899.564493805,0.989175771454746,3896416.69755631,40.3332399887328,45-49
50,Mulheres,2040,Piauí,0.00251245115241066,2.63147287070652,0.0124879424055476,95704.9925756008,1195.15843520747,475694.197700411,0.985044180345388,3415517.1330625,35.6879723945902,50-54
55,Mulheres,2040,Piauí,0.00360961503867726,2.65319452974149,0.0178964730193686,94509.8341403933,1691.39269675854,468579.801068858,0.978072815783689,2939822.93536209,31.1060003660044,55-59
60,Mulheres,2040,Piauí,0.00543407180269522,2.67631907921551,0.0268315556463853,92818.4414436347,2490.46317660564,458305.165450779,0.965586592651388,2471243.13429323,26.6244842711987,60-64
65,Mulheres,2040,Piauí,0.00888419119819568,2.68372099601369,0.0435252811968167,90327.9782670291,3931.55065401238,442533.323102148,0.944982282255476,2012937.96884245,22.2847672167728,65-69
70,Mulheres,2040,Piauí,0.0143448560906759,2.70021635690631,0.0694336594859846,86396.4276130167,5998.82013568773,418186.149639168,0.905492516961835,1570404.6457403,18.1767312506762,70-74
75,Mulheres,2040,Piauí,0.0268096125780219,2.70252555917707,0.126270506826559,80397.607477329,10151.8466438051,378664.429195349,0.830890320942304,1152218.49610114,14.3315022953394,75-79
80,Mulheres,2040,Piauí,0.0495811255078447,2.65377958986185,0.22207234103837,70245.7608335239,15599.6405563221,314628.609103558,0.707554444290938,773554.066905788,11.0121103071122,80-84
85,Mulheres,2040,Piauí,0.092085158787763,2.53100258499258,0.375135687230955,54646.1202772018,20499.7098846935,222616.870672299,0.514917146374056,458925.45780223,8.39813431354783,85-89
90,Mulheres,2040,Piauí,0.144499236389295,6.9204517960628,1.0,34146.4103925083,34146.4103925083,236308.587129931,0.0,236308.587129931,6.9204517960628,90+
0,Homens,2040,Piauí,0.0118368382185194,0.0761627967097366,0.0117087988555604,100000.0,1170.87988555605,98918.2976011391,0.987772964855676,7664017.55350447,76.6401755350447,0
1,Homens,2040,Piauí,0.000370160123189446,1.61770092716381,0.00147933596678855,98829.120114444,146.201471951354,394968.184826699,0.998599475231814,7565099.25590333,76.5472691362926,1-4
5,Homens,2040,Piauí,0.000174351910217799,2.44374420526506,0.000871371191335049,98682.9186424926,85.9894523819239,493194.782176526,0.998963715271342,7170131.07107663,72.6582793629412,5-9
10,Homens,2040,Piauí,0.000286880455192324,2.87072887681862,0.00143352661157936,98596.9291901107,141.341321814049,492683.691955502,0.996980267210513,6676936.2889001,67.7195156456232,10-14
15,Homens,2040,Piauí,0.00103633231894707,2.87439926704612,0.00517027237018155,98455.5878682966,509.042205645426,491195.918856059,0.992916981351022,6184252.5969446,62.8126115626594,15-19
20,Homens,2040,Piauí,0.00174855568197817,2.63607002600645,0.0087067892171775,97946.5456626512,852.799927635351,487716.769002499,0.990462372114245,5693056.67808854,58.1241190240301,20-24
25,Homens,2040,Piauí,0.00202649873982168,2.54464702800402,0.0100823263650398,97093.7457350159,978.93083250463,483065.10794611,0.989489793014164,5205339.90908604,53.6114851649893,25-29
30,Homens,2040,Piauí,0.00221081415673557,2.55278079836382,0.0109945862584855,96114.8149025112,1056.74262316401,477987.993673962,0.987959707796905,4722274.80113993,49.1316016779485,30-34
35,Homens,2040,Piauí,0.00266916454499229,2.57432585370664,0.0132599707337779,95058.0722793472,1260.46725643349,472232.878560556,0.985409602141859,4244286.80746597,44.6494096260787,35-39
40,Homens,2040,Piauí,0.00324403066045336,2.58529074747604,0.0160940820670433,93797.6050229137,1509.58635293088,465342.812980663,0.981802248232227,3772053.92890541,40.2148213484123,40-44
45,Homens,2040,Piauí,0.00415204678323903,2.59327459538022,0.0205548328329372,92288.0186699828,1896.96479624446,456874.619983123,0.976879312965954,3306711.11592475,35.8303403148071,45-49
50,Homens,2040,Piauí,0.00529125317711829,2.6100810797145,0.026125886647009,90391.0538737384,2361.54642740899,446311.364880695,0.969125600665941,2849836.49594163,31.5278600459995,50-54
55,Homens,2040,Piauí,0.00742537454984716,2.62875019107565,0.0364844753420161,88029.5074463294,3211.71039379542,432531.769574039,0.956525443650078,2403525.13106093,27.303630348339,55-59
60,Homens,2040,Piauí,0.0105730654916019,2.63135177169864,0.0515737217289181,84817.797052534,4374.36946284724,413727.642784561,0.93775749596669,1970993.3614869,23.2379692703657,60-64
65,Homens,2040,Piauí,0.015504375693781,2.63255837596554,0.0747771311973784,80443.4275896867,6015.32873884081,387976.198309851,0.909190352440321,1557265.71870233,19.3585202093251,65-69
70,Homens,2040,Piauí,0.0233275190214456,2.64283523338819,0.110558344854776,74428.0988508459,8228.64741963721,352744.21647979,0.859309049444363,1169289.52039248,15.7103236337629,70-74
75,Homens,2040,Piauí,0.0388615992555199,2.63311169424016,0.17794081100614,66199.4514312087,11779.5840758308,303116.297360245,0.775902234941747,816545.303912693,12.3346234184615,75-79
80,Homens,2040,Piauí,0.0651821632970639,2.59227153978842,0.281700476224567,54419.8673553779,15330.1025500877,235188.612569081,0.641559217907111,513429.006552448,9.43458761484303,80-84
85,Homens,2040,Piauí,0.116132481502225,2.45696640387454,0.448274142122814,39089.7648052901,17522.930783874,150887.422340478,0.457708421914117,278240.393983367,7.11798588119702,85-89
90,Homens,2040,Piauí,0.169346924089779,5.90503787048327,1.0,21566.8340214161,21566.8340214161,127352.971642889,0.0,127352.971642889,5.90503787048327,90+
0,Ambos,2040,Piauí,0.0110956502423483,0.0784053826310087,0.0109833380157248,100000.0,1098.33380157249,98987.7814803964,0.988454057890056,7988445.52386628,79.8844552386628,0
1,Ambos,2040,Piauí,0.000381673733449512,1.56439252118099,0.00152527702498909,98901.6661984275,150.85243918559,395239.247464632,0.998612810444013,7889457.74238589,79.7707262742892,1-4
5,Ambos,2040,Piauí,0.000166987167507722,2.42005462292833,0.000834576287242941,98750.8137592419,82.4150875094056,493541.442372189,0.999008660241479,7494218.49492125,75.890194821001,5-9
10,Ambos,2040,Piauí,0.000265496484989008,2.78601812477416,0.00132670258332151,98668.3986717325,130.90361940999,493052.175117887,0.997807947040605,7000677.05254907,70.9515624738186,10-14
15,Ambos,2040,Piauí,0.00066080509462395,2.79728451110347,0.00329922323721263,98537.4950523225,325.097193413341,491971.378638284,0.995531562826578,6507624.87743118,66.0421180178742,15-19
20,Ambos,2040,Piauí,0.00111340181470439,2.63630970026642,0.00555239662550016,98212.3978589092,545.314186454081,489773.035441717,0.993941191692994,6015653.49879289,61.2514675329984,20-24
25,Ambos,2040,Piauí,0.00128546977141023,2.55530885164486,0.0064072136973962,97667.0836724551,625.773876290899,486805.594506035,0.993161100767405,5525880.46335118,56.5787392800962,25-29
30,Ambos,2040,Piauí,0.00147072755283373,2.56678208044782,0.00732741586907689,97041.3097961642,711.062033356415,483476.380099345,0.991919683938315,5039074.86884514,51.9271110358026,30-34
35,Ambos,2040,Piauí,0.00179747965864809,2.58531323817503,0.00894855841471497,96330.2477628078,862.016849209453,479569.738139783,0.989995413661367,4555598.4887458,47.2914644625742,35-39
40,Ambos,2040,Piauí,0.00225519298918179,2.60034727513244,0.0112152714854985,95468.2309135983,1070.70212793627,474771.841289168,0.987098989086349,4076028.75060601,42.6951323136483,40-44
45,Ambos,2040,Piauí,0.00297607210232212,2.60466377340504,0.0147750338266728,94397.5287856621,1394.72668096247,468646.804583202,0.983251673066116,3601256.90931685,38.1499066304354,45-49
50,Ambos,2040,Piauí,0.00383965448791418,2.61699773328328,0.0190242027847671,93002.8021046996,1769.30416679138,460797.754683523,0.977432225445805,3132610.10473364,33.6829647477401,50-54
55,Ambos,2040,Piauí,0.00542267919233729,2.63798196752411,0.0267705068341182,91233.4979379082,2442.36698004729,450398.574840746,0.967805960753427,2671812.35005012,29.2854314526941,55-59
60,Ambos,2040,Piauí,0.00786106915095244,2.64864171693861,0.0385920038212638,88791.1309578609,3426.6276652201,435898.425445722,0.952406628618565,2221413.77520937,25.0184196467058,60-64
65,Ambos,2040,Piauí,0.0119733212078975,2.65227474182144,0.058229763394505,85364.5032926408,4970.7548290199,415152.549798901,0.928379756649146,1785515.34976365,20.9163678214429,65-69
70,Ambos,2040,Piauí,0.0184041207676932,2.66688076598421,0.0882320088898095,80393.7484636209,7093.30192912731,385419.223154576,0.88469746628967,1370362.79996475,17.0456388233328,70-74
75,Ambos,2040,Piauí,0.0320645104950294,2.6655964741307,0.149157861832326,73300.4465344936,10933.3378764398,340979.410184187,0.806849529326124,984943.576810175,13.4370747161367,75-79
80,Ambos,2040,Piauí,0.0561531497608232,2.62334548771726,0.247707534367787,62367.1086580538,15448.8027113344,275119.076617011,0.679814121591804,643964.166625989,10.325381126079,80-84
85,Ambos,2040,Piauí,0.101630091260173,2.49778782360328,0.405126712348953,46918.3059467195,19007.8590371768,187029.833403541,0.492931210229778,368845.090008978,7.86143238905172,85-89
90,Ambos,2040,Piauí,0.153509927773069,6.51423666538546,1.0,27910.4469095426,27910.4469095426,181815.256605437,0.0,181815.256605437,6.51423666538546,90+
0,Mulheres,2041,Piauí,0.0101343339440512,0.0801221922466532,0.0100407307488845,100000.0,1004.07307488845,99076.3754610474,0.989354835567727,8328119.5392635,83.281195392635,0
1,Mulheres,2041,Piauí,0.000388109015190511,1.50765584095417,0.00155093583860672,98995.9269251115,153.536330944247,395601.042322816,0.998650749960105,8229043.16380245,83.1250680649473,1-4
5,Mulheres,2041,Piauí,0.000156772475526575,2.39204516417713,0.00078354202213969,98842.3905941673,77.4471665992751,494009.974258183,0.999056896754337,7833442.12147963,79.2518480622613,5-9
10,Mulheres,2041,Piauí,0.00023757932181677,2.60655650212271,0.00118722151612778,98764.943427568,117.255865876374,493544.07184807,0.998760124598902,7339432.14722145,74.3121181718088,10-14
15,Mulheres,2041,Piauí,0.000262078101634707,2.62902010005004,0.00130957676086302,98647.6875616917,129.186719143661,492932.138694028,0.998266077521751,6845888.07537338,69.3973497462081,15-19
20,Mulheres,2041,Piauí,0.000442490420473882,2.63445991262149,0.00221013868649257,98518.500842548,217.739550047365,492077.432578495,0.997628822139752,6352955.93667935,64.4849026563308,20-24
25,Mulheres,2041,Piauí,0.000501937214909815,2.59268750974816,0.00250665723116839,98300.7612925006,246.406314123204,490910.629464837,0.997051408582534,5860878.50410086,59.6219035034877,25-29
30,Mulheres,2041,Piauí,0.000693907200361355,2.61913923623165,0.00346381344798544,98054.3549783774,339.64199340764,489463.134596055,0.996061035676439,5369967.87463602,54.7652154340333,30-34
35,Mulheres,2041,Piauí,0.000895410657183847,2.6212987989829,0.00446753781277404,97714.7129849698,436.544175124698,487535.156771183,0.994719392055008,4880504.74003996,49.9464675375004,35-39
40,Mulheres,2041,Piauí,0.00125328900181388,2.64695788920038,0.00624801933888264,97278.1688098451,607.795879975005,484960.674748874,0.992378130329138,4392969.58326878,45.1588433151528,40-44
45,Mulheres,2041,Piauí,0.00183575882948837,2.63720241884094,0.00913915282965546,96670.3729298701,883.485312305871,481264.367690445,0.989380836060498,3908008.90851991,40.4261283998044,45-49
50,Mulheres,2041,Piauí,0.00246625423601406,2.63207247490468,0.0122596757611889,95786.8876175642,1174.31618436478,476153.742471699,0.985308902535288,3426744.54082946,35.7746725680343,50-54
55,Mulheres,2041,Piauí,0.00354688001834697,2.65371346151474,0.0175880325404992,94612.5714331994,1664.04898510741,469158.52143286,0.978441964993661,2950590.79835776,31.1860332476114,55-59
60,Mulheres,2041,Piauí,0.00534410407630183,2.67720901943752,0.0263928990768126,92948.522448092,2453.18097231135,459044.385604288,0.966104095969966,2481432.2769249,26.696844786432,60-64
65,Mulheres,2041,Piauí,0.00875927100648954,2.68520804947023,0.0429259923329766,90495.3414757807,3884.60233435946,443484.661164319,0.945634551514122,2022387.89132062,22.3479778996344,65-69
70,Mulheres,2041,Piauí,0.0141906778405707,2.70142822735489,0.0687121173289283,86610.7391414212,5951.20726983053,419374.418663513,0.906410295971779,1578903.2301563,18.2298782553767,70-74
75,Mulheres,2041,Piauí,0.026545890512665,2.70360622841642,0.125103185207585,80659.5318715907,10090.7643544887,380125.290943788,0.832253244694754,1159528.81149278,14.3755956002664,75-79
80,Mulheres,2041,Piauí,0.0491734606583961,2.6547915785442,0.220445127232426,70568.767517102,15556.5409339431,316360.506778505,0.709788602117759,779403.520548996,11.0445959022894,80-84
85,Mulheres,2041,Piauí,0.0912505606317657,2.53482259568036,0.372466829335767,55012.2265831589,20490.22961013,224549.081871581,0.515057834383224,463043.013770491,8.41709275429045,85-89
90,Mulheres,2041,Piauí,0.144750001386457,6.90846280084085,1.0,34521.9969730289,34521.9969730289,238493.931898911,0.0,238493.931898911,6.90846280084085,90+
0,Homens,2041,Piauí,0.0116277605513834,0.0755742959537359,0.0115041029404305,100000.0,1150.41029404305,98936.5311539872,0.987985452935961,7683571.53230216,76.8357153230216,0
1,Homens,2041,Piauí,0.000363656234898573,1.61831798385112,0.0014533661595217,98849.589705957,143.664648561244,395056.195313993,0.998624036905315,7584635.00114817,76.7290488884153,1-4
5,Homens,2041,Piauí,0.000171730996878843,2.44308421902862,0.000858278113019147,98705.9250573957,84.7171351020806,493313.010707317,0.998982283173097,7189578.80583418,72.8383711682309,5-9
10,Homens,2041,Piauí,0.000280985901372255,2.86902859943614,0.00140408877652492,98621.2079222936,138.472931171025,492810.95775539,0.997047624458569,6696265.79512686,67.8988418029014,10-14
15,Homens,2041,Piauí,0.00101239735615604,2.87378527949235,0.00505111388354687,98482.7349911226,497.447510003316,491355.994737164,0.993082625237831,6203454.83737147,62.9902778180425,15-19
20,Homens,2041,Piauí,0.0017071793935373,2.63593688416522,0.0085015855898273,97985.2874811193,833.030308064568,487957.101179929,0.990689481306002,5712098.8426343,58.2954746520998,20-24
25,Homens,2041,Piauí,0.0019776118416487,2.54465934814939,0.00984027766621262,97152.2571730547,956.005186482158,483413.967467524,0.989742136768514,5224141.74145437,53.7727263726745,25-29
30,Homens,2041,Piauí,0.00215757201148241,2.55295632943184,0.010731202816348,96196.2519865726,1032.30149024042,478455.173105052,0.988246732785471,4740727.77398685,49.2818345422499,30-34
35,Homens,2041,Piauí,0.00260558202809169,2.57468655005728,0.0129460991680603,95163.9504963321,1232.0019403499,472831.761605375,0.985749396306885,4262272.6008818,44.7887312228182,35-39
40,Homens,2041,Piauí,0.00316937618435606,2.58593529369935,0.0157265557980207,93931.9485559822,1477.22603018246,466093.623557219,0.982204113833237,3789440.83927643,40.3424063647308,40-44
45,Homens,2041,Piauí,0.00406266535314479,2.59418486077825,0.0201167056459511,92454.7225257998,1859.88443862961,457799.074489341,0.977349316061997,3323347.21571921,35.9456729188908,45-49
50,Homens,2041,Piauí,0.00518748382003067,2.61116020302765,0.025619935127143,90594.8380871702,2321.03387464731,447429.612345972,0.96968672445135,2865548.14122987,31.6303688127644,50-54
55,Homens,2041,Piauí,0.00729568488600683,2.62981750926597,0.0358583579544085,88273.8042125229,3165.35366945002,433866.555218303,0.957233523984154,2418118.52888389,27.393387545213,55-59
60,Homens,2041,Piauí,0.0104054495058428,2.63262023675741,0.0507764384854812,85108.4505430728,4321.50400359495,415311.611590482,0.938628835571876,1984251.97366559,23.3143942934477,60-64
65,Homens,2041,Piauí,0.0153009465633011,2.63418874643709,0.0738320743658369,80786.9465394779,5964.66784469162,389823.454386653,0.910183186879355,1568940.36207511,19.4207162082604,65-69
70,Homens,2041,Piauí,0.0230910502730679,2.64423895304042,0.109498843148629,74822.2786947863,8192.95295882337,354810.754033963,0.860532358639008,1179116.90768845,15.7589013360351,70-74
75,Homens,2041,Piauí,0.038519791367074,2.63453282795396,0.176515354023493,66629.3257359629,11761.0990206301,305326.135039331,0.777404297132464,824306.153654492,12.3715217668723,75-79
80,Homens,2041,Piauí,0.0647413820675124,2.5936122028042,0.280073461466147,54868.2267153328,15367.1341806726,237361.849406423,0.643577246257087,518980.018615161,9.45866213806638,80-84
85,Homens,2041,Piauí,0.115344645601193,2.46058714782303,0.446066829788563,39501.0925346602,17620.1271201206,152760.685407475,0.457560974007158,281618.169208738,7.12937671183732,85-89
90,Homens,2041,Piauí,0.169807486294601,5.88902186718133,1.0,21880.9654145397,21880.9654145397,128857.483801263,0.0,128857.483801263,5.88902186718133,90+
0,Ambos,2041,Piauí,0.0108987342866871,0.07783859024908,0.0107902876639903,100000.0,1079.02876639903,99004.9613116157,0.988654548167194,8004893.47576482,80.0489347576482,0
1,Ambos,2041,Piauí,0.000375592445710717,1.56484387462724,0.00150099693165579,98920.971233601,148.480074298059,395322.312771981,0.998635850449726,7905888.51445321,79.9212585143702,1-4
5,Ambos,2041,Piauí,0.000164432032923398,2.41884982057542,0.000821811368336759,98772.4911593029,81.1723561136605,493652.937754967,0.999027190742468,7510566.20168122,76.0390480540577,5-9
10,Ambos,2041,Piauí,0.00025982853187791197,2.7845664561974,0.00129839526043166,98691.3188031892,128.140340579805,493172.707607111,0.997856056655829,7016913.26392626,71.0995997319625,10-14
15,Ambos,2041,Piauí,0.000646138958168043,2.79693611722517,0.0032261024810531,98563.1784626094,317.974914578706,492115.37326311,0.99563297248755,6523740.55631915,66.1884149646611,15-19
20,Ambos,2041,Piauí,0.00108765216274418,2.63615056349916,0.00542431465149373,98245.2035480307,532.912897044574,489966.291888771,0.994081414391101,6031625.18305604,61.3935842690504,20-24
25,Ambos,2041,Piauí,0.00125565648773836,2.55543167974912,0.00625906998508324,97712.2906509862,611.588065587319,487066.384444753,0.993317973600222,5541658.89116726,56.7140413375555,25-29
30,Ambos,2041,Piauí,0.0014371328058217,2.56692860698483,0.00716062585023186,97100.7025853988,695.301801008682,483811.794005448,0.992104143211797,5054592.50672251,52.0551589446746,30-34
35,Ambos,2041,Piauí,0.00175643673636005,2.58583935757401,0.00874510164853159,96405.4007843902,843.075029326908,479991.685367538,0.990212445641573,4570780.71271706,47.4120814345202,35-39
40,Ambos,2041,Piauí,0.00220834486560129,2.60112599696728,0.0109835385810835,95562.3257550633,1049.61249182881,475293.74065541,0.987356858127944,4090789.02734953,42.8075498898454,40-44
45,Ambos,2041,Piauí,0.00291764098902982,2.60515427220931,0.0144869800684792,94512.7132632344,1369.20379326236,469284.534461403,0.98357302103953,3615495.28669412,38.2540629917621,45-49
50,Ambos,2041,Piauí,0.00376655285777842,2.6175878582267,0.0186652718219662,93143.5094699721,1738.54892270891,461575.607287332,0.977840115257019,3146210.75223271,33.7780997316512,50-54
55,Ambos,2041,Piauí,0.0053273965003331,2.63874176500133,0.0263060690193407,91404.9605472632,2404.50520086641,451347.145029673,0.968345596894357,2684635.14494538,29.3707817264165,55-59
60,Ambos,2041,Piauí,0.00773220952077248,2.64983044846923,0.0379710377769698,89000.4553463968,3379.43965212554,437060.020560323,0.953093594761871,2233287.99991571,25.0929952124804,60-64
65,Ambos,2041,Piauí,0.0118150117510489,2.65404475587349,0.0574818074036637,85621.0156942712,4921.65073384417,416559.106122535,0.929147924183019,1796227.97935539,20.9788212016687,65-69
