Local,Sexo,faixa_etaria,RMSE,MAPE,MAE
Amapá,Homens,5-9,0.0003728532251685,150.93917499250784,0.0003720310803681
Amapá,Homens,10-14,0.0003589259643764,120.86047297485334,0.0003586647788363
Amapá,Homens,15-19,0.0021098276950864,101.55488225201306,0.0020895681202561
Amapá,Homens,20-24,0.0027082872996219,103.853309155317,0.002665136304793
Amapá,Homens,25-29,0.002103763112462,95.5983317514449,0.0020918983425796
Amapá,Homens,30-34,0.0008509165246058,20.218576135590336,0.0007271948467544
Amapá,Homens,35-39,0.0016089620885825,66.81666607973413,0.0015638259215892
Amapá,Homens,40-44,0.0020090528662937,76.2327058360438,0.0019950410151249
Amapá,Homens,45-49,0.0024106114882189,62.46414004735672,0.0023939978028988
Amapá,Homens,50-54,0.0017202313450133,18.02426063072309,0.0014919299975022
Amapá,Homens,55-59,0.0052667391539776,58.49854828307943,0.0052629702634685
Amapá,Homens,60-64,0.0059846345346679,43.91959541296869,0.0059449806690353
Amapá,Homens,65-69,0.0081317273035834,40.11138361503378,0.0081107752861403
Amapá,Homens,70-74,0.007393087916389,24.7468073860869,0.0073567152663481
Amapá,Homens,75-79,0.0026104742282796,4.303120585658789,0.0022965826269072
Amapá,Homens,80-84,0.0044972175013294,4.831070942338872,0.0040537460554961
Amapá,Homens,85-89,0.0024355433178305,1.6165377906068228,0.0022456319958154
Amapá,Homens,90+,0.0139196517912717,5.051917187338288,0.0122214003038943
Amazonas,Ambos,0,0.0058419501271663,42.79701901080439,0.0057754865820299
Amazonas,Ambos,1-4,0.0005864478581291,109.10103344921708,0.0005856754930032
Amazonas,Ambos,5-9,0.0002583888374986,137.3537382655188,0.0002577815075453
Amazonas,Ambos,10-14,0.0003116087046057,142.05014551687017,0.0003109695664817
Amazonas,Ambos,15-19,8.977702651048054e-05,6.548182547436598,8.41471041353244e-05
Amazonas,Ambos,20-24,9.335292481594526e-05,3.7876571603313143,7.764157446006362e-05
Amazonas,Ambos,25-29,8.33555798443529e-05,3.4489764838990347,6.954151905369253e-05
Amazonas,Ambos,30-34,0.0001694896387089,7.35891404113693,0.0001550061767385
Amazonas,Ambos,35-39,0.0014472500283209,93.44041751188384,0.001443897786128
Amazonas,Ambos,40-44,0.001515559601347,78.25713625073921,0.0015116502803659
Amazonas,Ambos,45-49,0.001988763230045,74.23083975264227,0.0019868634335884
Amazonas,Ambos,50-54,0.002674326703539,65.70689230353908,0.0026691248896562
Amazonas,Ambos,55-59,0.0001640926862482,1.809411291862352,0.0001456714433955
Amazonas,Ambos,60-64,0.0047524460807825,47.82264614429231,0.0047475585934218
Amazonas,Ambos,65-69,0.0005432525417632,2.5634394434231167,0.0004750998850054
Amazonas,Ambos,70-74,0.0079777398818117,35.90007009317014,0.0079740601467052
Amazonas,Ambos,75-79,0.0100745195743137,26.1084055431155,0.0100667474816169
Amazonas,Ambos,80-84,0.0119785597154796,18.1449823266933,0.0119690177859218
Amazonas,Ambos,85-89,0.0054941759508612,3.971460842587297,0.00487856645813
Amazonas,Ambos,90+,0.0047927831006876,2.331609943689956,0.0045219449383173
Amazonas,Mulheres,0,0.0040235028829025,31.543963533420428,0.0039828935964086
Amazonas,Mulheres,1-4,0.0005560446165828,111.58474738178644,0.0005553254001955
Amazonas,Mulheres,5-9,0.0002277026685613,144.31537699466966,0.0002271152807738
Amazonas,Mulheres,10-14,0.0002698440311315,155.1226284171092,0.000268880022213
Amazonas,Mulheres,15-19,2.130945604352425e-05,2.2951525308179725,1.3812806246517796e-05
Amazonas,Mulheres,20-24,0.0004761353789831,123.40293557314276,0.0004757167571962
Amazonas,Mulheres,25-29,0.0006031924823785,122.60083363547982,0.0006028447711927
Amazonas,Mulheres,30-34,0.0006847662032814,106.09126210781446,0.0006827423774088
Amazonas,Mulheres,35-39,0.0009263646593086,103.161507624691,0.0009218945131723
Amazonas,Mulheres,40-44,0.0012121766493026,90.52085479208802,0.0012096173590731
Amazonas,Mulheres,45-49,0.001569463300968,82.84902044843328,0.0015688116516549
Amazonas,Mulheres,50-54,0.0020819590704737,70.51184772863374,0.002075876943132
Amazonas,Mulheres,55-59,0.0001670170563651,2.42597956919808,0.0001430900531015
Amazonas,Mulheres,60-64,0.003765042351249,50.43031068296511,0.0037470673564889
Amazonas,Mulheres,65-69,0.0059627690802007,51.77011329076247,0.0059441989298933
Amazonas,Mulheres,70-74,0.00684656797082,39.8224195064563,0.0068460876233673
Amazonas,Mulheres,75-79,0.0003449021757939,0.8600580286422274,0.0003150843539915
Amazonas,Mulheres,80-84,0.0114007889629144,19.64636896668012,0.0113721138443731
Amazonas,Mulheres,85-89,0.0037161485724935,2.8189420394079976,0.0031931552542842
Amazonas,Mulheres,90+,0.0038269665011221,2.025394804104525,0.0036912775740052
Amazonas,Homens,0,0.0060981681895757,39.42480041700792,0.0059694592905802
Amazonas,Homens,1-4,0.0005891357573805,99.84265729088268,0.0005876904167928
Amazonas,Homens,5-9,0.0002916320441576,134.46263859003577,0.0002899141378497
Amazonas,Homens,10-14,0.0003560451159123,134.18018536793787,0.0003522096775689
Amazonas,Homens,15-19,0.0001701840010473,8.389861354049557,0.0001633008874314
Amazonas,Homens,20-24,0.0022065016778268,94.73999901044216,0.0022039406538708
Amazonas,Homens,25-29,0.0001636269433752,4.270248015923562,0.0001380915662501
Amazonas,Homens,30-34,0.0001136437056717,3.078871542950836,9.623073817661646e-05
Amazonas,Homens,35-39,0.0019182111972695,86.06108931484478,0.0019152686674402
Amazonas,Homens,40-44,0.0017719164268626,69.12521038142978,0.0017655974650247
Amazonas,Homens,45-49,0.0023561494467039,67.53980409898494,0.0023515464950429
Amazonas,Homens,50-54,0.003183453509753,60.92451294512902,0.0031778760765001
Amazonas,Homens,55-59,0.0003532548691203,3.109217562564384,0.0003165068666686
Amazonas,Homens,60-64,0.0055313492259339,43.84476023943791,0.0055214887558271
Amazonas,Homens,65-69,0.000445419793425,1.5822954010885726,0.0003680256652556
Amazonas,Homens,70-74,0.008843561697902,31.815590396756026,0.0088342987289248
Amazonas,Homens,75-79,0.0096270095112688,20.55404647121233,0.0096057321607068
Amazonas,Homens,80-84,0.0123165019464245,16.08834462358518,0.012284139686741
Amazonas,Homens,85-89,0.0082824849796033,5.60447260989276,0.0076274692023076
Amazonas,Homens,90+,0.0075427742680974,2.797727449828665,0.0059870856759887
Bahia,Ambos,0,0.0043356824694642,32.16066737317674,0.0043121043336191
Bahia,Ambos,1-4,0.0004027204164166,117.08120201355922,0.0004025274761959
Bahia,Ambos,5-9,0.0002160038344266,153.1736746972584,0.0002159567768535
Bahia,Ambos,10-14,4.013052239426531e-05,9.28763900912372,3.5211329823450844e-05
Bahia,Ambos,15-19,0.00029595275069,17.76466385875219,0.0002846031215271
Bahia,Ambos,20-24,0.0017825626021846,116.24369536977235,0.0017808979993966
Bahia,Ambos,25-29,4.3677160516704206e-05,1.6525364214188945,3.44413409034728e-05
Bahia,Ambos,30-34,0.0014025193824526,99.3596178251644,0.0014014992999169
Bahia,Ambos,35-39,0.0015169350933339,89.75469848062559,0.0015136359132248
Bahia,Ambos,40-44,0.0018766316808712,83.93327961633499,0.0018746772407348
Bahia,Ambos,45-49,0.0022955501928027,74.03763080578125,0.0022906054955207
Bahia,Ambos,50-54,0.0030225262671565,67.87151953343592,0.0030221347990325
Bahia,Ambos,55-59,0.0037345877293301,56.95645164845266,0.0037282309864399
Bahia,Ambos,60-64,0.0048142059486407,50.05048287610341,0.0048111003897912
Bahia,Ambos,65-69,0.0006033471228703,3.467409165888037,0.0005889524463583
Bahia,Ambos,70-74,0.0075114395732506,36.46783440659114,0.0075078352429613
Bahia,Ambos,75-79,0.0097241002701708,27.395867740678604,0.0097205038491131
Bahia,Ambos,80-84,0.0122630629950476,20.0302541561366,0.0122603181478772
Bahia,Ambos,85-89,0.0031101731068822,2.508037911937715,0.0028311044219094
Bahia,Ambos,90+,0.0166420568840599,8.578948568122543,0.0155648486683001
Bahia,Mulheres,0,0.0045395119169927,38.29875194604232,0.0045235608955578
Bahia,Mulheres,1-4,0.0003871601738333,118.53907403035032,0.0003862655678755
Bahia,Mulheres,5-9,0.0001870439852934,151.86179472839416,0.0001869671059083
Bahia,Mulheres,10-14,0.000221650825721,145.83052792707178,0.0002216387911495
Bahia,Mulheres,15-19,0.0004025881275425,138.740902693568,0.000402544192549
Bahia,Mulheres,20-24,0.0004758836685196,130.97745138076613,0.0004757103688413
Bahia,Mulheres,25-29,0.0005571039482699,125.19576622508706,0.0005569949340983
Bahia,Mulheres,30-34,0.0006929098188262,110.90890991797812,0.0006923519321394
Bahia,Mulheres,35-39,0.0009504260541316,104.37493041453564,0.0009491272875851
Bahia,Mulheres,40-44,0.0013478566596,94.73264472458446,0.0013472447301594
Bahia,Mulheres,45-49,0.0016988758302299,83.5914820729838,0.0016940070671923
Bahia,Mulheres,50-54,0.0022772179198714,75.25280556557126,0.0022770864207558
Bahia,Mulheres,55-59,0.0002220259626892,3.0623082683591973,0.0001831033423024
Bahia,Mulheres,60-64,0.0038268068723717,55.38511743471904,0.0038261972586232
Bahia,Mulheres,65-69,0.0053075852070882,49.56233414090658,0.0053068160159229
Bahia,Mulheres,70-74,0.0063913226878244,41.18594152026108,0.0063889902287337
Bahia,Mulheres,75-79,0.0008581746689959,2.107042237212221,0.0007068797901687
Bahia,Mulheres,80-84,0.0114458167287884,21.545408257625198,0.0114421331569167
Bahia,Mulheres,85-89,0.004059048306449,3.5039242844330394,0.0036222702111599
Bahia,Mulheres,90+,0.009685672859481,5.468840159640786,0.0092483437109137
Bahia,Homens,0,0.0039732750628468,25.81913713050036,0.0038947180270138
Bahia,Homens,1-4,0.0004120668778451,113.21510352957556,0.0004119633329541
Bahia,Homens,5-9,0.0002367770357582,146.68327647272642,0.0002367589864189
Bahia,Homens,10-14,5.688802949181452e-05,10.292195393925322,4.898461776580885e-05
Bahia,Homens,15-19,0.0022556326883262,120.97124557762682,0.0022492296862825
Bahia,Homens,20-24,0.0030070466925011,107.6965464952905,0.0030036293320909
Bahia,Homens,25-29,9.395672847747696e-05,2.568391397241365,9.037564883165334e-05
Bahia,Homens,30-34,0.0001099093108595,2.8725823981497,9.586296003612527e-05
Bahia,Homens,35-39,0.002071214083598,81.63965851368381,0.0020662124024409
Bahia,Homens,40-44,0.0023432734934572,74.262588683643,0.002338037771776
Bahia,Homens,45-49,0.0028276768372098,65.40725509135994,0.0028197462045793
Bahia,Homens,50-54,0.0037405781133068,61.67414033785671,0.003739699090159
Bahia,Homens,55-59,0.0046290819255247,52.95999008669041,0.0046230951455461
Bahia,Homens,60-64,0.0008993263319482,4.718890085034163,0.0007521977121264
Bahia,Homens,65-69,0.0076858058135899,42.60528659558586,0.0076849650429045
Bahia,Homens,70-74,0.0088999514156764,33.505816648338474,0.0088976328462411
Bahia,Homens,75-79,0.0006697914638272,1.1186227771941089,0.0005514921331367
Bahia,Homens,80-84,0.0140157087142838,19.323816551273072,0.0140004991928678
Bahia,Homens,85-89,0.001372333140094,0.8832369092882342,0.0011230221148261
Bahia,Homens,90+,0.0329695748476474,15.291154266357204,0.0308188387024262
Brasil,Ambos,0,0.0008097217082366,5.918389113956215,0.0007653229981307
Brasil,Ambos,1-4,0.000402699506011,127.13017797715776,0.0004026807846486
Brasil,Ambos,5-9,0.0001949617061233,150.49125476615984,0.0001949162788742
Brasil,Ambos,10-14,0.0002560944633596,144.19595017532097,0.0002557650943531
Brasil,Ambos,15-19,9.18546884149452e-05,5.369505907960794,6.42646046717175e-05
Brasil,Ambos,20-24,7.46412817187756e-05,3.5066765329007765,5.771086337108609e-05
Brasil,Ambos,25-29,0.0011127707829921,105.1098458956066,0.0011107488858874
Brasil,Ambos,30-34,0.0011738277538829,101.33608271876176,0.0011726514429564
Brasil,Ambos,35-39,0.0013651340972737,94.8092419791602,0.0013637906540661
Brasil,Ambos,40-44,0.0016881267826954,85.58990073274485,0.0016863251152252
Brasil,Ambos,45-49,0.0022163618251678,77.69471689685162,0.002214291283093
Brasil,Ambos,50-54,0.0029565123146062,69.09316455687267,0.0029550977228387
Brasil,Ambos,55-59,0.0038175572104085,58.721411701022994,0.0038144630822431
Brasil,Ambos,60-64,0.0051045689784115,51.06552849788284,0.0051035558483859
Brasil,Ambos,65-69,0.0067617608109096,44.59277079758903,0.0067614481993392
Brasil,Ambos,70-74,0.0076714790390673,33.659711444445385,0.0076637331317379
Brasil,Ambos,75-79,0.0098846352758215,25.7702820612162,0.0098788994833895
Brasil,Ambos,80-84,0.011984967740014,18.386374020736035,0.0119814441268895
Brasil,Ambos,85-89,0.0038766263675959,2.80599984869174,0.0033740524955864
Brasil,Ambos,90+,0.0055794584110159,2.77085015444712,0.0054177889834289
Brasil,Mulheres,0,0.0041518887247317,43.95379662775444,0.0041394474313943
Brasil,Mulheres,1-4,0.0003744335265963,127.72390206936696,0.0003742635172983
Brasil,Mulheres,5-9,0.0001761142116925,155.60372816054078,0.0001760668197109
Brasil,Mulheres,10-14,0.0002099634305146,152.07806988969008,0.0002099219595872
Brasil,Mulheres,15-19,0.0003728323530453,138.57877671170897,0.0003726457417701
Brasil,Mulheres,20-24,0.0004529079122041,135.2952764848638,0.0004528956735091
Brasil,Mulheres,25-29,0.0005159602430399,127.56096805375216,0.0005157800248035
Brasil,Mulheres,30-34,0.000667049495769,119.77115274240582,0.0006668435547399
Brasil,Mulheres,35-39,0.0008956109589207,108.85691613728478,0.0008949790692521
Brasil,Mulheres,40-44,0.0012262675820661,99.3964635898664,0.0012257806471932
Brasil,Mulheres,45-49,0.0016746267306064,89.00778396948998,0.0016740137355826
Brasil,Mulheres,50-54,0.0022509881674102,77.71852172929424,0.0022497395199561
Brasil,Mulheres,55-59,0.0030038600069767,66.58704886309465,0.0030020953825006
Brasil,Mulheres,60-64,0.0041973380005439,58.93149221785243,0.0041972921553939
Brasil,Mulheres,65-69,0.0056178729562176,49.3788352769727,0.0056175431942724
Brasil,Mulheres,70-74,0.0068428023276008,39.82309340078993,0.0068396698734286
Brasil,Mulheres,75-79,0.0091279726218037,29.046060701540288,0.0091210971345171
Brasil,Mulheres,80-84,0.0114862860532021,20.133710235013275,0.0114814362250244
Brasil,Mulheres,85-89,0.0047177757159664,3.663221558322892,0.0040870322174527
Brasil,Mulheres,90+,0.0037661614834637,1.9796556229981097,0.003715239970692
Brasil,Homens,0,0.0039933023933639,34.30681543785306,0.0039884954510119
Brasil,Homens,1-4,0.0004281180712336,125.85014963952275,0.0004280262330995
Brasil,Homens,5-9,0.0002130105860159,146.16236570324048,0.0002129534625053
Brasil,Homens,10-14,0.0002994103328859,138.08992068335655,0.0002986403314674
Brasil,Homens,15-19,0.0001580180025881,6.167228652582377,0.000118546766849
