regiao,faixa_etaria,taxa,RMSE_LC,RMSE_LM,MAE_LC,MAE_LM,SMAPE_LC,SMAPE_LM
Amazonas,70-74,Homens,0.01230709245725518,0.011972410808549185,0.012302137807260236,0.011967071148503317,32.393781346487884,31.374852499264243
Amazonas,75-79,Homens,0.014207284173253794,0.013795167763712637,0.01420274005992436,0.013789899089220077,24.03174269471101,23.25306827281758
Amazonas,80-84,Homens,0.016351876657545294,0.015870920431521652,0.01633754103519142,0.015855006249616884,18.020679956209474,17.44261733676262
Amazonas,85-89,Homens,0.005287676308718693,0.005118055926649473,0.005068726523512292,0.004888914681215953,3.592607520616087,3.4628488777506954
Amazonas,90+,Homens,0.019584156242635896,0.01899160263518821,0.019571948113786083,0.018979970249224418,9.542456663460992,9.267188002573928
Roraima,0,Homens,0.005496836520233817,0.00516046221207986,0.005263470142052518,0.005020495119517292,26.186887917220876,24.876039574943583
Roraima,1-4,Homens,3.1708385074213967e-4,2.963315023350457e-4,2.282152570402816e-4,2.055758259379338e-4,20.065206425020733,17.684512099744403
Roraima,5-9,Homens,4.583885398972153e-4,4.2749003700108193e-4,4.4621275073032846e-4,4.1465271174716094e-4,91.46843493513613,82.1440446139449
Roraima,10-14,Homens,2.2713975704178363e-4,2.053277248447955e-4,2.1689767534327218e-4,1.9388016098248907e-4,40.76006702333925,35.60124095783783
Roraima,15-19,Homens,0.0013243150473984404,0.001224602922181005,0.0012772551038771915,0.0011740897083068768,60.964960466585595,54.551972211322195
Roraima,20-24,Homens,0.00271894905526539,0.002522041204333319,0.0027164199508881316,0.002519497232668508,84.26096011304884,75.8368348388117
Roraima,25-29,Homens,0.001978688704694079,0.0018184267284826426,0.0019477988316989174,0.0017852490475763303,55.46957433531505,49.62798651601575
Roraima,30-34,Homens,0.0025106930224427135,0.0023319099816276226,0.0024072271862891226,0.0022212449692891752,62.153303929847056,55.83348263787427
Roraima,35-39,Homens,0.00248163583025733,0.0022806133602194683,0.0024709150771221296,0.002268926700299906,59.705762733257195,53.508366665118544
Roraima,40-44,Homens,0.003406098103782763,0.003125636481861611,0.00337905942786503,0.003097271225377716,70.30404942497806,62.554544807268876
Roraima,45-49,Homens,0.003984796070416722,0.003663917514462337,0.0039556463938116675,0.0036313299971468716,62.29279836347348,55.75779775749654
Roraima,50-54,Homens,0.005049306779219056,0.004595769276313445,0.0050199169416512476,0.004562891728509141,58.65365860290221,51.92086012487815
Roraima,55-59,Homens,0.006005363224768621,0.005477016129056407,0.005994669331137207,0.005465051291776159,48.878309246974425,43.6193618202415
Roraima,60-64,Homens,0.008487699138133352,0.007757946100535078,0.0084220953103265,0.007687439743792677,51.88624273893534,46.28054690256838
Roraima,65-69,Homens,0.005764893457063978,0.00514169149507327,0.005496541612667819,0.004839462760353887,22.961490593528858,19.922725423944694
Roraima,70-74,Homens,0.013870560002756159,0.012457183406919045,0.013865655171625312,0.012451887154582923,39.825397266360234,35.05177573761179
Roraima,75-79,Homens,0.0184484046880955,0.0164871822796301,0.018387579937513318,0.016418460547277865,33.437485214127335,29.333501351288216
Roraima,80-84,Homens,0.005844088236339841,0.004917891594239831,0.005710289913823333,0.004761208171044452,6.916999433188047,5.733945266952614
