regiao,faixa_etaria,taxa,RMSE_LC,RMSE_LM,MAE_LC,MAE_LM,SMAPE_LC,SMAPE_LM
Pernambuco,40-44,Homens,0.0016997284706478063,0.0017870826175465499,0.0016880150537443394,0.0017760983066569735,28.508050390852873,30.227771863055708
Pernambuco,45-49,Homens,0.0018944485423445362,0.001986912675536167,0.0018776718822323005,0.0019711547594846723,24.594168326525967,25.983785165134666
Pernambuco,50-54,Homens,0.002550768167792995,0.0026736748590246474,0.0025077098807227602,0.0026330761359453607,23.859816544371093,25.212143365401722
Pernambuco,55-59,Homens,0.0033048168346895006,0.003468907862021862,0.0032757247775773634,0.0034416140231646967,23.433948729794835,24.773176614263733
Pernambuco,60-64,Homens,0.004255964788292064,0.00446147347696517,0.00425067529831632,0.004456652952240029,21.456469258825933,22.615209679021852
Pernambuco,65-69,Homens,0.006153484264893647,0.0064793743034729364,0.0061511258743065615,0.006477049790297605,21.58394609062499,22.858658351671746
Pernambuco,70-74,Homens,0.007563210480359349,0.00794835836873944,0.007554211305845177,0.007940222124751307,19.164369195663664,20.244006127851637
Pernambuco,75-79,Homens,0.010831148259431038,0.011386389894443159,0.010807484139907593,0.011363219443506215,17.74839610449941,18.74673956581087
Pernambuco,80-84,Homens,0.010116969612391061,0.010637891943115688,0.009735634611375589,0.010280144290899018,10.467796297616466,11.0895647293107
Pernambuco,85-89,Homens,0.009629783574288507,0.009963967835138957,0.00961308102620051,0.009948427229399565,6.60604404572932,6.844467481738819
Pernambuco,90+,Homens,0.016124440009856963,0.017046375388345043,0.016087348652730454,0.017009466462437332,7.787684675387052,8.252494822609194
Alagoas,0,Homens,0.03887278161892747,0.04731078823443496,0.038548789231249575,0.047002429740423304,112.98964912152715,157.67946828946543
Alagoas,1-4,Homens,0.0012350212954140123,0.0015434994946564528,0.001219251898499185,0.001529224984151696,101.41443045275933,146.7570614086803
Alagoas,5-9,Homens,1.6475838109277229e-4,2.4507496542828936e-4,1.6167665930553896e-4,2.4314133865855543e-4,35.21491394559023,58.34845491962353
Alagoas,10-14,Homens,3.986819430896753e-5,4.652538457887337e-5,3.163148688499189e-5,3.228794591361039e-5,5.3922336772658195,5.4919114034213035
Alagoas,15-19,Homens,0.002105129948802168,0.004715396548866046,0.002101881858138265,0.004695445601958239,66.72158158453566,105.42524825844714
Alagoas,20-24,Homens,0.0019628248254023118,0.003896249063334561,0.001962556420109859,0.003892239323488343,43.994785823071254,71.63441112919993
Alagoas,25-29,Homens,0.001313359777400311,0.002466775776898259,0.0013098024079136214,0.0024642042017412203,31.03548053143338,51.28773302056984
Alagoas,30-34,Homens,4.8660117791422163e-4,8.225266743116086e-4,4.8608037972605773e-4,8.216619027506386e-4,11.190715990059207,18.208580744943216
Alagoas,35-39,Homens,5.052875140883126e-4,7.949370225929315e-4,4.999749072955202e-4,7.91081952811191e-4,10.145629802634415,16.549514308289403
Alagoas,40-44,Homens,6.009774806793101e-4,0.00090925234908409815,5.977689273461953e-4,9.068096105813567e-4,10.019685324736082,15.608575329524166
Alagoas,45-49,Homens,0.0013915119036895115,0.002183826077504515,0.0013742626833197795,0.0021757847523376744,17.52252663618955,29.292762732974055
Alagoas,50-54,Homens,0.0014851524387545958,0.0023362150973163893,0.0014315146026374825,0.0022960362866674103,13.452549240582446,22.52070491172641
Alagoas,55-59,Homens,0.0026941319268377994,0.004146478066438498,0.002683859438684431,0.004138272742207788,18.31747778157884,29.73171424953163
Alagoas,60-64,Homens,0.0028480384367923248,0.004502345740239511,0.0028313201289538485,0.004495760169479833,14.254860014767912,23.647344750419926
Alagoas,65-69,Homens,0.005319346439570176,0.0081308465190291,0.0052961516134407026,0.008121656127572959,18.26636490253137,29.475035616198596
Alagoas,70-74,Homens,0.0064197516071798555,0.009962826492881138,0.006411345214637704,0.0099521636202758,16.048815617314894,26.07203665645223
Alagoas,75-79,Homens,0.008674803891874954,0.013516594265271725,0.008642662996949503,0.01348548578297193,14.128492351940173,22.958832979727777
Alagoas,80-84,Homens,0.007983345482517614,0.012110374491486565,0.007731713498789369,0.0119807822375727,8.385254321271645,13.321957424301841
Alagoas,85-89,Homens,0.0048884176704801436,0.005794839200170771,0.004815497118611449,0.005726959418146084,3.4518542670403343,4.118979216196154
Alagoas,90+,Homens,0.007507913986498324,0.014588376937165921,0.007483857078864745,0.014559130578124566,3.730581540794912,7.130852697546236
Sergipe,0,Homens,0.0289555769077144,0.027559611531951456,0.02865625239570523,0.02724176192195865,89.59389450267399,83.24389940866465
Sergipe,1-4,Homens,0.0012962010349468994,0.0012402120776281427,0.001272762282427733,0.0012153812955685843,101.25761011089469,94.34968150813238
Sergipe,5-9,Homens,1.652305651210437e-4,1.5374534473872124e-4,1.598480957625317e-4,1.47689027266365e-4,37.03634776777896,33.67746145929859
Sergipe,10-14,Homens,1.3431331377614892e-4,1.2536400759189165e-4,1.3239247015560564e-4,1.2324299128271344e-4,27.425257405415483,25.276182434332522
Sergipe,15-19,Homens,4.5006055215078404e-4,3.925931589428133e-4,4.245413375814611e-4,3.6602488538000483e-4,21.648342177805045,18.97026426813686
Sergipe,20-24,Homens,2.645236045661468e-4,2.291699123507908e-4,2.2514751225196272e-4,1.8536531332502982e-4,7.139102405314262,5.925836976730263
Sergipe,25-29,Homens,1.3490061722425519e-4,1.4295195004584326e-4,1.2893257491688266e-4,1.3568449601353446e-4,3.6087999204197585,3.8016958267128316
Sergipe,30-34,Homens,3.4478402672633176e-4,3.345295716473716e-4,3.2491529706001304e-4,3.136073367661147e-4,8.40073873523457,8.094574521603587
Sergipe,35-39,Homens,5.850913396581732e-4,5.65683140218807e-4,5.543485422256182e-4,5.330948368637879e-4,12.241327229408592,11.740062157495037
Sergipe,40-44,Homens,8.119407738088503e-4,7.690109963147231e-4,8.02489625360313e-4,7.584179678452379e-4,14.646884067322343,13.784081361367218
Sergipe,45-49,Homens,8.614603577239535e-4,8.03966259940294e-4,7.922267104877668e-4,7.265212956404571e-4,11.359054698286899,10.353821483583733
Sergipe,50-54,Homens,0.0018793672114759085,0.001736246755528277,0.0018746066998716901,0.0017318672929791455,19.002032014044843,17.427461731923717
Sergipe,55-59,Homens,0.002615931127029484,0.002444368795708857,0.0025475357109903604,0.00236677444415406,19.28553711193117,17.781621370108745
Sergipe,60-64,Homens,0.002832552606276268,0.0026171923093134737,0.0028253804167003597,0.00261081708277502,15.259778253837302,14.01878372061941
Sergipe,65-69,Homens,0.004124087105183175,0.0038650173461203872,0.003971211867195258,0.0036932882409723145,14.708642150372473,13.598976713184777
Sergipe,70-74,Homens,0.004638650437333773,0.004346746443597051,0.0046207871232871855,0.004325345076793314,12.556168767068371,11.704822496845143
Sergipe,75-79,Homens,0.007263011661160616,0.006796720536869985,0.007219655480413187,0.0067520851410168715,12.494788039482776,11.63745325177338
Sergipe,80-84,Homens,0.007185601637683226,0.006754746969334399,0.007064535231141356,0.006617375870675117,7.960078441923568,7.436101714273609
Sergipe,85-89,Homens,0.005954152595851754,0.005743539409965742,0.00573938432330727,0.0055243134042479575,4.082349342548743,3.926142900204489
Sergipe,90+,Homens,0.002976250388905891,0.0029517890859301374,0.002079302088914832,0.0021886823355295945,1.0202188368326424,1.073374894852854
Bahia,0,Homens,0.02634131114306657,0.02851596871198764,0.026218095654916014,0.028400752951915555,86.61267984891953,97.40615507186459
Bahia,1-4,Homens,0.0011443302618418052,0.0012242310191356235,0.001130102355297,0.0012106766568466857,101.78169958130583,113.33201937517097
Bahia,5-9,Homens,1.7298127722090804e-4,1.930560705547853e-4,1.7277823245371205e-4,1.9284936490216755e-4,43.414809736164415,49.71389821372829
Bahia,10-14,Homens,6.268267386978943e-5,6.56759358677476e-5,5.799950874559837e-5,6.12992239815084e-5,10.549547909217507,11.189770490372211
Bahia,15-19,Homens,0.001552340632905084,0.0019070697685102873,0.0015469128086286837,0.0018992694787983405,64.06943560910032,73.28323620731645
Bahia,20-24,Homens,0.0014901315834657638,0.0017884139062113282,0.0014844760162135283,0.0017812614039242828,43.080569152981795,49.546944646916195
Bahia,25-29,Homens,6.168867521704192e-4,7.244481328981576e-4,6.156461607088828e-4,7.235136437534772e-4,18.25563008575724,21.110773828923655
Bahia,30-34,Homens,1.3274202602622762e-4,1.356779883481144e-4,1.2655601050286236e-4,1.2968587667758853e-4,3.5620334002220497,3.651908144750113
Bahia,35-39,Homens,5.061625360828222e-4,5.671247699730615e-4,5.021007123152485e-4,5.638776988094333e-4,12.420459614194183,14.060079725916951
Bahia,40-44,Homens,0.0011498255766549338,0.0012867591902535555,0.001146855511732744,0.0012844680617729487,21.83923759905713,24.791050965573515
Bahia,45-49,Homens,0.0017536056917037614,0.001969181732435622,0.0017507201715178861,0.0019670791530765927,25.229771767069685,28.80465371413889
Bahia,50-54,Homens,0.002249887833635821,0.002536610042301122,0.002248019611747045,0.002534973503408259,23.839294528193836,27.301686226744753
Bahia,55-59,Homens,0.002959850305400135,0.00332478277327664,0.0029468466104053148,0.0033145401651683017,23.08202215902005,26.351831969558326
Bahia,60-64,Homens,0.004376252569439763,0.004890293640362417,0.004372992401777763,0.00488714857782359,24.87243153674436,28.212414446673616
Bahia,65-69,Homens,0.00668770105355918,0.007512741536577896,0.006672500689033498,0.007501294397264297,27.057123648777807,30.94839500384906
Bahia,70-74,Homens,0.006775044851083225,0.007619003805569683,0.006770306358842158,0.0076133584568750245,19.70672666171024,22.43712870035045
Bahia,75-79,Homens,0.00852863057146321,0.009631967006461932,0.008476325059925603,0.009579998628433608,15.806243557224509,18.051039274297253
Bahia,80-84,Homens,0.007899719852686594,0.008918065192557348,0.007791036032145773,0.008829340958789924,9.45337354124472,10.784602752290565
Bahia,85-89,Homens,0.005876475922487887,0.006283721232902728,0.0058512055792606515,0.006257857113426087,4.529272751998359,4.851737121315834
Bahia,90+,Homens,0.002509768622492774,0.0025700700116529536,0.00232768791596398,0.0023910022600495476,1.2470408300104778,1.28121074654938
Minas Gerais,0,Homens,0.016967956393191833,0.016908366100081805,0.016877066304066164,0.01681887284482598,89.53693766328098,89.09758067327935
Minas Gerais,1-4,Homens,5.328994692167402e-4,5.309852541842686e-4,5.258513735992034e-4,5.240006724058945e-4,77.6097793904395,77.23477735113072
Minas Gerais,5-9,Homens,1.288723855796977e-4,1.2826796116406175e-4,1.277131843451009e-4,1.2712121502782327e-4,43.51184950987531,43.26768292664664
Minas Gerais,10-14,Homens,6.090750535672212e-5,6.055457877619938e-5,6.0479446646612844e-5,6.012428619632701e-5,14.352910888966521,14.262781499898884
Minas Gerais,15-19,Homens,5.96752753981477e-4,5.931450942642285e-4,5.95008379540143e-4,5.9144009964087e-4,34.02172396390553,33.85213625282105
Minas Gerais,20-24,Homens,2.980568452636833e-4,2.968198564522151e-4,2.7079680529277074e-4,2.695643199608479e-4,11.22487007798094,11.177301370486601
Minas Gerais,25-29,Homens,3.670801342480637e-4,3.650297498182222e-4,3.577815459107018e-4,3.5557127490740104e-4,14.433613888947812,14.338123239045286
Minas Gerais,30-34,Homens,7.04663400349079e-4,7.009119513559113e-4,7.032113696125495e-4,6.994399296837554e-4,24.42273595289856,24.276479830687894
Minas Gerais,35-39,Homens,0.0011529426336312797,0.0011470530583418531,0.0011517864570548591,0.001145830472834329,32.10335049220718,31.912010212849694
Minas Gerais,40-44,Homens,0.0013708001798173205,0.001363550985566202,0.0013683144767922249,0.0013611155817142217,28.72906537228389,28.557169387678492
Minas Gerais,45-49,Homens,0.0019791833142924985,0.001969125557301391,0.001977981936509008,0.0019679038836835023,30.658395901510005,30.479383455557375
Minas Gerais,50-54,Homens,0.0025603043367563028,0.0025470504661768284,0.002557330169060167,0.0025441442923389923,28.89273778893599,28.72321489737614
Minas Gerais,55-59,Homens,0.003883709353735073,0.0038647424222957617,0.003880397771541715,0.003861531115744029,31.399401488337265,31.223829256334994
Minas Gerais,60-64,Homens,0.00612070459102717,0.006091906374406188,0.0061178517523891515,0.006089151145971966,35.42406435566966,35.22978136049827
Minas Gerais,65-69,Homens,0.008792203842996728,0.008748614557533958,0.008789006685008045,0.008745465321065089,35.36491333844599,35.160234047750116
Minas Gerais,70-74,Homens,0.011387800522798823,0.011330386483816773,0.011382030524388716,0.011324640656653485,32.29869885016194,32.11079973748681
Minas Gerais,75-79,Homens,0.015315236624527809,0.015235210136027928,0.01530542588036375,0.015225165232514746,27.644322111865634,27.48028061627053
Minas Gerais,80-84,Homens,0.019027128160952714,0.018923577292407182,0.018998336986583785,0.018895486995058153,21.818290014075377,21.687838175324618
Minas Gerais,85-89,Homens,0.012965251354752492,0.012889882569753769,0.012839001205554847,0.012760238257322386,9.307909828085869,9.24826737636744
Minas Gerais,90+,Homens,0.005942558476819076,0.005937001794208109,0.005342993839323219,0.005337446871630076,2.642843415941924,2.6401446913531657
Espírito Santo,0,Homens,0.008785274491616533,0.009120721179633936,0.0086642131689804,0.009006811210343834,59.32392272468117,62.446274771200926
Espírito Santo,1-4,Homens,1.6101301893579672e-4,1.6783516100813556e-4,1.5358207621011136e-4,1.6088524067420018e-4,24.254269709454356,25.57704310338394
Espírito Santo,5-9,Homens,1.479719243136024e-4,1.5428137525781927e-4,1.471744346517582e-4,1.5354786610639634e-4,46.32046918873655,48.83272607454454
Espírito Santo,10-14,Homens,3.894128763442581e-5,3.941237520939405e-5,2.871285300906325e-5,2.861396013201124e-5,5.667282812894702,5.645776001132819
Espírito Santo,15-19,Homens,0.0010438302857244265,0.0011180085812557811,0.0010438126386413662,0.0011179990490784713,34.918467934184896,36.935513863957304
Espírito Santo,20-24,Homens,1.4946938590796246e-4,1.6046848895597188e-4,1.3538288073937517e-4,1.4306776876734132e-4,3.918123539679012,4.146747010474982
Espírito Santo,25-29,Homens,5.912733285192818e-4,6.30413981855238e-4,5.887534434478303e-4,6.280468229508785e-4,18.765014782645466,20.14640585872541
Espírito Santo,30-34,Homens,0.0011419012461700315,0.0012001217153074512,0.0011416350046170075,0.0011999041528014905,36.38520547693192,38.605686401473946
Espírito Santo,35-39,Homens,0.0012002494597014397,0.0012606715006487437,0.0011995255574425796,0.0012600914974524248,32.20946505142035,34.117898429452914
Espírito Santo,40-44,Homens,0.0017255371940577376,0.001808648348333967,0.0017183236616916014,0.001802179490295066,36.199394500512724,38.314612207150645
Espírito Santo,45-49,Homens,0.001971310717423984,0.0020682250899627867,0.0019695299082660017,0.0020663821059054392,31.904541053777614,33.74081676362506
Espírito Santo,50-54,Homens,0.002416977373029437,0.0025470643535572164,0.0024126222532216204,0.0025433679849128825,29.118593836374817,30.946423641512567
Espírito Santo,55-59,Homens,0.0038730183189852,0.004048407797480621,0.0038325413611418,0.004011451284994093,32.11124503492671,33.87730590038973
Espírito Santo,60-64,Homens,0.006519123259087369,0.006811812581930184,0.006516403295317025,0.006808942040929712,38.79411941888332,40.89516032237495
Espírito Santo,65-69,Homens,0.007832658060744306,0.008229784016789865,0.007826525645692882,0.008224210802296288,32.48064388937188,34.4192427115886
Espírito Santo,70-74,Homens,0.01024735096847574,0.010760547450069569,0.010244742638244254,0.010758442385854224,29.4277487527219,31.136197063967003
Espírito Santo,75-79,Homens,0.01181313155822497,0.012456767834972057,0.011802423530601434,0.01244488673779986,21.811185407744894,23.137073510047884
Espírito Santo,80-84,Homens,0.015084187508863546,0.015858012595571777,0.014988168130461953,0.01577325269011466,17.4622636616242,18.464677382362193
Espírito Santo,85-89,Homens,0.015156684365625532,0.015975270026079687,0.015020570718746039,0.015837111242260768,10.992029036590761,11.624715751431072
Espírito Santo,90+,Homens,0.002818187285610508,0.0028954076149112066,0.002562542752214056,0.0025848295768827884,1.2571849335259704,1.268345300486164
Rio de Janeiro,0,Homens,0.006951981044550045,0.006689578030769139,0.00691539735953333,0.006651217619586347,41.71665891182533,39.79910212793684
Rio de Janeiro,1-4,Homens,1.9784477368897448e-4,1.8935383436070709e-4,1.9730136832660312e-4,1.887741682557365e-4,30.711368596087958,29.18707676136716
Rio de Janeiro,5-9,Homens,5.966341723861412e-5,5.676037498886256e-5,5.954140407329042e-5,5.6633857258357764e-5,19.523085643241156,18.480938106643187
Rio de Janeiro,10-14,Homens,8.437308471176604e-5,8.128870339574975e-5,8.417256761097747e-5,8.108043019967574e-5,18.73383122629492,17.983123811551412
Rio de Janeiro,15-19,Homens,7.940617730956162e-4,7.590303520720016e-4,7.817171321212263e-4,7.462892619162386e-4,30.892954772329283,29.285167955093407
Rio de Janeiro,20-24,Homens,0.0014662368742242706,0.0014078541641350552,0.0014565604061129692,0.0013979258442344054,41.404955228239636,39.40874296059423
Rio de Janeiro,25-29,Homens,0.0015034018401731402,0.0014441568412823349,0.00150146061242277,0.00144219082212435,46.1947554882148,43.97036686606939
Rio de Janeiro,30-34,Homens,0.0015451450483022413,0.0014860278626346371,0.0015443061700481024,0.0014851872265430792,47.28467742165,45.06622395702556
Rio de Janeiro,35-39,Homens,0.001894943539600071,0.0018261433321847787,0.00188666636999812,0.0018174367558701613,49.853329151199816,47.57800901290475
Rio de Janeiro,40-44,Homens,0.0024987434289752983,0.0024049653250053597,0.002493128228948368,0.0023990333472750335,50.672868785886926,48.29118783785804
Rio de Janeiro,45-49,Homens,0.003257699957867858,0.0031317627851358424,0.0032567669511098987,0.0031307339955689885,46.41766299727932,44.221269345321936
Rio de Janeiro,50-54,Homens,0.003352676660241738,0.0032096536625353844,0.0033520374499255786,0.003208904342044348,32.482523919854614,30.87966598773878
Rio de Janeiro,55-59,Homens,0.003908781128440129,0.003745413934237289,0.0039020823126424244,0.003738087634512311,26.249454207858815,25.00601060072268
Rio de Janeiro,60-64,Homens,0.006202036393791196,0.005952550982449227,0.006200083961094272,0.0059503068171329445,28.698299943492778,27.382472617481056
Rio de Janeiro,65-69,Homens,0.009262136067864378,0.008875001850454613,0.00925993864944072,0.008872442061433321,29.57051347961016,28.157428049774737
Rio de Janeiro,70-74,Homens,0.007363094882334357,0.0070473501682087785,0.007361568047492153,0.007045505701681684,16.677444967836415,15.903984666521865
Rio de Janeiro,75-79,Homens,0.008612353752250569,0.008207116692662055,0.008607231422485493,0.00820213927850926,13.032093042849374,12.380621185061663
Rio de Janeiro,80-84,Homens,0.013413209246293474,0.01277850225431133,0.013375319552776328,0.012736979410908011,13.551346164738465,12.862119706176017
Rio de Janeiro,85-89,Homens,0.01762898074215357,0.016698914507669013,0.01736246228995284,0.01642436903327301,11.954868046811587,11.272137535389302
Rio de Janeiro,90+,Homens,0.025355693230728327,0.02430386019974106,0.02515887129352805,0.02409051196265534,11.55762160695838,11.095071230431037
São Paulo,0,Homens,0.006402960816692447,0.006127387524961527,0.006323461990787437,0.006043470842390854,44.615691475743155,42.202897851272056
São Paulo,1-4,Homens,2.5944727389169914e-4,2.480238141722611e-4,2.5873132739381995e-4,2.4726060288694616e-4,48.536155656932,45.88099975445545
São Paulo,5-9,Homens,1.1499136745691853e-4,1.0976700123632213e-4,1.1445049392123851e-4,1.0919171216374396e-4,46.51127509363192,43.892602070066204
São Paulo,10-14,Homens,1.938705434848887e-4,1.8597165345657604e-4,1.9311567508741142e-4,1.8517648760211055e-4,56.246337743841956,53.30336397153162
São Paulo,15-19,Homens,0.00141285151368369,0.0013671821150316936,0.0014099928534496483,0.001364253757860646,87.11522764561374,83.10300572032176
São Paulo,20-24,Homens,0.0020071296344821104,0.001940497958838511,0.0020043815313321974,0.001937695477059851,86.78142904484349,82.69048738678552
São Paulo,25-29,Homens,0.002057871874272384,0.001989395215037096,0.002049911385473324,0.0019812306311674283,86.3077540292335,82.20517993621621
São Paulo,30-34,Homens,0.002155234807423177,0.0020789791028989714,0.0021486634750306132,0.0020722097048179195,79.82297674274066,75.8871025646191
São Paulo,35-39,Homens,0.0022363826705722916,0.002148248942636485,0.002233500304085704,0.0021452358421514637,66.50012077314723,63.03477894610027
São Paulo,40-44,Homens,0.002349341427621659,0.002247804388027227,0.002346208481236092,0.002244453930870746,51.58701763618253,48.79663891287801
São Paulo,45-49,Homens,0.002745920736611469,0.0026206186132128073,0.0027444308568459145,0.0026189693244539564,42.779845076707865,40.42498601307896
São Paulo,50-54,Homens,0.0028069882086439626,0.002669301500809684,0.0028052272039282783,0.002667296104616939,30.34524913312484,28.637037089148308
São Paulo,55-59,Homens,0.003287809467408669,0.0031270980380376937,0.0032799836609104815,0.0031184764620985402,24.65458271602618,23.296290092831747
São Paulo,60-64,Homens,0.005177281460150958,0.00492546600889821,0.00517216637939397,0.004919762137127208,27.35734635782263,25.847529220556513
São Paulo,65-69,Homens,0.007246033315486834,0.006883282136632922,0.007236344953066608,0.006872514907615303,26.278511475395206,24.79103242534515
São Paulo,70-74,Homens,0.008603340141433498,0.008176243006911055,0.008589573896126808,0.008160883681931703,21.345855765909782,20.17126684042429
São Paulo,75-79,Homens,0.011502904187011444,0.01089546428750617,0.011497352943016842,0.010889213540089504,18.753652448647628,17.67320175420749
São Paulo,80-84,Homens,0.015308484328145522,0.014514217950106423,0.015163496610912465,0.014356891248209758,15.899078672994008,14.987059081274035
São Paulo,85-89,Homens,0.014934254085636095,0.014078358781034894,0.014807714673253959,0.013949046341170841,10.170476573660887,9.552404226025512
São Paulo,90+,Homens,0.02756301123245979,0.026041107232202432,0.02750374707096545,0.025972398973020124,12.438403109417068,11.787535928597821
Paraná,0,Homens,0.011049591355851597,0.011279539756798535,0.010941504356291163,0.011175182012506137,77.03236327937492,79.36256483756966
Paraná,1-4,Homens,4.6023399126129505e-4,4.6985335914360234e-4,4.5941370177777607e-4,4.690718457743812e-4,79.3734656811891,81.7369801691655
Paraná,5-9,Homens,1.9671816269663432e-4,2.012899813503983e-4,1.965972608759149e-4,2.011646436471314e-4,69.18333942571789,71.36830155225799
Paraná,10-14,Homens,7.224065335038685e-5,7.486605597874536e-5,7.210185858108215e-5,7.472762104772233e-5,17.556221186145233,18.254909977267
Paraná,15-19,Homens,8.790293169863278e-4,9.098455677311254e-4,8.769028766411803e-4,9.080537874101128e-4,41.334797490298705,42.484378712414625
Paraná,20-24,Homens,9.017401222043994e-4,9.317565850760381e-4,8.992198950904375e-4,9.295317610890716e-4,31.20280546538693,32.08212443502485
Paraná,25-29,Homens,3.0912897212964034e-4,3.1752592750839786e-4,3.0125771536622663e-4,3.100847438462478e-4,11.176741693859196,11.483837059420056
Paraná,30-34,Homens,2.757611013641943e-5,2.857918096481097e-5,1.8606244902485774e-5,1.790389261822488e-5,0.6549715151510833,0.6302452171261557
Paraná,35-39,Homens,4.8030929473536106e-4,4.967566038497863e-4,4.79899489209324e-4,4.963688935708497e-4,14.458894615664084,14.992949311050591
Paraná,40-44,Homens,9.535206147669088e-4,9.835887247567263e-4,9.532978987499892e-4,9.833913087371323e-4,22.303928640225294,23.090570173691944
Paraná,45-49,Homens,0.0014199278558740189,0.001464130548959758,0.001419698686394004,0.0014639069229567235,24.201598713107984,25.050955213569104
Paraná,50-54,Homens,0.002371011447055548,0.0024418206731791517,0.0023674697128781906,0.002438627759183137,28.55635297266129,29.544282692260744
Paraná,55-59,Homens,0.0036618689387890872,0.0037674174786216084,0.00366084535454147,0.003766367232764264,30.268939173492033,31.27962687749485
Paraná,60-64,Homens,0.0067794358085647936,0.006967394195474522,0.00677183317686109,0.0069606697046705295,38.470029618013115,39.76067804961239
Paraná,65-69,Homens,0.009209824116057341,0.009474386238760972,0.009209296868917756,0.009473724223286798,34.38706618264477,35.552086330101915
Paraná,70-74,Homens,0.01195650128333465,0.0123075621126031,0.011953562246409855,0.012304062787076712,30.02087127177572,31.039219004300573
Paraná,75-79,Homens,0.014513244072538971,0.014960975002669555,0.014502011974485602,0.014948549109080325,23.322393486073985,24.128014235855712
Paraná,80-84,Homens,0.01825833416215114,0.01880939797032221,0.018244511318082225,0.018797532974577074,18.68158865731358,19.303560150610295
Paraná,85-89,Homens,0.0036259378049092266,0.003645778131316696,0.002957506533399719,0.0029701508300023632,1.9064665222728612,1.914701806517876
Paraná,90+,Homens,0.038502529384514754,0.03986337861271625,0.03843012921328043,0.039802596784839876,16.85584355691086,17.40417084111503
Santa Catarina,0,Homens,0.0059797291768975145,0.005839656855032597,0.005963490411633645,0.005822787938629242,46.22512238554711,44.88461970208751
Santa Catarina,1-4,Homens,3.18949149981828e-4,3.122256260967343e-4,3.1879829389207053e-4,3.120753437397347e-4,61.69790698923138,60.00267435641804
Santa Catarina,5-9,Homens,6.501929289272031e-5,6.365181045733673e-5,6.117628476869033e-5,5.967677193628545e-5,22.54092073182015,21.91625001722256
Santa Catarina,10-14,Homens,1.0020727247023427e-4,9.745414249861152e-5,9.947492280693035e-5,9.67267089775339e-5,26.261628534566107,25.442739284173467
Santa Catarina,15-19,Homens,8.742020567928456e-5,8.728914020886459e-5,6.5600544057445e-5,6.550193390999798e-5,4.989046578998261,4.981875451032767
Santa Catarina,20-24,Homens,1.3796492772757258e-4,1.32824372484009e-4,1.134956116565747e-4,1.0757630054953243e-4,6.003795564439252,5.6785462572073655
Santa Catarina,25-29,Homens,3.781043665019365e-4,3.6703629234804307e-4,3.778550219505914e-4,3.6675509133528e-4,20.36484491249093,19.70653629166186
Santa Catarina,30-34,Homens,5.429052937157701e-4,5.274433905567042e-4,5.406393696772763e-4,5.252205784869882e-4,25.941096992328806,25.107584838635173
Santa Catarina,35-39,Homens,9.537514227838462e-4,9.277470591024599e-4,9.52741556438355e-4,9.267914584659743e-4,35.71910611026241,34.57662487400523
Santa Catarina,40-44,Homens,0.001070363129353714,0.0010400399967400952,0.0010692435448080725,0.0010389915873838147,29.919937034261118,28.949831434052204
Santa Catarina,45-49,Homens,0.0012575561553502446,0.0012220729674239593,0.001256555122436542,0.0012209254554027182,24.03112211727681,23.268781301870415
Santa Catarina,50-54,Homens,0.002594967847910883,0.0025276788390519826,0.002594226108120776,0.0025268314063720656,33.64549989118508,32.626654496283116
Santa Catarina,55-59,Homens,0.0036777684140974296,0.003586353430795739,0.0036740213484170886,0.0035822855027806714,31.97554431881636,31.05091560087579
Santa Catarina,60-64,Homens,0.007665970807252335,0.0074868095060062635,0.00766174677269156,0.007482291702705986,43.48793617165033,42.25105593521797
Santa Catarina,65-69,Homens,0.012237196740906401,0.011947102661558438,0.012231696421012387,0.01194205430794958,46.51700809786926,45.16481017509969
Santa Catarina,70-74,Homens,0.014381629553121446,0.014023802154762764,0.01438026212445529,0.014022026432718646,36.954926913750725,35.866890445748176
Santa Catarina,75-79,Homens,0.017629790281890496,0.017165106383076723,0.017627650713159616,0.017162697927793766,28.78874920380569,27.921956473879817
Santa Catarina,80-84,Homens,0.021502978805541206,0.020930436816787332,0.02149916325781624,0.02092551878121806,22.17546351705668,21.51909723839026
Santa Catarina,85-89,Homens,0.008127068999650794,0.007902154702064117,0.008122184942058616,0.007897781945673449,5.294556767721286,5.144476379558813
Santa Catarina,90+,Homens,0.025809978263148334,0.024995832029029004,0.0257983656042904,0.024981039676755933,11.271652158698572,10.934442311733806
Rio Grande do Sul,0,Homens,0.006976179164414857,0.006670531805554553,0.006969953110866395,0.00666399783068073,52.03024459991777,49.18565834429256
Rio Grande do Sul,1-4,Homens,3.39532612411001e-4,3.254988772398353e-4,3.38932487152208e-4,3.24871558857053e-4,59.367646466529244,56.21103700915181
Rio Grande do Sul,5-9,Homens,1.2981998705232335e-4,1.2401516349946668e-4,1.296688611934902e-4,1.2385657758229462e-4,46.984932583901426,44.407923670353235
Rio Grande do Sul,10-14,Homens,1.0840478158369425e-4,1.0291294694404212e-4,1.0796700214170187e-4,1.0245816003467743e-4,28.77969883140274,27.112235321177614
Rio Grande do Sul,15-19,Homens,2.551510682858184e-4,2.3833238258201864e-4,2.548690941282864e-4,2.380524904794795e-4,16.627700826234438,15.616583767057366
Rio Grande do Sul,20-24,Homens,1.13815318075247e-4,1.0672058148414615e-4,1.1026460072073618e-4,1.0285302603643665e-4,4.847526074452561,4.529935881399138
