regiao,Faixa_Etaria,taxa,ano,previsto,previsao_lee_carter_2_1$lmt_inf,previsao_lee_carter_3_1$lmt_max
Brasil,0,Homens,2058,0.0012350725310404471,8.38977803000299e-4,0.001818169862749174
Brasil,0,Homens,2059,0.0011678518574000497,7.871290093155131e-4,0.0017327248071047116
Brasil,0,Homens,2060,0.0011042897696735196,7.38486901744681e-4,0.00165128980964269
Brasil,0,Homens,2061,0.001044187143838971,6.928528759152752e-4,0.001573677225367996
Brasil,0,Homens,2062,9.87355693497857e-4,6.500406625232585e-4,0.0014997081285630404
Brasil,0,Homens,2063,9.336173800210795e-4,6.098755566480279e-4,0.0014292119150800273
Brasil,0,Homens,2064,8.828038547987754e-4,5.721936958659435e-4,0.0013620259217783585
Brasil,0,Homens,2065,8.347559318464912e-4,5.368413839746005e-4,0.0012979950625152865
Brasil,0,Homens,2066,7.893230891155722e-4,5.03674457364046e-4,0.0012369714800936095
Brasil,0,Homens,2067,7.463629969454627e-4,4.725576912767426e-4,0.0011788142135711948
Brasil,0,Homens,2068,7.057410721807084e-4,4.4336424338730057e-4,0.0011233888803425364
Brasil,0,Homens,2069,6.673300565558046e-4,4.1597513230741894e-4,0.0010705673724112446
Brasil,0,Homens,2070,6.310096180270842e-4,3.902787487826016e-4,0.0010202275662836125
Brasil,1-4,Homens,2024,3.39971940585238e-4,3.05829680648028e-4,3.7792577927814596e-4
Brasil,1-4,Homens,2025,3.2273058941507455e-4,2.879992386474937e-4,3.616503773875787e-4
Brasil,1-4,Homens,2026,3.0636361684704277e-4,2.712362812896973e-4,3.460402320858944e-4
Brasil,1-4,Homens,2027,2.908266796082564e-4,2.5547049756373375e-4,3.3107602787230974e-4
Brasil,1-4,Homens,2028,2.760776832524197e-4,2.4063788626113252e-4,3.1673685459202006e-4
Brasil,1-4,Homens,2029,2.620766681127403e-4,2.2667972076127288e-4,3.0300099073004406e-4
Brasil,1-4,Homens,2030,2.4878570103863487e-4,2.1354180047949812e-4,2.898464136871765e-4
