regiao,Faixa_Etaria,Sexo,ano,previsto,lmt_inf,lmt_max
Bahia,85-89,Homens,2056,0.14508461361683436,0.16004453658586457,0.13152304700543746
Bahia,85-89,Homens,2057,0.14543929667651354,0.1608150673103396,0.1315336266155884
Bahia,85-89,Homens,2058,0.14579484681692367,0.16158873560922882,0.1315446728277775
Bahia,85-89,Homens,2059,0.14615126615778534,0.1623655897342178,0.13155615444435673
Bahia,85-89,Homens,2060,0.1465085568240012,0.16314567524003112,0.131568043045402
Bahia,85-89,Homens,2061,0.14686672094566855,0.16392903529106395,0.1315803126824641
Bahia,85-89,Homens,2062,0.14722576065809206,0.16471571092791665,0.13159293961241783
Bahia,85-89,Homens,2063,0.14758567810179643,0.1655057412998898,0.13160590206535375
Bahia,85-89,Homens,2064,0.14794647542253933,0.16629916386846172,0.1316191800414883
Bahia,85-89,Homens,2065,0.14830815477132403,0.16709601458593623,0.13163275513290582
Bahia,85-89,Homens,2066,0.1486707183044123,0.1678963280527636,0.13164661036662917
Bahia,85-89,Homens,2067,0.14903416818333726,0.1687001376564815,0.13166073006607235
Bahia,85-89,Homens,2068,0.14939850657491618,0.16950747569476066,0.13167509972839014
Bahia,85-89,Homens,2069,0.1497637356512636,0.1703183734846622,0.131689705915618
Bahia,85-89,Homens,2070,0.15012985758980396,0.17113286145989653,0.13170453615781225
Bahia,90+,Homens,2024,0.24375594619116528,0.26105006815272647,0.22760753032551811
Bahia,90+,Homens,2025,0.24743124847129905,0.27316295888322184,0.22412344254272945
Bahia,90+,Homens,2026,0.2511619662071845,0.2841973127453432,0.22196667751599822
Bahia,90+,Homens,2027,0.2549489349417245,0.29485053649288673,0.22044714654771455
Bahia,90+,Homens,2028,0.2587930028159668,0.3053869754042113,0.2193080376720658
Bahia,90+,Homens,2029,0.26269503075905654,0.31594118680951,0.21842254845712455
Bahia,90+,Homens,2030,0.26665589268105205,0.3265937494602556,0.21771808315082833
Bahia,90+,Homens,2031,0.2706764756686489,0.3373985010670163,0.21714902185012425
Bahia,90+,Homens,2032,0.2747576801838544,0.34839448318453936,0.21668478252001006
Bahia,90+,Homens,2033,0.2789004202656575,0.35961190695294526,0.2163038623594254
Bahia,90+,Homens,2034,0.2831056237347403,0.3710754221725792,0.2159905760424113
Bahia,90+,Homens,2035,0.2873742324012751,0.3828060387054212,0.2157331418477765
Bahia,90+,Homens,2036,0.2917072022758552,0.39482231988037136,0.2155224960062779
Bahia,90+,Homens,2037,0.2961055037836063,0.40714115782042437,0.21535152535380658
Bahia,90+,Homens,2038,0.3005701219815254,0.41977829648952747,0.21521455249948324
Bahia,90+,Homens,2039,0.30510205677909724,0.4327486961548689,0.2151069798198123
Bahia,90+,Homens,2040,0.3097023231622373,0.4460667946831417,0.21502503686744795
Bahia,90+,Homens,2041,0.3143719514206111,0.45974669973745064,0.2149655971352098
Bahia,90+,Homens,2042,0.31911198737838065,0.47380233352006346,0.21492604253766862
Bahia,90+,Homens,2043,0.32392349262843106,0.4882475442142903,0.21490416146476174
Bahia,90+,Homens,2044,0.3288075447701274,0.503096193615923,0.21489807092497454
Bahia,90+,Homens,2045,0.3337652376506576,0.5183622274614533,0.2149061562790739
Bahia,90+,Homens,2046,0.3387976816100137,0.5340597330045187,0.2149270240213917
Bahia,90+,Homens,2047,0.3439060037296669,0.5502029870816125,0.21495946437631078
Bahia,90+,Homens,2048,0.3490913480849922,0.5668064970127927,0.2150024213731741
Bahia,90+,Homens,2049,0.35435487600149906,0.5838850360605247,0.21505496868568771
Bahia,90+,Homens,2050,0.35969776631492534,0.601453674729896,0.2151162899620664
Bahia,90+,Homens,2051,0.36512121563525296,0.6195278088780494,0.2151856626878341
Bahia,90+,Homens,2052,0.3706264386147041,0.6381231853715479,0.21526244485261692
Bahia,90+,Homens,2053,0.3762146682197789,0.6572559258618669,0.2153460638610731
Bahia,90+,Homens,2054,0.3818871560073939,0.6769425491238921,0.21543600725373346
Bahia,90+,Homens,2055,0.3876451724051849,0.6971999923081253,0.21553181489800524
Bahia,90+,Homens,2056,0.3934900069960355,0.7180456313858802,0.2156330723813449
Bahia,90+,Homens,2057,0.39942296880689615,0.7394973010120864,0.21573940539359346
Bahia,90+,Homens,2058,0.4054453866019579,0.7615733139881629,0.21585047492796758
Bahia,90+,Homens,2059,0.4115586091802464,0.7842924804746628,0.21596597316331248
Bahia,90+,Homens,2060,0.4177640056777029,0.8076741270777733,0.21608561991620423
Bahia,90+,Homens,2061,0.42406296587382025,0.8317381159135722,0.2162091595720345
Bahia,90+,Homens,2062,0.4304569005029023,0.856504863738002,0.21633635842054624
Bahia,90+,Homens,2063,0.43694724157001585,0.8819953612178243,0.21646700233437396
Bahia,90+,Homens,2064,0.4435354426717072,0.9082311924076949,0.2166008947396735
Bahia,90+,Homens,2065,0.45022297932155386,0.9352345544903858,0.21673785483645763
Bahia,90+,Homens,2066,0.45701134928062526,0.9630282778306674,0.21687771603319642
Bahia,90+,Homens,2067,0.46390207289292573,0.9916358463881322,0.21702032456592016
Bahia,90+,Homens,2068,0.4708966934258954,1.021081418530019,0.21716553827673302
Bahia,90+,Homens,2069,0.477996777416045,1.0513898482817212,0.21731322553050023
Bahia,90+,Homens,2070,0.48520391501980226,1.0825867070499413,0.21746326425166707
Minas Gerais,0,Homens,2024,0.00945364532681232,0.007773777378923751,0.011496522939731205
Minas Gerais,0,Homens,2025,0.009037231646306173,0.006813900965296801,0.011986020378774366
Minas Gerais,0,Homens,2026,0.008639160134066145,0.006071482060736652,0.012292729695224096
Minas Gerais,0,Homens,2027,0.00825862285521294,0.005453370096202486,0.012506917788715767
Minas Gerais,0,Homens,2028,0.007894847462741023,0.004921850816482271,0.012663654138240553
Minas Gerais,0,Homens,2029,0.007547095629945832,0.004456548639227512,0.012780888768089502
Minas Gerais,0,Homens,2030,0.007214661551899316,0.004044637271181252,0.012869223571500246
Minas Gerais,0,Homens,2031,0.006896870512932376,0.0036772293733329958,0.012935506067994379
Minas Gerais,0,Homens,2032,0.00659307751721684,0.003347750999729491,0.012984439748219797
Minas Gerais,0,Homens,2033,0.006302665979667399,0.0030511071626011634,0.013019404542117499
Minas Gerais,0,Homens,2034,0.006025046474506716,0.0027832110962970297,0.013042914735523778
Minas Gerais,0,Homens,2035,0.005759655538953615,0.0025406988391123843,0.013056892622105718
Minas Gerais,0,Homens,2036,0.00550595452960635,0.0023207459467685294,0.01306284099054655
Minas Gerais,0,Homens,2037,0.005263428529199905,0.0021209441078238428,0.013061956597442031
Minas Gerais,0,Homens,2038,0.005031585301518306,0.0019392147290988066,0.013055207485052634
Minas Gerais,0,Homens,2039,0.004809954292340981,0.0017737463344246827,0.013043387233785904
Minas Gerais,0,Homens,2040,0.004598085674395334,0.001622947873603183,0.013027153991175561
Minas Gerais,0,Homens,2041,0.004395549434377199,0.0014854130050464347,0.01300705915756389
Minas Gerais,0,Homens,2042,0.004201934500186205,0.0013598921626029022,0.012983568866269621
Minas Gerais,0,Homens,2043,0.004016847906604606,0.001245270283854321,0.01295708033347832
Minas Gerais,0,Homens,2044,0.0038399139977262327,0.0011405487494872016,0.012927934484662125
Minas Gerais,0,Homens,2045,0.003670773664516861,0.0010448305190470626,0.012896425832201025
Minas Gerais,0,Homens,2046,0.003509083615958423,9.573077378583448e-4,0.012862810292681387
Minas Gerais,0,Homens,2047,0.003354515682297876,8.772512865671735e-4,0.012827311438682876
Minas Gerais,0,Homens,2048,0.003206756148986477,8.040018811281914e-4,0.012790125546264733
Minas Gerais,0,Homens,2049,0.003065505119957713,7.369624273758104e-4,0.01275142570558057
Minas Gerais,0,Homens,2050,0.0029304759089515014,6.755914035264243e-4,0.012711365195174852
Minas Gerais,0,Homens,2051,0.0028013944576493095,6.193970944768266e-4,0.0126700802721345
Minas Gerais,0,Homens,2052,0.0026779987794392575,5.679325391893155e-4,0.012627692494807982
Minas Gerais,0,Homens,2053,0.002560038427682197,5.207910805647833e-4,0.012584310668497103
Minas Gerais,0,Homens,2054,0.0024472739873995838,4.7760242859547095e-4,0.012540032484791805
Minas Gerais,0,Homens,2055,0.0023394765893514765,4.3802916406614835e-4,0.012494945910261577
Minas Gerais,0,Homens,2056,0.0022364274455183727,4.017636229124698e-4,0.012449130368772855
Minas Gerais,0,Homens,2057,0.002137917405044146,3.68525111461212e-4,0.012402657752867308
Minas Gerais,0,Homens,2058,0.002043746529738758,3.3805741083003357e-4,0.012355593292759532
Minas Gerais,0,Homens,2059,0.0019537236882792336,3.101265352383819e-4,0.012307996306118776
Minas Gerais,0,Homens,2060,0.001867666168285227,2.84518714234414e-4,0.012259920847538078
Minas Gerais,0,Homens,2061,0.0017853993054818683,2.610385731432282e-4,0.01221141627320387
Minas Gerais,0,Homens,2062,0.0017067561291972417,2.3950748959142152e-4,0.012162527733565676
Minas Gerais,0,Homens,2063,0.0016315770234749524,2.1976210691615014e-4,0.012113296604619302
Minas Gerais,0,Homens,2064,0.0015597094031139956,2.0165298774181767e-4,0.012063760866647132
Minas Gerais,0,Homens,2065,0.0014910074039784149,1.8504339309605703e-4,0.012013955437816822
Minas Gerais,0,Homens,2066,0.0014253315869481675,1.698081742105745e-4,0.011963912468859644
Minas Gerais,0,Homens,2067,0.001362548654910364,1.5583276566813784e-4,0.011913661604079686
Minas Gerais,0,Homens,2068,0.001302531182216447,1.4301226985940956e-4,0.011863230213142072
Minas Gerais,0,Homens,2069,0.0012451573560562398,1.3125062383826337e-4,0.011812643597424006
Minas Gerais,0,Homens,2070,0.0011903107292239304,1.2045984064060183e-4,0.011761925174156727
Minas Gerais,1-4,Homens,2024,4.022386336550401e-4,3.484186622521618e-4,4.643721359781142e-4
Minas Gerais,1-4,Homens,2025,3.8915274588432054e-4,3.1628522252977756e-4,4.7880788870889693e-4
Minas Gerais,1-4,Homens,2026,3.7649257669063505e-4,2.905995901748528e-4,4.877730908631542e-4
Minas Gerais,1-4,Homens,2027,3.642442763214869e-4,2.6857138675853346e-4,4.93998614052836e-4
Minas Gerais,1-4,Homens,2028,3.523944455934973e-4,2.490928791167784e-4,4.985363119390094e-4
Minas Gerais,1-4,Homens,2029,3.4093012123420093e-4,2.3157714544336686e-4,5.019206335851146e-4
Minas Gerais,1-4,Homens,2030,3.298387617007091e-4,2.1566126433170658e-4,5.04465227250651e-4
Minas Gerais,1-4,Homens,2031,3.191082334597289e-4,2.0109753196574713e-4,5.063715286129594e-4
Minas Gerais,1-4,Homens,2032,3.087267977139326e-4,1.8770483226300468e-4,5.077772078512698e-4
Minas Gerais,1-4,Homens,2033,2.9868309756015044e-4,1.7534388343116655e-4,5.087807514149625e-4
Minas Gerais,1-4,Homens,2034,2.8896614556534313e-4,1.6390341127397537e-4,5.094551274671934e-4
Minas Gerais,1-4,Homens,2035,2.795653117467585e-4,1.532918618752606e-4,5.098559217426779e-4
Minas Gerais,1-4,Homens,2036,2.7047031194312994e-4,1.4343214947841614e-4,5.100264474083084e-4
Minas Gerais,1-4,Homens,2037,2.616711965641862e-4,1.342581726754175e-4,5.100010952545177e-4
Minas Gerais,1-4,Homens,2038,2.5315833970617114e-4,1.2571241350608809e-4,5.098076090924899e-4
Minas Gerais,1-4,Homens,2039,2.449224286214651e-4,1.1774422784465343e-4,5.0946867748779e-4
Minas Gerais,1-4,Homens,2040,2.3695445353078475e-4,1.1030859290833961e-4,5.090030755330933e-4
Minas Gerais,1-4,Homens,2041,2.2924569776682372e-4,1.0336516638224634e-4,5.084265017312865e-4
Minas Gerais,1-4,Homens,2042,2.2178772823854185e-4,9.687756370795225e-5,5.077522030333171e-4
Minas Gerais,1-4,Homens,2043,2.1457238620567912e-4,9.081279176342926e-5,5.069914494197966e-4
Minas Gerais,1-4,Homens,2044,2.0759177835339869e-4,8.51407970553092e-5,5.061538995451447e-4
Minas Gerais,1-4,Homens,2045,2.008382681572935e-4,7.983409938477306e-5,5.052478861446805e-4
Minas Gerais,1-4,Homens,2046,1.9430446752931606e-4,7.486749044051543e-5,5.042806414333867e-4
Minas Gerais,1-4,Homens,2047,1.8798322873548432e-4,7.021778251243543e-5,5.032584770041579e-4
Minas Gerais,1-4,Homens,2048,1.818676365765279e-4,6.586359647656595e-5,5.021869287945785e-4
Minas Gerais,1-4,Homens,2049,1.7595100082291854e-4,6.178518097823986e-5,5.010708749318064e-4
Minas Gerais,1-4,Homens,2050,1.7022684889600752e-4,5.7964256720566384e-5,4.999146323010248e-4
Minas Gerais,1-4,Homens,2051,1.646889187872681e-4,5.438388119855319e-5,4.987220362646897e-4
Minas Gerais,1-4,Homens,2052,1.5933115220789074e-4,5.1028330271010884e-5,4.974965069220784e-4
Minas Gerais,1-4,Homens,2053,1.5414768796124148e-4,4.7882993744128056e-5,4.96241104530148e-4
Minas Gerais,1-4,Homens,2054,1.4913285553093208e-4,4.493428272857137e-5,4.949585761311861e-4
Minas Gerais,1-4,Homens,2055,1.4428116887748546e-4,4.216954697913845e-5,4.936513949972433e-4
Minas Gerais,1-4,Homens,2056,1.3958732043681517e-4,3.9577000769652893e-5,4.923217941686642e-4
Minas Gerais,1-4,Homens,2057,1.3504617531394716e-4,3.714565612252404e-5,4.909717951076034e-4
Minas Gerais,1-4,Homens,2058,1.306527656656367e-4,3.486526242137721e-5,4.896032322881195e-4
Minas Gerais,1-4,Homens,2059,1.264022852657335e-4,3.2726251600357706e-5,4.882177743883506e-4
Minas Gerais,1-4,Homens,2060,1.2229008424734884e-4,3.0719688235417104e-5,4.8681694262710663e-4
Minas Gerais,1-4,Homens,2061,1.1831166401607617e-4,2.8837223968757157e-5,4.8540212668938713e-4
Minas Gerais,1-4,Homens,2062,1.1446267232869578e-4,2.7071055783368463e-5,4.8397459860710797e-4
Minas Gerais,1-4,Homens,2063,1.1073889853198349e-4,2.5413887714606897e-5,4.8253552489840423e-4
Minas Gerais,1-4,Homens,2064,1.0713626895641329e-4,2.3858895643304382e-5,4.8108597721798044e-4
Minas Gerais,1-4,Homens,2065,1.0365084245971428e-4,2.2399694862566754e-5,4.796269417295715e-4
Minas Gerais,1-4,Homens,2066,1.0027880611540925e-4,2.103031015013101e-5,4.7815932737773703e-4
Minas Gerais,1-4,Homens,2067,9.701647104161472e-5,1.9745148111479778e-5,4.766839732083985e-4
Minas Gerais,1-4,Homens,2068,9.386026836554203e-5,1.8538971587045756e-5,4.7520165486457985e-4
Minas Gerais,1-4,Homens,2069,9.080674531928384e-5,1.740687594073314e-5,4.7371309036479324e-4
Minas Gerais,1-4,Homens,2070,8.785256146261441e-5,1.6344267067396103e-5,4.722189452556499e-4
Minas Gerais,5-9,Homens,2024,2.006431034141657e-4,1.7926627490294722e-4,2.245690382614498e-4
Minas Gerais,5-9,Homens,2025,1.9550550795414633e-4,1.6616552155774384e-4,2.3002608051349638e-4
Minas Gerais,5-9,Homens,2026,1.904994639238128e-4,1.554861827247927e-4,2.3339723902986723e-4
Minas Gerais,5-9,Homens,2027,1.8562160286436305e-4,1.4616438304278947e-4,2.3573033821685957e-4
Minas Gerais,5-9,Homens,2028,1.8086864256854386e-4,1.3778331395578172e-4,2.3742690551837271e-4
Minas Gerais,5-9,Homens,2029,1.7623738487212596e-4,1.3012529160054604e-4,2.3869007665251965e-4
Minas Gerais,5-9,Homens,2030,1.7172471350192795e-4,1.2305770128956704e-4,2.396386160174392e-4
Minas Gerais,5-9,Homens,2031,1.6732759197894443e-4,1.1649133560746342e-4,2.4034854516406015e-4
Minas Gerais,5-9,Homens,2032,1.6304306157516327e-4,1.1036183795424927e-4,2.408716674220534e-4
Minas Gerais,5-9,Homens,2033,1.588682393227026e-4,1.0462029600943612e-4,2.4124494412842276e-4
Minas Gerais,5-9,Homens,2034,1.5480031607392392e-4,9.922801259944492e-5,2.4149569490340472e-4
Minas Gerais,5-9,Homens,2035,1.5083655461121687e-4,9.415338902768721e-5,2.4164468684491203e-4
Minas Gerais,5-9,Homens,2036,1.46974287805186e-4,8.936996276085302e-5,2.4170807068192923e-4
Minas Gerais,5-9,Homens,2037,1.432109168199952e-4,8.485511563743919e-5,2.4169864765789773e-4
Minas Gerais,5-9,Homens,2038,1.3954390936466853e-4,8.058919132451073e-5,2.416267283582033e-4
Minas Gerais,5-9,Homens,2039,1.3597079798916605e-4,7.65548730235923e-5,2.4150073242382638e-4
Minas Gerais,5-9,Homens,2040,1.3248917842408967e-4,7.273673251496529e-5,2.4132761800756906e-4
Minas Gerais,5-9,Homens,2041,1.2909670796290337e-4,6.912089541355755e-5,2.4111319604795307e-4
Minas Gerais,5-9,Homens,2042,1.2579110388557513e-4,6.569478731500103e-5,2.408623646329755e-4
Minas Gerais,5-9,Homens,2043,1.225701419225848e-4,6.244693754579185e-5,2.4057928669289847e-4
Minas Gerais,5-9,Homens,2044,1.1943165475826104e-4,5.936682477714849e-5,2.402675267178338e-4
Minas Gerais,5-9,Homens,2045,1.1637353057244203e-4,5.6444753624473526e-5,2.399301573357065e-4
Minas Gerais,5-9,Homens,2046,1.1339371161947623e-4,5.3671754564496005e-5,2.3956984337804052e-4
Minas Gerais,5-9,Homens,2047,1.1049019284361065e-4,5.103950166797985e-5,2.3918890889714807e-4
Minas Gerais,5-9,Homens,2048,1.0766102052983192e-4,4.854024413578019e-5,2.387893911102305e-4
Minas Gerais,5-9,Homens,2049,1.0490429098925351e-4,4.616674866912913e-5,2.3837308420457992e-4
Minas Gerais,5-9,Homens,2050,1.0221814927816547e-4,4.391225044708253e-5,2.3794157519766804e-4
Minas Gerais,5-9,Homens,2051,9.960078794988165e-5,4.177041101969576e-5,2.374962735118791e-4
Minas Gerais,5-9,Homens,2052,9.705044583854877e-5,3.973528181735877e-5,2.3703843553328952e-4
Minas Gerais,5-9,Homens,2053,9.456540687409553e-5,3.7801272266952066e-5,2.3656918513510918e-4
Minas Gerais,5-9,Homens,2054,9.214399892752696e-5,3.5963121722924953e-5,2.3608953093034047e-4
Minas Gerais,5-9,Homens,2055,8.978459268578384e-5,3.4215874586034437e-5,2.356003808548679e-4
Minas Gerais,5-9,Homens,2056,8.748560055541388e-5,3.255485810839325e-5,2.35102554557538e-4
Minas Gerais,5-9,Homens,2057,8.524547559431426e-5,3.097566248065916e-5,2.3459679397779188e-4
Minas Gerais,5-9,Homens,2058,8.306271047082757e-5,2.947412287287479e-5,0.00023408377241685831
Minas Gerais,5-9,Homens,2059,8.093583644949154e-5,2.8046303159882498e-5,2.3356410235017536e-4
Minas Gerais,5-9,Homens,2060,7.886342240275773e-5,2.668848110925489e-5,2.3303834218272673e-4
Minas Gerais,5-9,Homens,2061,7.684407384801745e-5,2.5397134847162036e-5,2.3250700211246056e-4
Minas Gerais,5-9,Homens,2062,7.487643200928419e-5,2.4168930447690767e-5,2.3197054923779808e-4
Minas Gerais,5-9,Homens,2063,7.295917290290322e-5,2.3000710515456254e-5,2.3142941202180235e-4
Minas Gerais,5-9,Homens,2064,7.109100644667075e-5,2.188948365113872e-5,2.3088398420662015e-4
Minas Gerais,5-9,Homens,2065,6.927067559176613e-5,2.0832414705782447e-5,2.3033462825640646e-4
Minas Gerais,5-9,Homens,2066,6.749695547691065e-5,1.9826815743042193e-5,2.2978167839436518e-4
Minas Gerais,5-9,Homens,2067,6.57686526041848e-5,1.8870137639619507e-5,2.2922544328919748e-4
Minas Gerais,5-9,Homens,2068,6.40846040359498e-5,1.79599622633475e-5,2.2866620843773537e-4
Minas Gerais,5-9,Homens,2069,6.244367661233125e-5,1.709399517609932e-5,2.2810423828346763e-4
Minas Gerais,5-9,Homens,2070,6.084476618874088e-5,1.627005881519902e-5,2.2753977810480665e-4
Minas Gerais,10-14,Homens,2024,2.957620107487853e-4,2.6885443529810763e-4,3.253625587585026e-4
Minas Gerais,10-14,Homens,2025,2.8933711588104366e-4,2.5212275507705207e-4,3.3204447016603396e-4
Minas Gerais,10-14,Homens,2026,2.830517902363976e-4,2.38333775206829e-4,3.3616014300324033e-4
Minas Gerais,10-14,Homens,2027,2.7690300192585433e-4,2.261786340584046e-4,3.390031635603134e-4
Minas Gerais,10-14,Homens,2028,2.70887784922725e-4,2.151483875418955e-4,3.4106782234680444e-4
Minas Gerais,10-14,Homens,2029,2.650032376318892e-4,2.04979512769925e-4,3.426035851407651e-4
Minas Gerais,10-14,Homens,2030,2.5924652149013176e-4,1.9551297716744075e-4,3.4375599961927186e-4
Minas Gerais,10-14,Homens,2031,2.536148595968923e-4,1.8664285015573882e-4,3.446180604008186e-4
Minas Gerais,10-14,Homens,2032,2.4810553537475195e-4,1.7829345648147604e-4,3.452530333887365e-4
Minas Gerais,10-14,Homens,2033,2.427158912590258e-4,1.704078180379248e-4,3.4570599252994595e-4
Minas Gerais,10-14,Homens,2034,2.374433274158143e-4,1.6294124302685984e-4,3.460102101037729e-4
Minas Gerais,10-14,Homens,2035,2.3228530048791e-4,1.5585751477513224e-4,3.46190948191403e-4
Minas Gerais,10-14,Homens,2036,2.2723932236793997e-4,1.4912649927139037e-4,3.462678322265638e-4
Minas Gerais,10-14,Homens,2037,2.2230295899816646e-4,1.4272257564067306e-4,3.462564023771519e-4
Minas Gerais,10-14,Homens,2038,2.1747382919635308e-4,1.36623568140031e-4,3.461691641434085e-4
Minas Gerais,10-14,Homens,2039,2.1274960350714325e-4,1.308099965553706e-4,3.460163212624767e-4
Minas Gerais,10-14,Homens,2040,2.0812800307838422e-4,1.2526453583578835e-4,3.458063000543219e-4
Minas Gerais,10-14,Homens,2041,2.03606798561867e-4,1.1997161734973396e-4,3.455461327970881e-4
Minas Gerais,10-14,Homens,2042,1.9918380903793972e-4,1.1491712848536029e-4,3.452417433830731e-4
Minas Gerais,10-14,Homens,2043,1.948569009634877e-4,1.1008818209566711e-4,3.4489816372931846e-4
Minas Gerais,10-14,Homens,2044,1.9062398714276101e-4,1.0547293654719682e-4,3.4451970015970224e-4
Minas Gerais,10-14,Homens,2045,1.8648302572056458e-4,1.0106045309215873e-4,3.441100630152921e-4
Minas Gerais,10-14,Homens,2046,1.8243201919731385e-4,9.684058121635025e-5,3.436724688181651e-4
Minas Gerais,10-14,Homens,2047,1.784690134654921e-4,9.280386526621084e-5,3.432097216638534e-4
Minas Gerais,10-14,Homens,2048,1.7459209686703354e-4,8.894146748043608e-5,3.427242786963534e-4
Minas Gerais,10-14,Homens,2049,1.7079939927118807e-4,8.524510382612238e-5,3.4221830324593074e-4
Minas Gerais,10-14,Homens,2050,1.6708909117241438e-4,8.1706989945242e-5,3.4169370830493056e-4
Minas Gerais,10-14,Homens,2051,1.6345938280786998e-4,7.831979517045938e-5,3.411521923643599e-4
Minas Gerais,10-14,Homens,2052,1.5990852329407488e-4,7.507660304662914e-5,3.405952691574231e-4
Minas Gerais,10-14,Homens,2053,1.564347997823255e-4,7.197087714744728e-5,3.4002429250376754e-4
Minas Gerais,10-14,Homens,2054,1.5303653663246023e-4,6.899643124092032e-5,3.394404771846856e-4
Minas Gerais,10-14,Homens,2055,1.4971209460456887e-4,6.61474030570804e-5,3.3884491658041344e-4
Minas Gerais,10-14,Homens,2056,1.4645987006826506e-4,6.341823106388011e-5,3.382385976487794e-4
Minas Gerais,10-14,Homens,2057,1.432782942291319e-4,6.0803633774716946e-5,3.3762241370754813e-4
Minas Gerais,10-14,Homens,2058,1.4016583237197537e-4,5.8298591202348656e-5,3.369971753920737e-4
Minas Gerais,10-14,Homens,2059,1.3712098312051278e-4,5.589832814549847e-5,3.3636362008887945e-4
Minas Gerais,10-14,Homens,2060,1.341422777131474e-4,5.359829905090699e-5,3.357224200898712e-4
Minas Gerais,10-14,Homens,2061,1.3122827929447123e-4,5.1394174238476365e-5,3.350741896674995e-4
Minas Gerais,10-14,Homens,2062,1.283775822221628e-4,4.928182731307895e-5,3.344194912357539e-4
Minas Gerais,10-14,Homens,2063,1.255888113889374e-4,4.7257323615540424e-5,3.3375884073340404e-4
Minas Gerais,10-14,Homens,2064,1.228606215592303e-4,4.5316909588768676e-5,3.330927123428878e-4
Minas Gerais,10-14,Homens,2065,1.2019169672028613e-4,4.345700295412214e-5,3.3242154263956095e-4
Minas Gerais,10-14,Homens,2066,1.1758074944734771e-4,4.167418360879399e-5,3.317457342507501e-4
Minas Gerais,10-14,Homens,2067,1.1502652028263191e-4,3.996518516791582e-5,3.31065659091521e-4
Minas Gerais,10-14,Homens,2068,1.1252777712779929e-4,3.832688708579628e-5,3.303816612337477e-4
Minas Gerais,10-14,Homens,2069,1.100833146496181e-4,3.6756307299632855e-5,3.2969405945650765e-4
Minas Gerais,10-14,Homens,2070,1.0769195369854225e-4,3.52505953465026e-5,3.290031495187103e-4
Minas Gerais,15-19,Homens,2024,0.0013768618500902795,0.0013226618559340996,0.0014332828498295179
Minas Gerais,15-19,Homens,2025,0.0013641885919988398,0.0012873591448986487,0.0014456032117488777
Minas Gerais,15-19,Homens,2026,0.0013516319842965733,0.001257231579290652,0.0014531205317036835
Minas Gerais,15-19,Homens,2027,0.0013391909532806353,0.0012298252866313722,0.0014582822689075687
Minas Gerais,15-19,Homens,2028,0.001326864435131023,0.001204207251875389,0.0014620151360770516
Minas Gerais,15-19,Homens,2029,0.001314651375819615,0.001179907123537149,0.0014647832913858934
Minas Gerais,15-19,Homens,2030,0.001302550731020039,0.001156649789368411,0.0014668557609017416
Minas Gerais,15-19,Homens,2031,0.0012905614660183775,0.0011342583751133473,0.0014684034379777587
Minas Gerais,15-19,Homens,2032,0.001278682555624684,0.001112611339708578,0.0014695419862313557
Minas Gerais,15-19,Homens,2033,0.0012669129840853241,0.0010916208820077413,0.0014703534310299112
Minas Gerais,15-19,Homens,2034,0.0012552517449961182,0.0010712210283430662,0.0014708980701704287
Minas Gerais,15-19,Homens,2035,0.0012436978412162841,0.0010513605913218343,0.0014712215133547435
Minas Gerais,15-19,Homens,2036,0.0012322502847831776,0.001031998777356786,0.0014713590729606664
Minas Gerais,15-19,Homens,2037,0.0012209080968278042,0.0010131023250511263,0.001471338623987924
Minas Gerais,15-19,Homens,2038,0.0012096703074911234,9.946435731249333e-4,0.0014711825344915484
Minas Gerais,15-19,Homens,2039,0.0011985359558411152,9.76599116280253e-4,0.0014709090081049668
Minas Gerais,15-19,Homens,2040,0.0011875040897906105,9.589488459363112e-4,0.001470533041720855
Minas Gerais,15-19,Homens,2041,0.0011765737660158835,9.416752504027108e-4,0.0014700671237613903
Minas Gerais,15-19,Homens,2042,0.0011657440498759827,9.247628944271295e-4,0.001469521753100943
Minas Gerais,15-19,Homens,2043,0.001155014015332815,9.081980255375583e-4,0.0014689058312206842
Minas Gerais,15-19,Homens,2044,0.0011443827448719592,8.919682717771656e-4,0.0014682269629965633
Minas Gerais,15-19,Homens,2045,0.0011338493294242137,8.760624064655192e-4,0.001467491690486481
Minas Gerais,15-19,Homens,2046,0.0011234128682878577,8.604701628839094e-4,0.0014667056768184793
Minas Gerais,15-19,Homens,2047,0.0011130724690516357,8.451820866685963e-4,0.001465873852395668
Minas Gerais,15-19,Homens,2048,0.0011028272475184498,8.301894170469821e-4,0.0014650005322824906
Minas Gerais,15-19,Homens,2049,0.0010926763276297492,8.154839903907954e-4,0.001464089511297796
Minas Gerais,15-19,Homens,2050,0.001082618841390625,8.010581612192398e-4,0.0014631441416813676
Minas Gerais,15-19,Homens,2051,0.0010726539287955821,7.86904736978768e-4,0.0014621673970068407
Minas Gerais,15-19,Homens,2052,0.0010627807377550055,7.730169237965145e-4,0.0014611619251435665
Minas Gerais,15-19,Homens,2053,0.0010529984240222967,7.593882810469553e-4,0.0014601300924274873
Minas Gerais,15-19,Homens,2054,0.0010433061511216867,7.460126830509513e-4,0.0014590740207214496
Minas Gerais,15-19,Homens,2055,0.0010337030902767047,7.328842865881585e-4,0.001457995618683626
Minas Gerais,15-19,Homens,2056,0.0010241884203393131,7.199975031793014e-4,0.0014568966082871455
