Local,Sexo,Ano,faixa_etaria,previsao,Limite Inferior,Limite Superior
Centro-Oeste,Homens,2020,25-29,0.002848995309655,0.00274781815423,0.0029325131336374
Centro-Oeste,Homens,2020,30-34,0.001121969311685,0.0010743074356177,0.0011453176459581
Centro-Oeste,Homens,2020,35-39,0.0013115898153291,0.0012520491336063,0.0013510979082681
Centro-Oeste,Homens,2020,40-44,0.0018125772206828,0.0017767605762815,0.001863049801113
Centro-Oeste,Homens,2020,45-49,0.0026743097724372,0.0026244911186869,0.0027306790890435
Centro-Oeste,Homens,2020,50-54,0.0040904319841544,0.0039893012202686,0.0041805278849477
Centro-Oeste,Homens,2020,55-59,0.0063856039990618,0.0062202661082496,0.0065307816482531
Centro-Oeste,Homens,2020,60-64,0.0099885349426698,0.0097702953811432,0.0101877252022763
Centro-Oeste,Homens,2020,65-69,0.0163840820885659,0.016152141242334,0.016708782870999
Centro-Oeste,Homens,2020,70-74,0.0246605503100259,0.024319439295392,0.0252525974199914
Centro-Oeste,Homens,2020,75-79,0.0415711311652416,0.0410993942227492,0.0425612985899005
Centro-Oeste,Homens,2020,80-84,0.069449092534205,0.068297907794417,0.0718295413810569
Centro-Oeste,Homens,2020,85-89,0.1354732261155797,0.1317564103350691,0.1386923743133812
Centro-Oeste,Homens,2020,90+,0.2006833545810011,0.1992772607951259,0.2063268764226697
Centro-Oeste,Homens,2021,0,0.0145428048460226,0.0143863925678774,0.0165702697591505
Centro-Oeste,Homens,2021,1-4,0.0001446900852824,0.0001338543253744,0.0001615893697694
Centro-Oeste,Homens,2021,5-9,4.396519807605117e-05,3.960610588326167e-05,4.726496233148913e-05
Centro-Oeste,Homens,2021,10-14,6.963897045282047e-05,6.223364230553477e-05,7.669385850681053e-05
Centro-Oeste,Homens,2021,15-19,0.002182341499074,0.0019692827383523,0.0022687679350718
Centro-Oeste,Homens,2021,20-24,0.0030207776101696,0.0028287016186645,0.0031149956355764
Centro-Oeste,Homens,2021,25-29,0.0028523706207336,0.0027111634248871,0.0029896757950615
Centro-Oeste,Homens,2021,30-34,0.0011094064139549,0.0010275104516883,0.0011494505715449
Centro-Oeste,Homens,2021,35-39,0.0013045809813643,0.0012012505533125,0.0014082332403201
Centro-Oeste,Homens,2021,40-44,0.0018077621817562,0.0017528545857739,0.0019207018132779
Centro-Oeste,Homens,2021,45-49,0.0026277174514208,0.0025056294920692,0.00276371523655
Centro-Oeste,Homens,2021,50-54,0.004027513413296,0.0038757667156375,0.0041586527796255
Centro-Oeste,Homens,2021,55-59,0.0063544829001228,0.0060521803436009,0.0067039055296641
Centro-Oeste,Homens,2021,60-64,0.0098134699618235,0.0094953301489109,0.0101018525308787
Centro-Oeste,Homens,2021,65-69,0.0161787462291452,0.0156469625897217,0.0167798119900507
Centro-Oeste,Homens,2021,70-74,0.0246096472270467,0.0240674315258073,0.025853686567277
Centro-Oeste,Homens,2021,75-79,0.0414658862454757,0.0407916931485845,0.0434898294717727
Centro-Oeste,Homens,2021,80-84,0.0688931140253998,0.0675884760578222,0.0725834887876037
Centro-Oeste,Homens,2021,85-89,0.1342225560490915,0.1283766637640555,0.1394963918143145
Centro-Oeste,Homens,2021,90+,0.1985056523052372,0.1909140132762375,0.2051932410195691
Centro-Oeste,Homens,2022,0,0.0145145442728838,0.0146626803121611,0.017106318873519
Centro-Oeste,Homens,2022,1-4,0.000143149613001,0.0001258946481654,0.0001718058244459
Centro-Oeste,Homens,2022,5-9,4.267862223147928e-05,3.751580144413797e-05,4.692731405843689e-05
Centro-Oeste,Homens,2022,10-14,6.862363594026343e-05,5.898778534355663e-05,7.925572484897752e-05
Centro-Oeste,Homens,2022,15-19,0.0021245530235395,0.0018270633091425,0.0022236884720813
Centro-Oeste,Homens,2022,20-24,0.0030183084085955,0.0027605055039247,0.0031533039366347
Centro-Oeste,Homens,2022,25-29,0.0028777612870263,0.0027402038850356,0.0030675251030223
Centro-Oeste,Homens,2022,30-34,0.0011084518692039,0.0009902059354853,0.0011927543833429
Centro-Oeste,Homens,2022,35-39,0.0012979818306051,0.0011700902982737,0.0014457353892101
Centro-Oeste,Homens,2022,40-44,0.0017897611198935,0.0016817597618521,0.0019751117424226
Centro-Oeste,Homens,2022,45-49,0.0025945231901998,0.0023961155043373,0.0028460965433558
Centro-Oeste,Homens,2022,50-54,0.0039665405741393,0.0037705307058512,0.0041318129721733
Centro-Oeste,Homens,2022,55-59,0.0063312531393578,0.0058602364567357,0.0069234826177914
Centro-Oeste,Homens,2022,60-64,0.0096428201331846,0.0092412451286075,0.0100028199379614
Centro-Oeste,Homens,2022,65-69,0.0160545945530405,0.0152474763906977,0.0170676038136997
Centro-Oeste,Homens,2022,70-74,0.0244821017122013,0.0235107513588675,0.0264658420139117
Centro-Oeste,Homens,2022,75-79,0.0412169561618912,0.0399577576498698,0.0443974808188187
Centro-Oeste,Homens,2022,80-84,0.0683443330582612,0.0670491106324701,0.0731673745974177
Centro-Oeste,Homens,2022,85-89,0.1335784013867735,0.127164398703547,0.1400218270127565
Centro-Oeste,Homens,2022,90+,0.1973271443434153,0.1876152479416105,0.2029319088202186
Centro-Oeste,Homens,2023,0,0.0145579399066779,0.0150808679777594,0.0178065485680923
Centro-Oeste,Homens,2023,1-4,0.0001416730874906,0.0001205702902374,0.000179392713713
Centro-Oeste,Homens,2023,5-9,4.143408530683478e-05,3.561000641704202e-05,4.649773358260486e-05
Centro-Oeste,Homens,2023,10-14,6.778666654437436e-05,5.6439139803892e-05,8.190932292874001e-05
Centro-Oeste,Homens,2023,15-19,0.0020773568380116,0.0017238965702744,0.0021755566826439
Centro-Oeste,Homens,2023,20-24,0.0030199172923312,0.002738427887902,0.0031573931314066
Centro-Oeste,Homens,2023,25-29,0.002877236578422,0.0027402038850356,0.0030675251030223
Centro-Oeste,Homens,2023,30-34,0.0011076520721196,0.0009647920904477,0.0012241730375395
Centro-Oeste,Homens,2023,35-39,0.0012917666813473,0.0011458395635529,0.0014763331623788
Centro-Oeste,Homens,2023,40-44,0.0017841363671794,0.001648034308027,0.0020418950368684
Centro-Oeste,Homens,2023,45-49,0.0025591391526443,0.0022947382883898,0.0029134582487773
Centro-Oeste,Homens,2023,50-54,0.0039074272648735,0.0036699006202481,0.004103666120828
Centro-Oeste,Homens,2023,55-59,0.0063127304879513,0.0057277706107087,0.0070836016269311
Centro-Oeste,Homens,2023,60-64,0.0094764421392023,0.0089993470824202,0.0098991850129565
Centro-Oeste,Homens,2023,65-69,0.0158764397149059,0.0147355333824178,0.0172487192931483
Centro-Oeste,Homens,2023,70-74,0.0243586990315414,0.0231264265111937,0.0269056626943846
Centro-Oeste,Homens,2023,75-79,0.0409707539438459,0.0393791377662859,0.0450498380456715
Centro-Oeste,Homens,2023,80-84,0.0678026347399163,0.0665977497790495,0.0736632605501095
Centro-Oeste,Homens,2023,85-89,0.1334269803702648,0.1274552724831526,0.1405816253197406
Centro-Oeste,Homens,2023,90+,0.1975564823198257,0.1876152479416105,0.2029319088202186
Centro-Oeste,Homens,2024,0,0.0146635996863099,0.0156370803883553,0.0186589156165497
Centro-Oeste,Homens,2024,1-4,0.0001402573865597,0.0001163807950628,0.0001858505029019
Centro-Oeste,Homens,2024,5-9,4.0230077621932136e-05,3.384093721594632e-05,4.602044183235956e-05
Centro-Oeste,Homens,2024,10-14,6.704916526544474e-05,5.436255037397917e-05,8.452143624307886e-05
Centro-Oeste,Homens,2024,15-19,0.0020455299540536,0.0016629768110646,0.0021369695512983
Centro-Oeste,Homens,2024,20-24,0.0030237690332488,0.0027296064442257,0.0031558272868784
Centro-Oeste,Homens,2024,25-29,0.0028768168804228,0.0027402038850356,0.0030675251030223
Centro-Oeste,Homens,2024,30-34,0.0011069818498957,0.000944494744373,0.0012504807093777
Centro-Oeste,Homens,2024,35-39,0.0012859116419706,0.0011254639851906,0.0015030609262899
Centro-Oeste,Homens,2024,40-44,0.0017684158465138,0.0015895169604435,0.002094425605844
Centro-Oeste,Homens,2024,45-49,0.0025328187120698,0.0022087766032162,0.0030066310161818
Centro-Oeste,Homens,2024,50-54,0.0038500919535548,0.0035725653015884,0.0040754868895692
Centro-Oeste,Homens,2024,55-59,0.0062979513910098,0.005621383398123,0.0072176619731325
Centro-Oeste,Homens,2024,60-64,0.0093141982060952,0.0087664038756171,0.0097940452984874
Centro-Oeste,Homens,2024,65-69,0.0157751452440969,0.0143467087438434,0.0176200352164496
Centro-Oeste,Homens,2024,70-74,0.0242392877866404,0.022816645954594,0.0272709596414565
Centro-Oeste,Homens,2024,75-79,0.0407272423854762,0.0389115675841208,0.0455911670698036
Centro-Oeste,Homens,2024,80-84,0.0672679063317143,0.0662026112443336,0.0741029288992055
Centro-Oeste,Homens,2024,85-89,0.1335333811950245,0.1281821204199557,0.1414490400740775
Centro-Oeste,Homens,2024,90+,0.1977837890385706,0.1876152479416105,0.2029319088202186
Centro-Oeste,Homens,2025,0,0.0148207428124607,0.0163230838038286,0.0196468474793927
Centro-Oeste,Homens,2025,1-4,0.0001388995700759,0.0001128642052633,0.0001916411582045
Centro-Oeste,Homens,2025,5-9,3.906514836454735e-05,3.218350889360644e-05,4.551709075396799e-05
Centro-Oeste,Homens,2025,10-14,6.63690567854088e-05,5.261500226904948e-05,8.704041881748779e-05
Centro-Oeste,Homens,2025,15-19,0.0020303555893157,0.0016391843241525,0.0021176830055999
Centro-Oeste,Homens,2025,20-24,0.0030288525590875,0.0027256756486346,0.0031538812865601
Centro-Oeste,Homens,2025,25-29,0.0028764811661027,0.0027402038850356,0.0030675251030223
Centro-Oeste,Homens,2025,30-34,0.0011064201499792,0.0009272379720769,0.0012737533270835
Centro-Oeste,Homens,2025,35-39,0.0012803944679852,0.0011076550902271,0.0015272271564088
Centro-Oeste,Homens,2025,40-44,0.0017623712539382,0.0015579408609621,0.0021584599905571
Centro-Oeste,Homens,2025,45-49,0.0025038314446149,0.0021282699044219,0.0030836892944741
Centro-Oeste,Homens,2025,50-54,0.0037944574847763,0.0034779127746243,0.0040478493472211
Centro-Oeste,Homens,2025,55-59,0.0062861530294841,0.0055305987048545,0.0073361397791752
Centro-Oeste,Homens,2025,60-64,0.0091559558582495,0.0085408151982929,0.0096888676302408
Centro-Oeste,Homens,2025,65-69,0.0156191084931636,0.0138624134881602,0.0178665731206556
Centro-Oeste,Homens,2025,70-74,0.0241237230316066,0.0225512825526572,0.0275918599961083
Centro-Oeste,Homens,2025,75-79,0.0404863848844245,0.0385103025345495,0.0460662124638014
Centro-Oeste,Homens,2025,80-84,0.066740037203335,0.065847396955798,0.0745026777175296
Centro-Oeste,Homens,2025,85-89,0.1336650411019431,0.1286884894605145,0.1424310852921358
Centro-Oeste,Homens,2025,90+,0.1980090798863239,0.1876152479416105,0.2029319088202186
Centro-Oeste,Homens,2026,0,0.0150171496723161,0.017124930837293,0.0207477791659899
Centro-Oeste,Homens,2026,1-4,0.0001375968674974,0.0001098051474777,0.0001969800618047
Centro-Oeste,Homens,2026,5-9,3.793790312129164e-05,3.062222097353027e-05,4.499987342883005e-05
Centro-Oeste,Homens,2026,10-14,6.572377435286585e-05,5.110472389927922e-05,8.945205852396623e-05
Centro-Oeste,Homens,2026,15-19,0.0020303139255524,0.0016431057907666,0.0021231413319251
Centro-Oeste,Homens,2026,20-24,0.0030346094269374,0.0027237838213736,0.0031524833512133
Centro-Oeste,Homens,2026,25-29,0.002876212622854,0.0027402038850356,0.0030675251030223
Centro-Oeste,Homens,2026,30-34,0.0011059493581586,0.0009120545578451,0.0012949581094143
Centro-Oeste,Homens,2026,35-39,0.0012751944322533,0.00109170642446,0.0015495383094439
Centro-Oeste,Homens,2026,40-44,0.001748590739987,0.0015105740714483,0.0022072477557832
Centro-Oeste,Homens,2026,45-49,0.0024812721913079,0.0020606335255811,0.0031772394056624
Centro-Oeste,Homens,2026,50-54,0.0037404508072336,0.0033856141564847,0.0040210432153422
Centro-Oeste,Homens,2026,55-59,0.0062767302561483,0.0054504934895306,0.0074439580950896
Centro-Oeste,Homens,2026,60-64,0.0090015876847973,0.0083216563430383,0.0095844444165084
Centro-Oeste,Homens,2026,65-69,0.0155363931557471,0.0135022757582155,0.0182931303227752
Centro-Oeste,Homens,2026,70-74,0.0240118659493267,0.0223162687801068,0.027882431288187
Centro-Oeste,Homens,2026,75-79,0.040248145430613,0.0381543962482379,0.0464959206007606
Centro-Oeste,Homens,2026,80-84,0.0662189187879841,0.0655224261628129,0.0748721877560113
Centro-Oeste,Homens,2026,85-89,0.1336766150721227,0.1288772102329475,0.1430615184123166
Centro-Oeste,Homens,2026,90+,0.1982323701855169,0.1876152479416105,0.2029319088202186
Centro-Oeste,Homens,2027,0,0.0152392106389908,0.0180214888019679,0.021932113862685
Centro-Oeste,Homens,2027,1-4,0.0001363466663769,0.0001070825587823,0.000201988285459
Centro-Oeste,Homens,2027,5-9,3.684700151905028e-05,2.914641105681037e-05,4.4476266498176126e-05
Centro-Oeste,Homens,2027,10-14,6.510115447613522e-05,4.977155375118697e-05,9.17587346992666e-05
Centro-Oeste,Homens,2027,15-19,0.0020419109320953,0.0016642083658742,0.0021531991658072
Centro-Oeste,Homens,2027,20-24,0.0030407307575817,0.002722823131135,0.0031516129067535
Centro-Oeste,Homens,2027,25-29,0.0028759978063061,0.0027402038850356,0.0030675251030223
Centro-Oeste,Homens,2027,30-34,0.0011055547317236,0.0008984006203125,0.0013146389407791
Centro-Oeste,Homens,2027,35-39,0.0012702922070084,0.001077185219379,0.0015704271564126
Centro-Oeste,Homens,2027,40-44,0.0017423821006959,0.0014827277685423,0.0022663327230815
Centro-Oeste,Homens,2027,45-49,0.0024561655237715,0.0019962411972058,0.0032558444714781
Centro-Oeste,Homens,2027,50-54,0.0036880027205244,0.0032954760375667,0.0039952216366096
Centro-Oeste,Homens,2027,55-59,0.0062692022081221,0.0053782862035229,0.0075438984781649
Centro-Oeste,Homens,2027,60-64,0.0088509711177109,0.0081083355492136,0.0094812363469051
Centro-Oeste,Homens,2027,65-69,0.0153985150668457,0.0130561245088184,0.0185822568881276
Centro-Oeste,Homens,2027,70-74,0.0239035835464962,0.0221036828600986,0.0281505952991079
Centro-Oeste,Homens,2027,75-79,0.0400124885952512,0.0378320364282261,0.0468921037814031
Centro-Oeste,Homens,2027,80-84,0.0657044445386468,0.0652213920001832,0.0752177658801454
Centro-Oeste,Homens,2027,85-89,0.1335352560632285,0.1288207330612051,0.1431523392621238
Centro-Oeste,Homens,2027,90+,0.1984536751934356,0.1876152479416105,0.2029319088202186
Centro-Oeste,Homens,2028,0,0.0154721219708249,0.0189831680123132,0.0231629118678979
Centro-Oeste,Homens,2028,1-4,0.0001351465017574,0.0001046204222436,0.0002067418549431
Centro-Oeste,Homens,2028,5-9,3.5791154971735324e-05,2.7748161424172616e-05,4.395111967638467e-05
Centro-Oeste,Homens,2028,10-14,6.449460170688414e-05,4.857497282977813e-05,9.396943997668456e-05
Centro-Oeste,Homens,2028,15-19,0.0020605381875318,0.0016934271331959,0.00220142218248
Centro-Oeste,Homens,2028,20-24,0.0030470455724547,0.002722317980339,0.003151101958738
Centro-Oeste,Homens,2028,25-29,0.0028758259646196,0.0027402038850356,0.0030675251030223
Centro-Oeste,Homens,2028,30-34,0.0011052239276318,0.0008859343743198,0.0013331376093825
Centro-Oeste,Homens,2028,35-39,0.0012656697564509,0.0010638036583093,0.0015901815164978
Centro-Oeste,Homens,2028,40-44,0.0017302453931835,0.0014440083059047,0.0023114954285742
Centro-Oeste,Homens,2028,45-49,0.0024357931915061,0.001941719855231,0.0033460585505495
Centro-Oeste,Homens,2028,50-54,0.0036370476396694,0.0032073767763775,0.0039704650206478
Centro-Oeste,Homens,2028,55-59,0.006263186270975,0.0053122234023613,0.0076377143815343
Centro-Oeste,Homens,2028,60-64,0.0087039882207872,0.0079004443746236,0.0093795220696465
Centro-Oeste,Homens,2028,65-69,0.015331023855172,0.0127297321228516,0.0190477681627353
Centro-Oeste,Homens,2028,70-74,0.0237987483662076,0.0219085410552185,0.0284013357708569
Centro-Oeste,Homens,2028,75-79,0.039779379520072,0.0375357847327003,0.0472622003513055
Centro-Oeste,Homens,2028,80-84,0.0651965098853736,0.0649399141737985,0.075543792384342
Centro-Oeste,Homens,2028,85-89,0.1332936806334796,0.1285806340200612,0.1428899600923442
Centro-Oeste,Homens,2028,90+,0.1986730101013505,0.1876152479416105,0.2029319088202186
Centro-Oeste,Homens,2029,0,0.0157002638837627,0.0199712910902285,0.0243965483550051
Centro-Oeste,Homens,2029,1-4,0.000133994046379,0.0001023673376411,0.0002112921793294
Centro-Oeste,Homens,2029,5-9,3.476912452736027e-05,2.642124877307316e-05,4.342770221428062e-05
Centro-Oeste,Homens,2029,10-14,6.390050718429326e-05,4.74868719538804e-05,9.609507614308964e-05
Centro-Oeste,Homens,2029,15-19,0.0020813333975632,0.0017241712389274,0.0022566040436396
Centro-Oeste,Homens,2029,20-24,0.0030534591841826,0.0027220466400927,0.003150810416047
Centro-Oeste,Homens,2029,25-29,0.002875688498663,0.0027402038850356,0.0030675251030223
Centro-Oeste,Homens,2029,30-34,0.001104946609302,0.0008744244767173,0.0013506854614208
Centro-Oeste,Homens,2029,35-39,0.0012613102388422,0.0010513588771597,0.0016090042562996
Centro-Oeste,Homens,2029,40-44,0.0017240429679398,0.0014195554575961,0.0023656721012355
Centro-Oeste,Homens,2029,45-49,0.0024132156253102,0.0018890528206072,0.0034232032879233
Centro-Oeste,Homens,2029,50-54,0.00358752337597,0.0031212353353573,0.0039468123406476
Centro-Oeste,Homens,2029,55-59,0.0062583776780132,0.0052511155741956,0.0077265953257144
Centro-Oeste,Homens,2029,60-64,0.0085605254889319,0.0076976834184903,0.0092794725136648
Centro-Oeste,Homens,2029,65-69,0.0152081794946416,0.0123233808238286,0.0193655901424131
Centro-Oeste,Homens,2029,70-74,0.0236972382169593,0.0217274668646008,0.0286380292088724
Centro-Oeste,Homens,2029,75-79,0.0395487839067909,0.037260598218846,0.0476112532570454
Centro-Oeste,Homens,2029,80-84,0.0646950121935707,0.0646748037587772,0.0758534561937822
Centro-Oeste,Homens,2029,85-89,0.1330380658345004,0.1282554729165703,0.1425600030007311
Centro-Oeste,Homens,2029,90+,0.19889039003368,0.1876152479416105,0.2029319088202186
Centro-Oeste,Homens,2030,0,0.0159077731655555,0.0209386226979024,0.025584429185359
Centro-Oeste,Homens,2030,1-4,0.0001328871016301,0.0001002866483594,0.0002156759240948
Centro-Oeste,Homens,2030,5-9,3.37797188106968e-05,2.5160566567298868e-05,4.290827683586636e-05
Centro-Oeste,Homens,2030,10-14,6.331686634238756e-05,4.648715479278221e-05,9.814634635396022e-05
Centro-Oeste,Homens,2030,15-19,0.0020999874971371,0.0017516825510698,0.0023066311339067
Centro-Oeste,Homens,2030,20-24,0.0030599191402609,0.0027218990562551,0.0031506464719921
Centro-Oeste,Homens,2030,25-29,0.0028755785306289,0.0027402038850356,0.0030675251030223
Centro-Oeste,Homens,2030,30-34,0.0011047141186106,0.0008637057498696,0.0013674476775769
Centro-Oeste,Homens,2030,35-39,0.0012571979171395,0.0010397015515819,0.0016270447026759
Centro-Oeste,Homens,2030,40-44,0.0017133005067443,0.0013873315107836,0.0024078294571776
Centro-Oeste,Homens,2030,45-49,0.0023942298561109,0.0018438603809139,0.0035090144668602
Centro-Oeste,Homens,2030,50-54,0.0035393709329386,0.0030369946521089,0.0039242778867168
Centro-Oeste,Homens,2030,55-59,0.006254533461891,0.0051941119614937,0.0078113920769055
Centro-Oeste,Homens,2030,60-64,0.00842047365719,0.0074998219494452,0.0091811913020122
Centro-Oeste,Homens,2030,65-69,0.0151532582496746,0.0120305000012642,0.0198595575898975
Centro-Oeste,Homens,2030,70-74,0.0235989359170246,0.0215580474719284,0.0288630884340448
Centro-Oeste,Homens,2030,75-79,0.0393206680067834,0.0370028713530741,0.0479428680359753
Centro-Oeste,Homens,2030,80-84,0.0641998507232689,0.0644236536309194,0.0761491644329658
Centro-Oeste,Homens,2030,85-89,0.1328402820232496,0.1279867797397458,0.1423340011354777
Centro-Oeste,Homens,2030,90+,0.1991058300471842,0.1876152479416105,0.2029319088202186
Centro-Oeste,Homens,2031,0,0.0160792917324081,0.0218315513683293,0.0266756268872796
Centro-Oeste,Homens,2031,1-4,0.000131823589179,9.83511384040434e-05,0.0002199203141051
Centro-Oeste,Homens,2031,5-9,3.282179205700984e-05,2.396178443992753e-05,4.2394436708263946e-05
Centro-Oeste,Homens,2031,10-14,6.27425375112498e-05,4.556102871017219e-05,0.0001001329160001
Centro-Oeste,Homens,2031,15-19,0.0021133903703501,0.0017722593438097,0.0023424827234026
Centro-Oeste,Homens,2031,20-24,0.0030663963780377,0.0027218182079922,0.0031505549931801
Centro-Oeste,Homens,2031,25-29,0.0028754905592293,0.0027402038850356,0.0030675251030223
Centro-Oeste,Homens,2031,30-34,0.0011045192020507,0.0008536554025311,0.0013835470521455
Centro-Oeste,Homens,2031,35-39,0.0012533180773217,0.0010287180025602,0.001644416537153
Centro-Oeste,Homens,2031,40-44,0.0017072178847929,0.0013656458123636,0.0024577248835806
Centro-Oeste,Homens,2031,45-49,0.0023734340051184,0.0017997320490419,0.0035837201139525
Centro-Oeste,Homens,2031,50-54,0.0034925343161431,0.0029546121909578,0.0039028608313928
Centro-Oeste,Homens,2031,55-59,0.006251459789209,0.0051405792579927,0.0078927379500422
Centro-Oeste,Homens,2031,60-64,0.0082837275190013,0.0073066744254537,0.0090847382698011
Centro-Oeste,Homens,2031,65-69,0.0150429603242723,0.0116620020328829,0.0201968471923581
Centro-Oeste,Homens,2031,70-74,0.0235037290532012,0.0213984878400664,0.029078308488083
Centro-Oeste,Homens,2031,75-79,0.0390949986109753,0.036759920630229,0.0482597281970149
Centro-Oeste,Homens,2031,80-84,0.0637109265893466,0.0641845938930799,0.0764327869993374
Centro-Oeste,Homens,2031,85-89,0.1327323242844304,0.1278722031894026,0.1422567965501216
Centro-Oeste,Homens,2031,90+,0.1993193451301918,0.1876152479416105,0.2029319088202186
Centro-Oeste,Homens,2032,0,0.0162008373750396,0.0225941940618091,0.0276200789766211
Centro-Oeste,Homens,2032,1-4,0.0001308015432288,9.653995348067247e-05,0.0002240462125355
Centro-Oeste,Homens,2032,5-9,3.189424223259001e-05,2.282113602288077e-05,4.188731407203115e-05
Centro-Oeste,Homens,2032,10-14,6.217684388928199e-05,4.469730523585364e-05,0.0001020631755856
Centro-Oeste,Homens,2032,15-19,0.0021199932761865,0.0017832910445206,0.0023603419510833
Centro-Oeste,Homens,2032,20-24,0.003072874790939,0.0027217737393424,0.0031505041630317
Centro-Oeste,Homens,2032,25-29,0.0028754201840474,0.0027402038850356,0.0030675251030223
Centro-Oeste,Homens,2032,30-34,0.0011043557819513,0.0008441792223648,0.0013990778005136
Centro-Oeste,Homens,2032,35-39,0.0012496569536521,0.0010183193254306,0.0016612086669063
Centro-Oeste,Homens,2032,40-44,0.0016976624893311,0.0013383049361657,0.0024975120664797
Centro-Oeste,Homens,2032,45-49,0.0023554266404701,0.0017612986452662,0.0036651368030325
Centro-Oeste,Homens,2032,50-54,0.0034469603559081,0.0028740543191671,0.003882550963335
Centro-Oeste,Homens,2032,55-59,0.0062490019386578,0.0050900310094388,0.0079711194080523
Centro-Oeste,Homens,2032,60-64,0.0081501857531883,0.0071180861035178,0.0089901438889941
Centro-Oeste,Homens,2032,65-69,0.0149984922686296,0.0114002350565058,0.0207120477272499
Centro-Oeste,Homens,2032,70-74,0.0234115097530253,0.0212474097248491,0.0292850676197276
Centro-Oeste,Homens,2032,75-79,0.0388717430399413,0.0365296849067704,0.048563894887469
Centro-Oeste,Homens,2032,80-84,0.0632281427226819,0.0639561376721855,0.0767058107662702
Centro-Oeste,Homens,2032,85-89,0.1327054912206525,0.1279083568835848,0.1423079751573484
Centro-Oeste,Homens,2032,90+,0.1995309502018558,0.1876152479416105,0.2029319088202186
Centro-Oeste,Homens,2033,0,0.0162607102810239,0.0231742096827568,0.0283719120847925
Centro-Oeste,Homens,2033,1-4,0.0001298191033438,9.483670279546596e-05,0.0002280700190704
Centro-Oeste,Homens,2033,5-9,3.099600923801712e-05,2.173528070414158e-05,4.138771503094469e-05
Centro-Oeste,Homens,2033,10-14,6.161935973442761e-05,4.3887311305711496e-05,0.0001039442721523
Centro-Oeste,Homens,2033,15-19,0.0021198208585334,0.0017838205627293,0.0023613711616819
Centro-Oeste,Homens,2033,20-24,0.003079345449896,0.0027217492252446,0.0031504759840503
Centro-Oeste,Homens,2033,25-29,0.002875363885142,0.0027402038850356,0.0030675251030223
Centro-Oeste,Homens,2033,30-34,0.001104218765228,0.0008352030615375,0.0014141140735657
Centro-Oeste,Homens,2033,35-39,0.0012462016602039,0.001008434441414,0.0016774921732274
Centro-Oeste,Homens,2033,40-44,0.0016917745506253,0.0013188309963712,0.0025438344819131
Centro-Oeste,Homens,2033,45-49,0.0023359839357803,0.0017235052226067,0.003737261354581
Centro-Oeste,Homens,2033,50-54,0.0034025985419001,0.0027952928426961,0.0038633322546391
Centro-Oeste,Homens,2033,55-59,0.006247036353999,0.0050420839980793,0.0080469196773652
Centro-Oeste,Homens,2033,60-64,0.0080197507592145,0.0069339238454905,0.0088974184938651
Centro-Oeste,Homens,2033,65-69,0.0148987452670997,0.0110662682837823,0.0210623585313538
Centro-Oeste,Homens,2033,70-74,0.0233221744696031,0.0211037276652985,0.0294844512945319
Centro-Oeste,Homens,2033,75-79,0.0386508691342077,0.0363105404022699,0.0488569918915311
Centro-Oeste,Homens,2033,80-84,0.0627514038322107,0.0637370795451959,0.076969441157104
Centro-Oeste,Homens,2033,85-89,0.1327261630056989,0.1280223663169764,0.1424351110117831
Centro-Oeste,Homens,2033,90+,0.1997406601114411,0.1876152479416105,0.2029319088202186
Centro-Oeste,Homens,2034,0,0.0162503267655711,0.0235294144816478,0.0288925977702543
Centro-Oeste,Homens,2034,1-4,0.0001288745078001,9.322823149508872e-05,0.0002320048974636
Centro-Oeste,Homens,2034,5-9,3.0126073190287875e-05,2.0701210084456064e-05,4.089620972939228e-05
Centro-Oeste,Homens,2034,10-14,6.106979546490284e-05,4.312417564346772e-05,0.0001057822455477
Centro-Oeste,Homens,2034,15-19,0.0021141643405058,0.0017749644959051,0.0023499126768346
Centro-Oeste,Homens,2034,20-24,0.0030858034024473,0.002721735694484,0.0031504603820064
Centro-Oeste,Homens,2034,25-29,0.0028753188468114,0.0027402038850356,0.0030675251030223
Centro-Oeste,Homens,2034,30-34,0.0011041038834305,0.0008266673287569,0.0014287154656466
Centro-Oeste,Homens,2034,35-39,0.001242940128049,0.0009990054694139,0.0016933249397258
Centro-Oeste,Homens,2034,40-44,0.0016832351968745,0.0012952084700567,0.0025817731496779
Centro-Oeste,Homens,2034,45-49,0.0023187454987304,0.0016901019162631,0.0038146989653687
Centro-Oeste,Homens,2034,50-54,0.0033594008687078,0.0027183028188639,0.0038451851447322
Centro-Oeste,Homens,2034,55-59,0.0062454643314302,0.0049964299853019,0.0081204470052727
Centro-Oeste,Homens,2034,60-64,0.0078923285002762,0.0067540700425051,0.0088065583847724
Centro-Oeste,Homens,2034,65-69,0.0148630293196644,0.0108324613069784,0.0215936205993684
Centro-Oeste,Homens,2034,70-74,0.0232356237782694,0.0209665687208821,0.029677332457605
Centro-Oeste,Homens,2034,75-79,0.0384323452447529,0.0361011809087881,0.0491403254209057
Centro-Oeste,Homens,2034,80-84,0.062280616367866,0.0635264261760262,0.0772246715082235
Centro-Oeste,Homens,2034,85-89,0.1327564177067922,0.1281364153072858,0.1425704806168966
Centro-Oeste,Homens,2034,90+,0.19994848963764,0.1876152479416105,0.2029319088202186
Centro-Oeste,Homens,2035,0,0.0161648671367988,0.0236336841136956,0.0291538889791697
