Local,Sexo,Ano,faixa_etaria,previsao,Limite Inferior,Limite Superior
Acre,Ambos,2020,0,0.0136673537909924,0.0108969243797316,0.0180219815151126
Acre,Ambos,2020,1-4,0.0001990370989397,0.0001783681786793,0.0002258344617165
Acre,Ambos,2020,5-9,5.267615458196342e-05,4.844585807722467e-05,6.31933454120811e-05
Acre,Ambos,2020,10-14,7.899632033886629e-05,7.086611774985626e-05,8.979512798404512e-05
Acre,Ambos,2020,15-19,0.0011161549511559,0.0010145981532779,0.0012382950819963
Acre,Ambos,2020,20-24,0.0004669056839111,0.000423265430089,0.0005066186761572
Acre,Ambos,2020,25-29,0.0005477914384491,0.000484353564689,0.0006012782898482
Acre,Ambos,2020,30-34,0.0006027924559993,0.0005404299413644,0.0006498587971649
Acre,Ambos,2020,35-39,0.0008066005576933,0.0007324305789106,0.0008767546326481
Acre,Ambos,2020,40-44,0.00111665188096,0.0010555796718827,0.0012504591833194
Acre,Ambos,2020,45-49,0.0018816496652479,0.0018158307727279,0.0020917315753086
Acre,Ambos,2020,50-54,0.0027550104885068,0.0026357348879818,0.0029081971664784
Acre,Ambos,2020,55-59,0.0047903152757738,0.0044810722224561,0.0050746771717212
Acre,Ambos,2020,60-64,0.0071097347223743,0.0067427560741138,0.0075403939740773
Acre,Ambos,2020,65-69,0.0199106246789817,0.0185922715279264,0.0203466667072405
Acre,Ambos,2020,70-74,0.0187780092908784,0.0182171467429253,0.0195762789071102
Acre,Ambos,2020,75-79,0.0453575373322751,0.0447169733972196,0.0469822553411897
Acre,Ambos,2020,80-84,0.074772244858701,0.0741707769444067,0.077246991757498
Acre,Ambos,2020,85-89,0.1274858770280759,0.1235586624781577,0.1309520655056859
Acre,Ambos,2020,90+,0.1920233896583526,0.1893831425956194,0.1982227462799903
Acre,Ambos,2021,0,0.0136835552404238,0.0107515505938347,0.0189378771850262
Acre,Ambos,2021,1-4,0.0002036463534388,0.0001702820288432,0.0002679600143584
Acre,Ambos,2021,5-9,5.210685849944602e-05,4.1419858949291255e-05,7.391266478445743e-05
Acre,Ambos,2021,10-14,7.755720611833874e-05,6.4222521622946e-05,9.359227495310058e-05
Acre,Ambos,2021,15-19,0.0011364037333876,0.0010092993555396,0.0013591149319111
Acre,Ambos,2021,20-24,0.0004544170730757,0.0003767625282752,0.0005226307867645
Acre,Ambos,2021,25-29,0.0005468841761058,0.0004631401921232,0.0006288188364645
Acre,Ambos,2021,30-34,0.0005928912059647,0.0004898534577834,0.0006844178666107
Acre,Ambos,2021,35-39,0.0008093730825713,0.0007005876989685,0.0009661563392924
Acre,Ambos,2021,40-44,0.0011018457307478,0.0009846735837664,0.0013405044037466
Acre,Ambos,2021,45-49,0.0018632350558837,0.0017155363369111,0.0022140192889051
Acre,Ambos,2021,50-54,0.0027267777636256,0.0025156184883227,0.0030470585065475
Acre,Ambos,2021,55-59,0.0047656375457293,0.0043670955622052,0.0052071209731399
Acre,Ambos,2021,60-64,0.0070006449959416,0.006379118539474,0.007836797387335
Acre,Ambos,2021,65-69,0.0198848647625803,0.0180829440916058,0.0209819661617043
Acre,Ambos,2021,70-74,0.0186117895451922,0.0175857126253632,0.0201769986659243
Acre,Ambos,2021,75-79,0.0456421450299052,0.0452424378780379,0.048420499096949
Acre,Ambos,2021,80-84,0.0751863767700227,0.0734119295422335,0.0810818368324493
Acre,Ambos,2021,85-89,0.1280945680679978,0.1226634146953145,0.1343782173905426
Acre,Ambos,2021,90+,0.1935119200760854,0.1911511896887464,0.2020498003732354
Acre,Ambos,2022,0,0.0135277362309914,0.0100658877489313,0.0198770352327102
Acre,Ambos,2022,1-4,0.0002025020272155,0.0001581599065227,0.000290698165773
Acre,Ambos,2022,5-9,5.156702019651553e-05,3.756139159626114e-05,8.15051915218132e-05
Acre,Ambos,2022,10-14,7.728198396471462e-05,5.832186977518855e-05,0.0001030613105632
Acre,Ambos,2022,15-19,0.0011476931405379,0.0010122308209113,0.0014312648420495
Acre,Ambos,2022,20-24,0.0004596975376287,0.0003604379125575,0.0005847212119849
Acre,Ambos,2022,25-29,0.0005461510767818,0.0004474947433852,0.0006508037797009
Acre,Ambos,2022,30-34,0.0005867969081142,0.0004527400787575,0.0007230763783872
Acre,Ambos,2022,35-39,0.0008019936153855,0.0006303822105211,0.0010737568381477
Acre,Ambos,2022,40-44,0.0010873995180497,0.0009396801127358,0.0014046899984472
Acre,Ambos,2022,45-49,0.001845300084281,0.0016509324495435,0.0023006577402693
Acre,Ambos,2022,50-54,0.0026990832733137,0.0024401648624095,0.0031412782035297
Acre,Ambos,2022,55-59,0.0047412093830061,0.0042816078010596,0.0053110877809869
Acre,Ambos,2022,60-64,0.0069236750651179,0.0059753629293628,0.0083663302076957
Acre,Ambos,2022,65-69,0.0205025558020884,0.0188099781370987,0.0229820812643806
Acre,Ambos,2022,70-74,0.0184564218838121,0.0170161284861855,0.0207863735944616
Acre,Ambos,2022,75-79,0.0460692325329729,0.0462435726462619,0.0499999729644979
Acre,Ambos,2022,80-84,0.0755216945772795,0.0731707149844103,0.084145163369521
Acre,Ambos,2022,85-89,0.1279058585444647,0.1214477729740489,0.134858826639922
Acre,Ambos,2022,90+,0.1942364977426965,0.1922575122957873,0.2034153149621522
Acre,Ambos,2023,0,0.0134701674225116,0.009752867194232,0.0206895032744863
Acre,Ambos,2023,1-4,0.0001960575170128,0.000145652195013,0.000285080759266
Acre,Ambos,2023,5-9,5.105488875120895e-05,3.475487016533148e-05,8.80867811114646e-05
Acre,Ambos,2023,10-14,7.704587690298082e-05,5.4315526691084766e-05,0.0001106631032461
Acre,Ambos,2023,15-19,0.0011436065410755,0.0010122308209113,0.0014312648420495
Acre,Ambos,2023,20-24,0.0004512054497656,0.0003369786787592,0.0005924475814168
Acre,Ambos,2023,25-29,0.0005455585377262,0.0004347163489867,0.0006699340034449
Acre,Ambos,2023,30-34,0.0005827502620528,0.0004242171355228,0.0007623065268132
Acre,Ambos,2023,35-39,0.0007951091344012,0.0005852458383687,0.0011565689615233
Acre,Ambos,2023,40-44,0.0010733023835478,0.0009048417718824,0.0014587735423713
Acre,Ambos,2023,45-49,0.0018278294459783,0.0016004717548504,0.002373194331682
Acre,Ambos,2023,50-54,0.0026719142621808,0.0023812976076493,0.00321893267431
Acre,Ambos,2023,55-59,0.0047170276408001,0.0042108396947364,0.0054003468441509
Acre,Ambos,2023,60-64,0.006848806168111,0.0057049497120612,0.008762892185716
Acre,Ambos,2023,65-69,0.0211349517619038,0.0200051469292051,0.0245987031461632
Acre,Ambos,2023,70-74,0.0183084488530902,0.0165121372758024,0.0213782366493348
Acre,Ambos,2023,75-79,0.0465747947024073,0.0475564965481639,0.0516417578812627
Acre,Ambos,2023,80-84,0.0757035075543165,0.073252160028129,0.0862252287980117
Acre,Ambos,2023,85-89,0.1279214411095066,0.1214477729740489,0.134858826639922
Acre,Ambos,2023,90+,0.1941272887936123,0.1917574121626142,0.2029969581054252
Acre,Ambos,2024,0,0.0133791513093232,0.009367089972588,0.0214534309864191
Acre,Ambos,2024,1-4,0.0001943248122911,0.0001413484033397,0.000290700834939
Acre,Ambos,2024,5-9,5.0568835963409255e-05,3.252118625266087e-05,9.41368128664926e-05
Acre,Ambos,2024,10-14,7.684323248962585e-05,5.119661896982881e-05,0.0001174046496895
Acre,Ambos,2024,15-19,0.0011397543106349,0.0010122308209113,0.0014312648420495
Acre,Ambos,2024,20-24,0.000453923802972,0.0003281860086308,0.0006351626654063
Acre,Ambos,2024,25-29,0.0005450794978423,0.0004237610535514,0.0006872534774838
Acre,Ambos,2024,30-34,0.0005798556880839,0.000401345694785,0.0008007016396712
Acre,Ambos,2024,35-39,0.0007886830823778,0.0005507396211076,0.0012290329361068
Acre,Ambos,2024,40-44,0.0010595438567508,0.0008758460222299,0.0015070676626418
Acre,Ambos,2024,45-49,0.0018108084254852,0.0015581864441589,0.0024375969183593
Acre,Ambos,2024,50-54,0.0026452583343533,0.0023318560579407,0.0032871825992894
Acre,Ambos,2024,55-59,0.004693089219766,0.0041494615845027,0.0054802278259717
Acre,Ambos,2024,60-64,0.0067759677187982,0.0054924660122055,0.0091018968554581
Acre,Ambos,2024,65-69,0.0212939438918951,0.0203430057187595,0.0251271929149471
Acre,Ambos,2024,70-74,0.0181657129989611,0.0160672093321147,0.0219428092419413
Acre,Ambos,2024,75-79,0.0470859986049412,0.048997277048972,0.0532348401727906
Acre,Ambos,2024,80-84,0.0757237381968377,0.0734563970016505,0.087451248936333
Acre,Ambos,2024,85-89,0.1279368606432158,0.1214477729740489,0.134858826639922
Acre,Ambos,2024,90+,0.1933404229229874,0.1894840751930145,0.2016403765334837
Acre,Ambos,2025,0,0.0133165188828604,0.0090764946648931,0.0221842868610096
Acre,Ambos,2025,1-4,0.0001972768281771,0.0001411441626329,0.0003163557586677
Acre,Ambos,2025,5-9,5.0107346258135215e-05,3.065790612884503e-05,9.98579927049539e-05
Acre,Ambos,2025,10-14,7.66692392007645e-05,4.861690112072472e-05,0.0001236343190728
Acre,Ambos,2025,15-19,0.0011361223264431,0.0010122308209113,0.0014312648420495
Acre,Ambos,2025,20-24,0.0004480172360427,0.0003122114104055,0.0006450731311895
Acre,Ambos,2025,25-29,0.0005446921441328,0.0004140945291078,0.0007032965442126
Acre,Ambos,2025,30-34,0.0005776469591419,0.0003823425176251,0.0008377917470864
Acre,Ambos,2025,35-39,0.000782681983578,0.0005224628026347,0.0012955507873589
Acre,Ambos,2025,40-44,0.0010461138400595,0.0008507607700002,0.0015515045412874
Acre,Ambos,2025,45-49,0.0017942228698597,0.0015213911353711,0.0024965509289797
Acre,Ambos,2025,50-54,0.0026191034418552,0.002288695629945,0.0033491725761127
Acre,Ambos,2025,55-59,0.0046693910671924,0.0040947419301625,0.0055534622712536
Acre,Ambos,2025,60-64,0.0067050919867951,0.0053144145924155,0.0094068421138342
Acre,Ambos,2025,65-69,0.0209675623743395,0.0196565698552561,0.0246426294064738
Acre,Ambos,2025,70-74,0.0180268631427115,0.0156724763584812,0.0224778391296279
Acre,Ambos,2025,75-79,0.0475282508840537,0.0503489006706429,0.0546733656856157
Acre,Ambos,2025,80-84,0.0756086074761589,0.0736461968805717,0.088073322984109
Acre,Ambos,2025,85-89,0.1279521188317285,0.1214477729740489,0.134858826639922
Acre,Ambos,2025,90+,0.1921881858615593,0.1862498090285801,0.1998237256407457
Acre,Ambos,2026,0,0.0132511808212733,0.0087913190462279,0.0228819055206748
Acre,Ambos,2026,1-4,0.0001968456676771,0.000135981463684,0.0003323461000048
Acre,Ambos,2026,5-9,4.96690075399912e-05,2.9057360837603205e-05,0.0001053582630558
Acre,Ambos,2026,10-14,7.651979516857605e-05,4.640705409876096e-05,0.0001295215545316
Acre,Ambos,2026,15-19,0.0011326973882493,0.0010122308209113,0.0014312648420495
Acre,Ambos,2026,20-24,0.0004492024009844,0.0003051222867998,0.0006784187532502
Acre,Ambos,2026,25-29,0.0005443788807743,0.0004053999854779,0.0007183800082446
Acre,Ambos,2026,30-34,0.0005758751999189,0.0003661000226129,0.0008735140647491
Acre,Ambos,2026,35-39,0.0007770751420616,0.0004983773118946,0.0013581618597772
Acre,Ambos,2026,40-44,0.0010330025935622,0.0008285230175163,0.0015931472643409
Acre,Ambos,2026,45-49,0.0017780591636263,0.0014886043781486,0.0025515378604999
Acre,Ambos,2026,50-54,0.0025934378734101,0.0022501028853352,0.00340661605742
Acre,Ambos,2026,55-59,0.0046459301761933,0.0040450591401648,0.0056216717761571
Acre,Ambos,2026,60-64,0.0066361139631862,0.0051597956710545,0.0096887284028488
Acre,Ambos,2026,65-69,0.0205047611591446,0.0188213741986002,0.0237258361114722
Acre,Ambos,2026,70-74,0.017891049044563,0.0153195145809386,0.0229844154328504
Acre,Ambos,2026,75-79,0.0478335713409583,0.0513860278624154,0.0558684450530248
Acre,Ambos,2026,80-84,0.0753962117833488,0.0737592298052396,0.0883282362762699
Acre,Ambos,2026,85-89,0.1279672173441543,0.1214477729740489,0.134858826639922
Acre,Ambos,2026,90+,0.1910351386237148,0.1831909181485972,0.1978672952290464
Acre,Ambos,2027,0,0.0131969370215891,0.0085422320909497,0.0235600893181971
Acre,Ambos,2027,1-4,0.0001926285951106,0.000128215233308,0.0003294145766984
Acre,Ambos,2027,5-9,4.925250289876691e-05,2.7654432813217693e-05,0.0001107030162466
Acre,Ambos,2027,10-14,7.639139895125218e-05,4.446985267188791e-05,0.0001351637057919
Acre,Ambos,2027,15-19,0.0011294671507323,0.0010122308209113,0.0014312648420495
Acre,Ambos,2027,20-24,0.0004449893645951,0.0002932890771137,0.0006905250965426
Acre,Ambos,2027,25-29,0.0005441255051938,0.0003974714182055,0.0007327098884832
Acre,Ambos,2027,30-34,0.0005744030776527,0.0003519076736739,0.0009079706538497
Acre,Ambos,2027,35-39,0.0007718343739795,0.0004773440905332,0.0014180064892521
Acre,Ambos,2027,40-44,0.0010202007205228,0.0008084743585473,0.0016326543264933
Acre,Ambos,2027,45-49,0.001762304204961,0.0014589067268664,0.0026034772052004
Acre,Ambos,2027,50-54,0.0025682502436456,0.0022150223177754,0.0034605685638672
Acre,Ambos,2027,55-59,0.004622703584915,0.0039993573469661,0.0056859122128366
Acre,Ambos,2027,60-64,0.0065689712333841,0.0050224134312269,0.0099537522006006
Acre,Ambos,2027,65-69,0.020241246116911,0.0184127330191176,0.0232123150786469
Acre,Ambos,2027,70-74,0.0177577320840392,0.0150011387031468,0.0234649752778737
Acre,Ambos,2027,75-79,0.0479491342714179,0.0519317624868589,0.0567357422024793
Acre,Ambos,2027,80-84,0.0751232894192592,0.0737903596303465,0.0883874543869707
Acre,Ambos,2027,85-89,0.127982157832739,0.1214477729740489,0.134858826639922
Acre,Ambos,2027,90+,0.1901972674369696,0.1810956354224407,0.1962162093406567
Acre,Ambos,2028,0,0.0131460992351138,0.0083083596394149,0.0242178276796138
Acre,Ambos,2028,1-4,0.0001911906154459,0.0001248032779719,0.0003341512998972
Acre,Ambos,2028,5-9,4.885660307770524e-05,2.6406316730446477e-05,0.0001159353336575
Acre,Ambos,2028,10-14,7.628105826383628e-05,4.274350208638446e-05,0.0001406226925058
Acre,Ambos,2028,15-19,0.0011264200615835,0.0010122308209113,0.0014312648420495
Acre,Ambos,2028,20-24,0.0004452762217716,0.000286961342102,0.0007181600775114
Acre,Ambos,2028,25-29,0.0005439205480658,0.000390166012552,0.0007464290141266
Acre,Ambos,2028,30-34,0.0005731512886092,0.0003392929972426,0.000941317566192
Acre,Ambos,2028,35-39,0.0007669337695631,0.0004586516944591,0.0014757974015161
Acre,Ambos,2028,40-44,0.0010076991535272,0.0007901738377933,0.0016704667716098
Acre,Ambos,2028,45-49,0.0017469453830714,0.0014316813785146,0.0026529858127845
Acre,Ambos,2028,50-54,0.002543529482686,0.0021827493324982,0.0035117347045488
Acre,Ambos,2028,55-59,0.0045997083757593,0.0039569036178781,0.0057469165185923
Acre,Ambos,2028,60-64,0.0065036038566979,0.0048983728418428,0.0102058092002193
Acre,Ambos,2028,65-69,0.0202702809198134,0.0185027858437705,0.0234156514515786
Acre,Ambos,2028,70-74,0.0176265676806626,0.0147114783830086,0.0239223486877889
Acre,Ambos,2028,75-79,0.0478443890642847,0.0519126445276466,0.0571832070325209
Acre,Ambos,2028,80-84,0.0748190749428345,0.0737638402550927,0.0883563682741689
Acre,Ambos,2028,85-89,0.1279969419330272,0.1214477729740489,0.134858826639922
Acre,Ambos,2028,90+,0.1898709477393431,0.18023462342853,0.1953594329900952
Acre,Ambos,2029,0,0.0131014516259079,0.0080941423815498,0.024861480724643
Acre,Ambos,2029,1-4,0.0001930742840725,0.0001245178816826,0.0003538406846049
Acre,Ambos,2029,5-9,4.848015962604561e-05,2.5283169987403e-05,0.000121085335244
Acre,Ambos,2029,10-14,7.618621343631873e-05,4.118591690596783e-05,0.0001459407254133
Acre,Ambos,2029,15-19,0.0011235453047205,0.0010122308209113,0.0014312648420495
Acre,Ambos,2029,20-24,0.0004421891438684,0.0002777097868545,0.0007318467305823
Acre,Ambos,2029,25-29,0.0005437547436143,0.0003833799856966,0.000759641182467
Acre,Ambos,2029,30-34,0.0005720712491504,0.0003279302054099,0.000973716104361
Acre,Ambos,2029,35-39,0.0007623494811004,0.000441821493061,0.0015320145129366
Acre,Ambos,2029,40-44,0.0009954891412543,0.000773309211048,0.0017068969325671
Acre,Ambos,2029,45-49,0.0017319705567049,0.0014064909401823,0.0027005011228937
Acre,Ambos,2029,50-54,0.0025192648261167,0.0021527859907938,0.0035606124325085
Acre,Ambos,2029,55-59,0.0045769416746203,0.0039171646535373,0.0058052179974013
Acre,Ambos,2029,60-64,0.006439954252218,0.0047850383313398,0.010447535636145
Acre,Ambos,2029,65-69,0.0204590313457917,0.0188939398419253,0.0239839949146411
Acre,Ambos,2029,70-74,0.0174973321919346,0.0144458210956861,0.0243593142281426
Acre,Ambos,2029,75-79,0.0475151903347612,0.0513641181435936,0.0571351402284378
Acre,Ambos,2029,80-84,0.0745037732244842,0.0737097921969766,0.0882930240989535
Acre,Ambos,2029,85-89,0.1280115712640221,0.1214477729740489,0.134858826639922
Acre,Ambos,2029,90+,0.1901023627373554,0.1804597861780125,0.1956287574866507
Acre,Ambos,2030,0,0.0130608316796362,0.0078936183345477,0.0254916987894244
Acre,Ambos,2030,1-4,0.0001929944180302,0.0001214422440949,0.0003674380804678
Acre,Ambos,2030,5-9,4.812209866628832e-05,2.426325441929453e-05,0.0001261750378273
Acre,Ambos,2030,10-14,7.610467301278381e-05,3.9766956885502446e-05,0.0001511480704694
Acre,Ambos,2030,15-19,0.001120832748146,0.0010122308209113,0.0014312648420495
Acre,Ambos,2030,20-24,0.0004419676237233,0.0002719145222164,0.0007557669254992
Acre,Ambos,2030,25-29,0.0005436206038373,0.0003770351397674,0.0007724246058599
Acre,Ambos,2030,30-34,0.0005711310498213,0.0003175867177302,0.0010053134407365
Acre,Ambos,2030,35-39,0.0007580595337003,0.0004265138096083,0.0015869987901256
Acre,Ambos,2030,40-44,0.0009835622358428,0.0007576499255234,0.0017421754509281
Acre,Ambos,2030,45-49,0.0017173680337239,0.0013830120330405,0.0027463465611253
Acre,Ambos,2030,50-54,0.002495445805306,0.0021247650551664,0.0036075689995827
Acre,Ambos,2030,55-59,0.0045544006501377,0.0038797381150564,0.0058612189927653
Acre,Ambos,2030,60-64,0.0063779670906518,0.0046805295053151,0.0106808125664958
Acre,Ambos,2030,65-69,0.0206020341340103,0.0192324284208573,0.0244170139691488
Acre,Ambos,2030,70-74,0.017369877432059,0.0142004036269141,0.0247784098855079
Acre,Ambos,2030,75-79,0.0469839427391473,0.0503952655099566,0.0565746520424286
Acre,Ambos,2030,80-84,0.0741895308659706,0.0736514293986714,0.0882268477007215
Acre,Ambos,2030,85-89,0.1280260474283446,0.1214477729740489,0.134858826639922
Acre,Ambos,2030,90+,0.1907956954420308,0.1814235471269605,0.1970061963436099
Acre,Ambos,2031,0,0.013024552898451,0.0077064684164863,0.0261114264767893
Acre,Ambos,2031,1-4,0.0001902339422063,0.0001161940239598,0.000367302900287
Acre,Ambos,2031,5-9,4.778141521439144e-05,2.3330187252269827e-05,0.0001312211041457
Acre,Ambos,2031,10-14,7.603455940890827e-05,3.846419350418717e-05,0.0001562672823123
Acre,Ambos,2031,15-19,0.0011182728960167,0.0010122308209113,0.0014312648420495
Acre,Ambos,2031,20-24,0.0004396426329566,0.000264377205223,0.0007704831317268
Acre,Ambos,2031,25-29,0.0005435120758318,0.0003710708384666,0.0007848399350987
Acre,Ambos,2031,30-34,0.0005703081651462,0.0003080911127524,0.0010362367529379
Acre,Ambos,2031,35-39,0.0007540436560808,0.0004124776469587,0.001641002524242
Acre,Ambos,2031,40-44,0.0009719102808213,0.000743020099265,0.001776478297528
Acre,Ambos,2031,45-49,0.0017031265516876,0.0013609976646769,0.0027907691666974
Acre,Ambos,2031,50-54,0.0024720622380704,0.0020984065390989,0.0036528844066363
Acre,Ambos,2031,55-59,0.0045320825129631,0.003844311625767,0.0059152318859688
Acre,Ambos,2031,60-64,0.0063175891917643,0.0045834499053724,0.010907037114223
Acre,Ambos,2031,65-69,0.0205829864070732,0.0192643915575668,0.0244754165976648
Acre,Ambos,2031,70-74,0.0172441023616215,0.013972216805615,0.0251818705678796
Acre,Ambos,2031,75-79,0.0462957254180479,0.0491503410623634,0.0555643815544538
Acre,Ambos,2031,80-84,0.0738824039339832,0.0736018062096059,0.088171171937396
Acre,Ambos,2031,85-89,0.1280403720123915,0.1214477729740489,0.134858826639922
Acre,Ambos,2031,90+,0.1917521622569752,0.1827736695679954,0.1990647527631603
Acre,Ambos,2032,0,0.0129918134983726,0.0075303746990195,0.0267216972919077
Acre,Ambos,2032,1-4,0.000189086997818,0.0001133401096193,0.0003719608027672
Acre,Ambos,2032,5-9,4.745716799792787e-05,2.247128130017276e-05,0.0001362365026623
Acre,Ambos,2032,10-14,7.59742629396441e-05,3.7260425005825616e-05,0.0001613156892241
Acre,Ambos,2032,15-19,0.0011158568445339,0.0010122308209113,0.0014312648420495
Acre,Ambos,2032,20-24,0.0004391504585497,0.0002590386535924,0.0007919136302279
Acre,Ambos,2032,25-29,0.0005434242657152,0.0003654389524134,0.0007969353140719
Acre,Ambos,2032,30-34,0.0005695856215455,0.0002993133995255,0.001066593217468
Acre,Ambos,2032,35-39,0.0007502831289876,0.0003995215739397,0.0016942184446212
Acre,Ambos,2032,40-44,0.0009605253995763,0.0007292819964679,0.0018099432971572
Acre,Ambos,2032,45-49,0.0016892352593864,0.0013402541932441,0.0028339626283009
Acre,Ambos,2032,50-54,0.0024491042196704,0.0020734912249276,0.0036967778856877
Acre,Ambos,2032,55-59,0.0045099845150411,0.0038106369280129,0.0059675049392852
Acre,Ambos,2032,60-64,0.006258769427104,0.0044927293636795,0.0111272801125536
Acre,Ambos,2032,65-69,0.0204344125992797,0.0190484234549407,0.0242320514296353
Acre,Ambos,2032,70-74,0.0171199354592396,0.0137588421415274,0.0255716262714399
Acre,Ambos,2032,75-79,0.0455113399902623,0.0477800536795147,0.0542378201950845
Acre,Ambos,2032,80-84,0.0735844242171564,0.0735656663569515,0.0881304116712197
Acre,Ambos,2032,85-89,0.1280545465864917,0.1214477729740489,0.134858826639922
Acre,Ambos,2032,90+,0.192728804635442,0.1841901132284233,0.2011528293356248
Acre,Ambos,2033,0,0.012962420141573,0.0073644036820833,0.0273240858076236
Acre,Ambos,2033,1-4,0.0001902797410954,0.0001127015439461,0.0003877875872321
Acre,Ambos,2033,5-9,4.714847472323805e-05,2.1676490179367325e-05,0.0001412315623552
Acre,Ambos,2033,10-14,7.592240284035097e-05,3.614213183795202e-05,0.0001663069376923
Acre,Ambos,2033,15-19,0.0011135762413075,0.0010122308209113,0.0014312648420495
Acre,Ambos,2033,20-24,0.0004373521667242,0.0002526941118267,0.0008072572702122
Acre,Ambos,2033,25-29,0.0005433532160152,0.0003601005322844,0.0008087497066226
Acre,Ambos,2033,30-34,0.0005689499443177,0.000291152522403,0.0010964722311509
Acre,Ambos,2033,35-39,0.0007467606491625,0.0003874958209576,0.0017467976231758
Acre,Ambos,2033,40-44,0.0009493999843313,0.0007163254104956,0.0018426807455434
Acre,Ambos,2033,45-49,0.0016756836992769,0.0013206265134268,0.0028760820981322
Acre,Ambos,2033,50-54,0.0024265621141227,0.0020498436934287,0.0037394248703222
Acre,Ambos,2033,55-59,0.0044881039489043,0.0037785128641303,0.0060182393149966
Acre,Ambos,2033,60-64,0.0062014586277098,0.0044075267371223,0.011342383370837
Acre,Ambos,2033,65-69,0.0202714944578839,0.0188152814865631,0.0239422486448133
Acre,Ambos,2033,70-74,0.0169973237413924,0.0135583217556927,0.0259493270085864
Acre,Ambos,2033,75-79,0.0446988501597116,0.0464213409665767,0.0527733255581032
Acre,Ambos,2033,80-84,0.0732953255704864,0.0735426782183009,0.0881041572592035
Acre,Ambos,2033,85-89,0.1280685727050612,0.1214477729740489,0.134858826639922
Acre,Ambos,2033,90+,0.1935031286264808,0.1853479695644755,0.2026937387177269
Acre,Ambos,2034,0,0.0129359477919449,0.0072073246526593,0.0279195157493354
Acre,Ambos,2034,1-4,0.0001903584207042,0.0001105486065475,0.0003999356298584
Acre,Ambos,2034,5-9,4.685450774790697e-05,2.0937709603225507e-05,0.0001462146714275
Acre,Ambos,2034,10-14,7.587779415225045e-05,3.509847157674186e-05,0.0001712519974866
Acre,Ambos,2034,15-19,0.0011114232478794,0.0010122308209113,0.0014312648420495
Acre,Ambos,2034,20-24,0.0004367325996873,0.0002477702044888,0.0008269877531833
Acre,Ambos,2034,25-29,0.0005432957260493,0.0003550235387718,0.0008203151665907
Acre,Ambos,2034,30-34,0.0005683900258417,0.0002835282148723,0.0011259482088676
Acre,Ambos,2034,35-39,0.0007434602070556,0.0003762807291282,0.0017988610252756
Acre,Ambos,2034,40-44,0.0009385266856111,0.0007040605630804,0.0018747805101505
Acre,Ambos,2034,45-49,0.0016624617907681,0.0013019881403922,0.0029172541079429
Acre,Ambos,2034,50-54,0.002404426545818,0.0020273209965678,0.0037809683229427
Acre,Ambos,2034,55-59,0.0044664381469813,0.0037477737571825,0.0060676006946595
Acre,Ambos,2034,60-64,0.0061456094965177,0.0043271669685759,0.0115530226132755
Acre,Ambos,2034,65-69,0.0201851030784129,0.0187259586889675,0.0238302037782563
Acre,Ambos,2034,70-74,0.0168762259211438,0.0133690572408001,0.0263163773101145
Acre,Ambos,2034,75-79,0.0439252587244058,0.0451851573844719,0.0513629830800848
Acre,Ambos,2034,80-84,0.0730137890875821,0.07353018622176,0.0880896910827812
Acre,Ambos,2034,85-89,0.1280824519067565,0.1214477729740489,0.134858826639922
Acre,Ambos,2034,90+,0.1939277325886658,0.1859470648578606,0.2033892027161722
Acre,Ambos,2035,0,0.0129121383214995,0.0070583154400594,0.0285089690200326
Acre,Ambos,2035,1-4,0.0001885545930346,0.0001068209213835,0.0004020384779457
Acre,Ambos,2035,5-9,4.657449011956307e-05,2.0248298369690828e-05,0.0001511927563251
Acre,Ambos,2035,10-14,7.583941954127972e-05,3.4120599856131264e-05,0.0001761598407301
Acre,Ambos,2035,15-19,0.0011093905051273,0.0010122308209113,0.0014312648420495
Acre,Ambos,2035,20-24,0.0004353070537499,0.0002422896255572,0.0008426866550525
Acre,Ambos,2035,25-29,0.0005432492069118,0.000350181246098,0.0008316584342977
Acre,Ambos,2035,30-34,0.0005678964753632,0.0002763755356467,0.0011550832632618
Acre,Ambos,2035,35-39,0.0007403669767054,0.0003657790013324,0.0018505072587021
Acre,Ambos,2035,40-44,0.0009278984021689,0.0006924131941562,0.001906316940347
Acre,Ambos,2035,45-49,0.0016495598143131,0.0012842343477188,0.0029575834311109
Acre,Ambos,2035,50-54,0.0023826883914312,0.0020058048370736,0.003821526555196
Acre,Ambos,2035,55-59,0.0044449844809188,0.0037182812347216,0.0061157274553427
Acre,Ambos,2035,60-64,0.006091176525201,0.0042510987455165,0.0117597498203122
Acre,Ambos,2035,65-69,0.0201860202210302,0.0187949963592884,0.0239280477277713
Acre,Ambos,2035,70-74,0.0167566081441131,0.0131897318636777,0.026673971898459
Acre,Ambos,2035,75-79,0.0432495637231479,0.0441531329922168,0.0501836101210592
Acre,Ambos,2035,80-84,0.0727382302113534,0.0735249769066766,0.0880835888761073
Acre,Ambos,2035,85-89,0.128096185714628,0.1214477729740489,0.134858826639922
Acre,Ambos,2035,90+,0.1939608122453454,0.1858129383407953,0.2032496781205315
Acre,Ambos,2036,0,0.0128907018143695,0.0069165759176124,0.0290931757856459
Acre,Ambos,2036,1-4,0.000187665047076,0.0001044146134529,0.0004069312358373
Acre,Ambos,2036,5-9,4.630769194613108e-05,1.960274032113112e-05,0.0001561716197812
Acre,Ambos,2036,10-14,7.58064052791398e-05,3.3201196920808466e-05,0.0001810379153479
