LOCAL,SEXO,IDADE,ANO,Previsao,Lower_95,Upper_95
Goiás,Ambos,55-59,2069,0.0028257243102034,0.0025309790190267,0.0031139347486237
Goiás,Ambos,55-59,2070,0.0027627981725668,0.0024680528813901,0.0030510086109872
Goiás,Ambos,60-64,2020,0.0127922109793109,0.0123188473528144,0.0132800687242754
Goiás,Ambos,60-64,2021,0.0125125542089777,0.0120391905824812,0.0130004119539423
Goiás,Ambos,60-64,2022,0.0122390111548658,0.0117656475283693,0.0127268688998303
Goiás,Ambos,60-64,2023,0.0119714481619077,0.0114980845354112,0.0124593059068723
Goiás,Ambos,60-64,2024,0.0117097344969393,0.0112363708704427,0.0121975922419038
Goiás,Ambos,60-64,2025,0.0114537422848218,0.0109803786583253,0.0119416000297863
Goiás,Ambos,60-64,2026,0.0112033464459616,0.0107299828194651,0.0116912041909261
Goiás,Ambos,60-64,2027,0.0109584246351952,0.0104850610086986,0.0114462823801597
Goiás,Ambos,60-64,2028,0.0107188571820099,0.0102454935555134,0.0112067149269745
Goiás,Ambos,60-64,2029,0.0104845270320727,0.0100111634055762,0.0109723847770373
Goiás,Ambos,60-64,2030,0.0102553196900359,0.0097819560635394,0.0107431774350004
Goiás,Ambos,60-64,2031,0.010031123163594,0.0095577595370975,0.0105189809085586
Goiás,Ambos,60-64,2032,0.0098118279087635,0.0093384642822669,0.010299685653728
Goiás,Ambos,60-64,2033,0.0095973267763585,0.009123963149862,0.0100851845213231
Goiás,Ambos,60-64,2034,0.0093875149596373,0.0089141513331408,0.0098753727046018
Goiás,Ambos,60-64,2035,0.0091822899430924,0.0087089263165959,0.009670147688057
Goiás,Ambos,60-64,2036,0.0089815514523611,0.0085081878258645,0.0094694091973256
Goiás,Ambos,60-64,2037,0.0087852014052301,0.0083118377787336,0.0092730591501946
Goiás,Ambos,60-64,2038,0.0085931438637125,0.0081197802372159,0.009081001608677
Goiás,Ambos,60-64,2039,0.008405284987171,0.0079319213606745,0.0088931427321355
Goiás,Ambos,60-64,2040,0.0082215329864672,0.0077481693599707,0.0087093907314317
Goiás,Ambos,60-64,2041,0.0080417980791124,0.0075684344526158,0.0085296558240769
Goiás,Ambos,60-64,2042,0.0078659924453991,0.0073926288189026,0.0083538501903636
Goiás,Ambos,60-64,2043,0.0076940301854919,0.0072206665589954,0.0081818879304565
Goiás,Ambos,60-64,2044,0.0075258272774561,0.0070524636509595,0.0080136850224206
Goiás,Ambos,60-64,2045,0.0073613015362035,0.006887937909707,0.007849159281168
Goiás,Ambos,60-64,2046,0.0072003725733367,0.0067270089468402,0.0076882303183013
Goiás,Ambos,60-64,2047,0.0070429617578706,0.0065695981313741,0.0075308195028351
Goiás,Ambos,60-64,2048,0.0068889921778122,0.0064156285513157,0.0073768499227767
Goiás,Ambos,60-64,2049,0.0067383886025814,0.0062650249760848,0.0072262463475459
Goiás,Ambos,60-64,2050,0.0065910774462524,0.0061177138197558,0.0070789351912169
Goiás,Ambos,60-64,2051,0.0064469867315992,0.0059736231051026,0.0069348444765637
Goiás,Ambos,60-64,2052,0.0063060460549269,0.0058326824284304,0.0067939037998914
Goiás,Ambos,60-64,2053,0.0061681865516721,0.0056948229251755,0.0066560442966366
Goiás,Ambos,60-64,2054,0.0060333408627546,0.0055599772362581,0.0065211986077191
Goiás,Ambos,60-64,2055,0.005901443101666,0.0054280794751695,0.0063893008466306
Goiás,Ambos,60-64,2056,0.0057724288222765,0.00529906519578,0.006260286567241
Goiás,Ambos,60-64,2057,0.0056462349873462,0.0051728713608496,0.0061340927323107
Goiás,Ambos,60-64,2058,0.0055227999377245,0.0050494363112279,0.006010657682689
Goiás,Ambos,60-64,2059,0.0054020633622231,0.0049286997357266,0.0058899211071877
Goiás,Ambos,60-64,2060,0.0052839662681478,0.0048106026416512,0.0057718240131123
Goiás,Ambos,60-64,2061,0.0051684509524733,0.0046950873259768,0.0056563086974378
Goiás,Ambos,60-64,2062,0.0050554609736501,0.0045820973471536,0.0055433187186146
Goiás,Ambos,60-64,2063,0.0049449411240261,0.0044715774975296,0.0054327988689906
Goiás,Ambos,60-64,2064,0.0048368374028719,0.0043634737763754,0.0053246951478364
Goiás,Ambos,60-64,2065,0.0047310969899957,0.0042577333634991,0.0052189547349602
Goiás,Ambos,60-64,2066,0.0046276682199347,0.0041543045934381,0.0051155259648992
Goiás,Ambos,60-64,2067,0.0045265005567113,0.0040531369302147,0.0050143583016758
Goiás,Ambos,60-64,2068,0.0044275445691406,0.0039541809426441,0.0049154023141051
Goiás,Ambos,60-64,2069,0.0043307519066782,0.0038573882801816,0.0048186096516427
Goiás,Ambos,60-64,2070,0.0042360752757953,0.0037627116492988,0.0047239330207598
Goiás,Ambos,65-69,2020,0.0196271384466402,0.0188760421616776,0.0202250826685504
Goiás,Ambos,65-69,2021,0.0192271691315028,0.0184760728465402,0.0198251133534131
Goiás,Ambos,65-69,2022,0.0188353505687735,0.018084254283811,0.0194332947906838
Goiás,Ambos,65-69,2023,0.0184515166582868,0.0177004203733242,0.0190494608801971
Goiás,Ambos,65-69,2024,0.0180755046847607,0.0173244083997981,0.018673448906671
Goiás,Ambos,65-69,2025,0.0177071552488179,0.0169560589638553,0.0183050994707282
Goiás,Ambos,65-69,2026,0.017346312199412,0.0165952159144495,0.0179442564213223
Goiás,Ambos,65-69,2027,0.0169928225676311,0.0162417262826685,0.0175907667895414
Goiás,Ambos,65-69,2028,0.01664653650185,0.0158954402168874,0.0172444807237602
Goiás,Ambos,65-69,2029,0.0163073072042043,0.0155562109192418,0.0169052514261146
Goiás,Ambos,65-69,2030,0.0159749908683593,0.0152238945833967,0.0165729350902695
Goiás,Ambos,65-69,2031,0.015649446618546,0.0148983503335835,0.0162473908404563
Goiás,Ambos,65-69,2032,0.015330536449841,0.0145794401648785,0.0159284806717513
Goiás,Ambos,65-69,2033,0.0150181251696621,0.0142670288846995,0.0156160693915724
Goiás,Ambos,65-69,2034,0.0147120803404567,0.0139609840554941,0.015310024562367
Goiás,Ambos,65-69,2035,0.0144122722235584,0.0136611759385958,0.0150102164454686
Goiás,Ambos,65-69,2036,0.0141185737241871,0.0133674774392245,0.0147165179460974
Goiás,Ambos,65-69,2037,0.0138308603375705,0.013079764052608,0.0144288045594808
Goiás,Ambos,65-69,2038,0.0135490100961633,0.0127979138112008,0.0141469543180736
Goiás,Ambos,65-69,2039,0.0132729035179418,0.0125218072329792,0.0138708477398521
Goiás,Ambos,65-69,2040,0.0130024235557525,0.01225132727079,0.0136003677776628
Goiás,Ambos,65-69,2041,0.0127374555476932,0.0119863592627306,0.0133353997696035
Goiás,Ambos,65-69,2042,0.0124778871685043,0.0117267908835417,0.0130758313904146
Goiás,Ambos,65-69,2043,0.0122236083819516,0.0114725120969891,0.0128215526038619
Goiás,Ambos,65-69,2044,0.0119745113941794,0.0112234151092168,0.0125724556160897
Goiás,Ambos,65-69,2045,0.0117304906080132,0.0109793943230507,0.0123284348299235
Goiás,Ambos,65-69,2046,0.0114914425781953,0.0107403462932328,0.0120893868001056
Goiás,Ambos,65-69,2047,0.0112572659675311,0.0105061696825685,0.0118552101894414
