LOCAL,SEXO,IDADE,RMSE,MAE,sMAPE
Norte,Homens,1-4,5.6978372774632e-05,5.04616819557531e-05,6.06285249168538
Norte,Homens,5-9,1.29217658520777e-05,1.23016967715225e-05,3.49828412135142
Norte,Homens,10-14,1.47658319420301e-05,1.4419655549243e-05,3.22347770037586
Norte,Homens,15-19,0.0001368717639604,0.0001183393681307,5.27488581315793
Norte,Homens,20-24,0.0002066648350939,0.0002021576946397,5.90730234583396
Norte,Homens,25-29,0.0001499270602624,0.0001326190722276,4.04516278159003
Norte,Homens,30-34,0.0002229331478789,0.0001833404845012,5.6181406598586
Norte,Homens,35-39,0.0002322872892319,0.00020035684966,5.9028253277056
Norte,Homens,40-44,0.0005596213728155,0.0005582030124711,13.8071326317935
Norte,Homens,45-49,0.0007160228823582,0.0007041290918275,13.5230609513669
Norte,Homens,50-54,0.0004143325278309,0.0003970571777399,5.52995759053723
Norte,Homens,55-59,0.0003553187886187,0.0003356618918079,3.28551733794935
Norte,Homens,60-64,0.0007811388661841,0.0007523412669988,4.94938097941076
Norte,Homens,65-69,0.0006228059616652,0.000559938031604,2.4935816000309
Norte,Homens,70-74,0.0012556364465581,0.0011188282013694,3.49899928718402
Norte,Homens,75-79,0.0022990284714756,0.0022050350482835,4.33900553769115
Norte,Homens,80-84,0.0038114913022396,0.0037345383879415,4.57951796592166
Norte,Homens,85-89,0.0080049632844157,0.0079033606772298,6.05060159161492
Norte,Homens,90+,0.0188053559456343,0.0185575424609744,9.00966774974039
Norte,Ambos,0,0.001256793935602,0.0009978929671426,6.11981735741055
Norte,Ambos,1-4,6.59550626516182e-05,5.73867795501872e-05,7.30086100961151
Norte,Ambos,5-9,2.73047728556039e-05,2.70817010333483e-05,8.22165199062966
Norte,Ambos,10-14,9.67298791464793e-06,9.00379211085569e-06,2.35100932438482
Norte,Ambos,15-19,6.2694208311461e-05,5.71855197527812e-05,4.0381688075649
