regiao,Faixa_Etaria,taxa,ano,previsto,previsao_lee_miler_2_1$lmt_inf,previsao_lee_miler_3_1$lmt_max
Acre,35-39,Homens,2058,7.691292589951195e-4,3.984558638527447e-4,0.0014846307225158577
Acre,35-39,Homens,2059,7.447999095526375e-4,3.8074866075662144e-4,0.0014569372461278448
Acre,35-39,Homens,2060,7.212401540859051e-4,3.638303963692718e-4,0.0014297523380588915
Acre,35-39,Homens,2061,6.984256485454048e-4,3.476657179833474e-4,0.001403067260630608
Acre,35-39,Homens,2062,6.763328189405949e-4,3.322208789239634e-4,0.00137687337249151
Acre,35-39,Homens,2063,6.549388369811482e-4,3.174636629976376e-4,0.0013511621334420583
Acre,35-39,Homens,2064,6.342215964887178e-4,3.0336331282890836e-4,0.0013259251084179462
Acre,35-39,Homens,2065,6.14159690554854e-4,2.8989046183883167e-4,0.0013011539707440908
Acre,35-39,Homens,2066,5.947323894214693e-4,2.7701706964145797e-4,0.0012768405047557945
Acre,35-39,Homens,2067,5.759196190609952e-4,2.6471636065354004e-4,0.0012529766078699922
Acre,35-39,Homens,2068,5.577019404340993e-4,2.529627657295135e-4,0.0012295542921780737
Acre,35-39,Homens,2069,5.400605294035291e-4,2.4173186664864057e-4,0.0012065656856220714
Acre,35-39,Homens,2070,5.229771572833257e-4,2.3100034329435725e-4,0.0011840030328077403
Acre,40-44,Homens,2024,0.002883531965263554,0.0024011462693377885,0.00346282802546211
Acre,40-44,Homens,2025,0.002797181126038613,0.0022971300693677105,0.0034060858617467296
Acre,40-44,Homens,2026,0.002713416166743107,0.002198011373729696,0.003349676613114872
Acre,40-44,Homens,2027,0.0026321596500866783,0.0021034755748829204,0.0032937223071535077
Acre,40-44,Homens,2028,0.002553336457731938,0.002013248505256905,0.0032383121355161006
Acre,40-44,Homens,2029,0.0024768737208506315,0.001927086719705962,0.0031835118608344363
Acre,40-44,Homens,2030,0.0024027007527593625,0.0018447708881588623,0.003129370126320677
Acre,40-44,Homens,2031,0.0023307489835726457,0.0017661011513756845,0.0030759228146096944
Acre,40-44,Homens,2032,0.0022609518968128395,0.0016908937596553032,0.003023196135482611
Acre,40-44,Homens,2033,0.0021932449679183783,0.0016189785755378596,0.0029712088609333167
Acre,40-44,Homens,2034,0.0021275656045934375,0.0015501971738613612,0.002919973973745524
Acre,40-44,Homens,2035,0.002063853088943914,0.001484401364580115,0.0028694999037192277
Acre,40-44,Homens,2036,0.002002048521346202,0.0014214520211341794,0.002819791468322909
Acre,40-44,Homens,2037,0.0019420947659969043,0.0013612181339180598,0.002770850597806989
Acre,40-44,Homens,2038,0.0018839363980930946,0.001303576032520557,0.002722676900707753
Acre,40-44,Homens,2039,0.001827519652594356,0.0012484087365839944,0.0026752681095114144
Acre,40-44,Homens,2040,0.0017727923745191963,0.001195605406190622,0.0026286204352043057
Acre,40-44,Homens,2041,0.001719703970729883,0.001145060870378948,0.0025827288517556307
Acre,40-44,Homens,2042,0.0016682053631611573,0.0010966752178328668,0.002537587326153805
Acre,40-44,Homens,2043,0.0016182489434495599,0.001050353437688978,0.002493189005728809
Acre,40-44,Homens,2044,0.0015697885289214458,0.001006005101245033,0.002449526371669106
Acre,40-44,Homens,2045,0.0015227793198989757,9.635440774412175e-4,0.0024065913655656824
Acre,40-44,Homens,2046,0.0014771778582846466,9.228882765416231e-4,0.002364375494272519
Acre,40-44,Homens,2047,0.0014329419873860482,8.839594176142407e-4,0.0023228699172137177
Acre,40-44,Homens,2048,0.001390030812943726,8.466828162983103e-4,0.002282065519388352
Acre,40-44,Homens,2049,0.0013484046653260966,8.109871900314694e-4,0.002241952972651306
Acre,40-44,Homens,2050,0.001308025062856494,7.768044784386964e-4,0.002202522787329372
Acre,40-44,Homens,2051,0.001268854676238433,7.44069676998812e-4,0.002163765355827972
Acre,40-44,Homens,2052,0.0012308572940461873,7.127206824301962e-4,0.0021256709895676167
Acre,40-44,Homens,2053,0.0011939977892488083,6.8269814849615e-4,0.002088229950339586
Acre,40-44,Homens,2054,0.0011582420867366178,6.539453511372929e-4,0.0020514324769721434
Acre,40-44,Homens,2055,0.0011235571318201532,6.264080620051576e-4,0.0020152688080402378
Acre,40-44,Homens,2056,0.0010899108596724584,6.000344296064763e-4,0.0019797292012243804
Acre,40-44,Homens,2057,0.0010572721656864567,5.747748673782283e-4,0.0019448039498215371
Acre,40-44,Homens,2058,0.0010256108767200097,5.505819481044365e-4,0.0019104833968273563
Acre,40-44,Homens,2059,9.948977232020798e-4,5.274103041610333e-4,0.001876757946940797
Acre,40-44,Homens,2060,9.651043120742001e-4,5.052165331378162e-4,0.001843618076786364
Acre,40-44,Homens,2061,9.362031005422519e-4,4.8395910843913815e-4,0.0018110543436029797
Acre,40-44,Homens,2062,9.081673706142766e-4,4.6359829450934954e-4,0.001779057392610437
Acre,40-44,Homens,2063,8.809712044007764e-4,4.440960663666684e-4,0.0017476179632326633
Acre,40-44,Homens,2064,8.545894601546845e-4,4.2541603316131665e-4,0.0017167268943306118
Acre,40-44,Homens,2065,8.289977490288468e-4,4.0752336550138276e-4,0.0016863751285754508
Acre,40-44,Homens,2066,8.041724125295224e-4,3.9038472631370376e-4,0.0016565537160741408
Acre,40-44,Homens,2067,7.800905006450739e-4,3.739682050277933e-4,0.0016272538173437907
