regiao,Faixa_Etaria,taxa,ano,previsto,previsao_lee_miler_2_1$lmt_inf,previsao_lee_miler_3_1$lmt_max
Paraíba,75-79,Mulheres,2066,0.015624706223957233,0.012770505294544748,0.019116819495721516
Paraíba,75-79,Mulheres,2067,0.015370411064371675,0.012518704597119292,0.018871723863675423
Paraíba,75-79,Mulheres,2068,0.015120254608404717,0.012271880419762399,0.01862975286613904
Paraíba,75-79,Mulheres,2069,0.014874169497842893,0.012029933611396414,0.018390867763473786
Paraíba,75-79,Mulheres,2070,0.01463208947074088,0.01179276705935098,0.01815503021489761
Paraíba,80-84,Mulheres,2024,0.060424598742268146,0.059001856775721,0.061881648013940804
Paraíba,80-84,Mulheres,2025,0.0599640181306325,0.05844642448901295,0.06152101692802022
Paraíba,80-84,Mulheres,2026,0.05950694824979571,0.057897563548324066,0.061161069188141445
Paraíba,80-84,Mulheres,2027,0.05905336233955463,0.05735494301445164,0.060802075990696036
Paraíba,80-84,Mulheres,2028,0.05860323384368314,0.05681829977713917,0.060444241211160196
Paraíba,80-84,Mulheres,2029,0.05815653640837736,0.05628741923267467,0.06008772072206816
Paraíba,80-84,Mulheres,2030,0.0577132438807127,0.055762122373341064,0.05973263529917277
Paraíba,80-84,Mulheres,2031,0.05727333030711272,0.05524225689851717,0.059379079505994706
Paraíba,80-84,Mulheres,2032,0.05683676993182951,0.05472769093622453,0.05902712796796416
Paraíba,80-84,Mulheres,2033,0.05640353719543591,0.05421830850948521,0.05867683990179
Paraíba,80-84,Mulheres,2034,0.055973606733328976,0.053714006198839793,0.05832826244870642
Paraíba,80-84,Mulheres,2035,0.05554695337424497,0.05321469064326993,0.05798143316935291
Paraíba,80-84,Mulheres,2036,0.055123552138785684,0.05272027664037174,0.057636381939440415
Paraíba,80-84,Mulheres,2037,0.05470337823795593,0.05223068568235754,0.05729313240962604
Paraíba,80-84,Mulheres,2038,0.05428640707171216,0.05174584481400533,0.05695170314347658
Paraíba,80-84,Mulheres,2039,0.05387261422752233,0.051265685731794026,0.056612108514282763
Paraíba,80-84,Mulheres,2040,0.05346197547893651,0.05079014406603499,0.05627435941891269
Paraíba,80-84,Mulheres,2041,0.05305446678416854,0.05031915880346838,0.055938463851236464
Paraíba,80-84,Mulheres,2042,0.052650064284688415,0.04985267181882673,0.055604427366618546
Paraíba,80-84,Mulheres,2043,0.05224874430382547,0.04939062749175989,0.05527225346108394
Paraíba,80-84,Mulheres,2044,0.051850483345382094,0.048932972391232496,0.054941943883046226
Paraíba,80-84,Mulheres,2045,0.05145525809225822,0.04847965501370007,0.05461349889129151
Paraíba,80-84,Mulheres,2046,0.05106304540508607,0.048030625564482066,0.05428691746979954
Paraíba,80-84,Mulheres,2047,0.05067382232087545,0.04758583577408209,0.05396219750765085
Paraíba,80-84,Mulheres,2048,0.050287566051669313,0.04714523874297326,0.053639335950502846
Paraíba,80-84,Mulheres,2049,0.04990425398320959,0.04670878880971425,0.05331832892876777
Paraíba,80-84,Mulheres,2050,0.04952386367361323,0.04627644143830215,0.05299917186658708
Paraíba,80-84,Mulheres,2051,0.049146372852058154,0.04584815312147451,0.05268185957488875
Paraíba,80-84,Mulheres,2052,0.048771759417479535,0.04542388129730511,0.05236638633118358
Paraíba,80-84,Mulheres,2053,0.048400001437275735,0.04500358427693466,0.052052745948257914
Paraíba,80-84,Mulheres,2054,0.048031077146024226,0.0445872211816726,0.05174093183352742
Paraíba,80-84,Mulheres,2055,0.0476649649442073,0.0441747518880208,0.05143093704050011
Paraíba,80-84,Mulheres,2056,0.04730164339694745,0.04376613697942241,0.051122754313545356
Paraíba,80-84,Mulheres,2057,0.04694109123275248,0.043361337703742994,0.05081637612696127
Paraíba,80-84,Mulheres,2058,0.04658328734226999,0.042960315935657065,0.05051179471916754
Paraíba,80-84,Mulheres,2059,0.04622821077705161,0.04256303414324709,0.05020900212271563
Paraíba,80-84,Mulheres,2060,0.045875840748326485,0.042169455358233535,0.04990799019069839
Paraíba,80-84,Mulheres,2061,0.04552615662578411,0.041779543149344775,0.049608750620049144
Paraíba,80-84,Mulheres,2062,0.04517913793636655,0.0413932615984114,0.04931127497214593
Paraíba,80-84,Mulheres,2063,0.04483476436306968,0.041010575278831646,0.04901555469107407
Paraíba,80-84,Mulheres,2064,0.04449301574375383,0.040631449236106586,0.04872158111984735
Paraíba,80-84,Mulheres,2065,0.04415387206996327,0.04025584897018784,0.04842934551484596
Paraíba,80-84,Mulheres,2066,0.043817313485754725,0.039883740419416065,0.04813883905869159
Paraíba,80-84,Mulheres,2067,0.043483320286534954,0.039515089945860636,0.04785005287174984
Paraíba,80-84,Mulheres,2068,0.04315187291790706,0.03914986432189551,0.047562978022424054
Paraíba,80-84,Mulheres,2069,0.04282295197452557,0.03878803071786953,0.047277605536382494
Paraíba,80-84,Mulheres,2070,0.04249653819896043,0.03842955669074767,0.0469939264048421
Paraíba,85-89,Mulheres,2024,0.11139680126368898,0.1103097071258613,0.11249460863515037
Paraíba,85-89,Mulheres,2025,0.11104654375796535,0.1098811266064165,0.11222432151391527
Paraíba,85-89,Mulheres,2026,0.11069738754347204,0.1094552558904271,0.1119536152856535
Paraíba,85-89,Mulheres,2027,0.11034932915749268,0.109031885540975,0.11168269158229376
Paraíba,85-89,Mulheres,2028,0.11000236514819867,0.10861085440681555,0.11141170377753976
Paraíba,85-89,Mulheres,2029,0.10965649207461457,0.10819203576167995,0.1111407708474687
Paraíba,85-89,Mulheres,2030,0.10931170650658426,0.10777532805148214,0.110869986623226
Paraíba,85-89,Mulheres,2031,0.10896800502473687,0.10736064852939015,0.11059942615585584
Paraíba,85-89,Mulheres,2032,0.10862538422045274,0.10694792876400283,0.11032915020802644
Paraíba,85-89,Mulheres,2033,0.10828384069582972,0.10653711139862589,0.1100592084946567
Paraíba,85-89,Mulheres,2034,0.10794337106364955,0.10612814776767766,0.1097896420664132
Paraíba,85-89,Mulheres,2035,0.10760397194734407,0.10572099611349586,0.1095204850928068
Paraíba,85-89,Mulheres,2036,0.10726563998096186,0.10531562023203087,0.10925176621640306
Paraíba,85-89,Mulheres,2037,0.10692837180913482,0.10491198843028889,0.10898350959528277
Paraíba,85-89,Mulheres,2038,0.10659216408704501,0.10451007271394441,0.10871573571533409
Paraíba,85-89,Mulheres,2039,0.10625701348039128,0.10410984814729463,0.10844846203020267
Paraíba,85-89,Mulheres,2040,0.10592291666535625,0.10371129234391266,0.10818170347054351
Paraíba,85-89,Mulheres,2041,0.10558987032857357,0.10331438505757438,0.10791547285299927
Paraíba,85-89,Mulheres,2042,0.10525787116709476,0.10291910785093861,0.10764978121142615
Paraíba,85-89,Mulheres,2043,0.10492691588835654,0.10252544382510807,0.1073846380672388
Paraíba,85-89,Mulheres,2044,0.10459700121014838,0.10213337739729124,0.10712005165165472
Paraíba,85-89,Mulheres,2045,0.10426812386057964,0.1017428941167854,0.10685602908961833
Paraíba,85-89,Mulheres,2046,0.10394028057804733,0.10135398051172596,0.10659257655295833
Paraíba,85-89,Mulheres,2047,0.1036134681112036,0.10096662396071572,0.10632969938866622
Paraíba,85-89,Mulheres,2048,0.10328768321892381,0.1005808125847082,0.10606740222692054
Paraíba,85-89,Mulheres,2049,0.10296292267027399,0.10019653515548446,0.10580568907251808
Paraíba,85-89,Mulheres,2050,0.10263918324447896,0.09981378101780394,0.1055445633826317
Paraíba,85-89,Mulheres,2051,0.10231646173089058,0.0994325400228862,0.10528402813323733
Paraíba,85-89,Mulheres,2052,0.1019947549289556,0.0990528024713315,0.10502408587610225
Paraíba,85-89,Mulheres,2053,0.10167405964818403,0.09867455906394222,0.10476473878787337
Paraíba,85-89,Mulheres,2054,0.10135437270811769,0.0982978008591894,0.10450598871252045
Paraíba,85-89,Mulheres,2055,0.10103569093829833,0.09792251923629225,0.10424783719816662
Paraíba,85-89,Mulheres,2056,0.10071801117823638,0.09754870586305878,0.10399028552915823
Paraíba,85-89,Mulheres,2057,0.10040133027737974,0.0971763526677815,0.10373333475407981
Paraíba,85-89,Mulheres,2058,0.10008564509508222,0.09680545181459967,0.10347698571030302
Paraíba,85-89,Mulheres,2059,0.0997709525005726,0.09643599568183508,0.10322123904556225
Paraíba,85-89,Mulheres,2060,0.0994572493729235,0.0960679768428885,0.1029660952369701
Paraíba,85-89,Mulheres,2061,0.09914453260102056,0.09570138804934682,0.10271155460782175
Paraíba,85-89,Mulheres,2062,0.09883279908353143,0.09533622221600704,0.10245761734248421
Paraíba,85-89,Mulheres,2063,0.098522045728875,0.09497247240756405,0.10220428349962024
Paraíba,85-89,Mulheres,2064,0.09821226945519099,0.09461013182675061,0.10195155302396243
Paraíba,85-89,Mulheres,2065,0.09790346719030904,0.09424919380374454,0.10169942575681852
Paraíba,85-89,Mulheres,2066,0.09759563587171843,0.0938896517866876,0.10144790144546657
Paraíba,85-89,Mulheres,2067,0.09728877244653783,0.09353149933318025,0.1011969797515742
Paraíba,85-89,Mulheres,2068,0.09698287387148471,0.09317473010263612,0.10094666025875834
Paraíba,85-89,Mulheres,2069,0.09667793711284538,0.09281933784939493,0.10069694247938678
Paraíba,85-89,Mulheres,2070,0.09637395914644493,0.09246531641650699,0.10044782586070888
Paraíba,90+,Mulheres,2024,0.15496743933252846,0.1503140951684143,0.15976483926124296
Paraíba,90+,Mulheres,2025,0.15345763493434697,0.14850590466193964,0.15857447401334676
Paraíba,90+,Mulheres,2026,0.15196254013794105,0.14672381915786503,0.1573883077588734
Paraíba,90+,Mulheres,2027,0.15048201163177674,0.14496663150580422,0.15620722913631008
Paraíba,90+,Mulheres,2028,0.14901590750056415,0.1432333648240738,0.15503189997310235
Paraíba,90+,Mulheres,2029,0.14756408721165437,0.14152320736033835,0.15386282038652538
Paraíba,90+,Mulheres,2030,0.14612641160156875,0.13983546894411178,0.1527003722931357
Paraíba,90+,Mulheres,2031,0.14470274286265955,0.1381695509874079,0.15154484937050444
Paraíba,90+,Mulheres,2032,0.14329294452990027,0.1365249252826982,0.15039647822207014
Paraíba,90+,Mulheres,2033,0.14189688146780507,0.1349011186829968,0.1492554336602854
Paraíba,90+,Mulheres,2034,0.14051441985747523,0.13329770181579112,0.14812184995633457
Paraíba,90+,Mulheres,2035,0.1391454271837723,0.1317142806252488,0.1469958292619867
Paraíba,90+,Mulheres,2036,0.1377897722226155,0.1301504899365644,0.14587744800971622
Paraíba,90+,Mulheres,2037,0.13644732502840373,0.12860598849142896,0.14476676184210244
Paraíba,90+,Mulheres,2038,0.13511795692155948,0.1270804550705495,0.1436638094545774
Paraíba,90+,Mulheres,2039,0.1338015404761943,0.12557358543077213,0.14256861562396328
Paraíba,90+,Mulheres,2040,0.1324979495078946,0.12408508986046363,0.14148119361913955
Paraíba,90+,Mulheres,2041,0.1312070590616261,0.1226146912096074,0.1404015471373805
Paraíba,90+,Mulheres,2042,0.1299287453997566,0.1211621232882873,0.13932967187268414
Paraíba,90+,Mulheres,2043,0.12866288599019493,0.11972712955385437,0.13826555679579453
Paraíba,90+,Mulheres,2044,0.12740935949464582,0.1183094620263646,0.137209185206323
Paraíba,90+,Mulheres,2045,0.12616804575697907,0.11690888038603352,0.13616053560322056
Paraíba,90+,Mulheres,2046,0.12493882579171203,0.11552515121695618,0.13511958240934685
Paraíba,90+,Mulheres,2047,0.12372158177260431,0.11415804736921985,0.1340862965780055
Paraíba,90+,Mulheres,2048,0.12251619702136358,0.11280734741749844,0.13306064610335147
Paraíba,90+,Mulheres,2049,0.12132255599646152,0.11147283519877589,0.1320425964520204
Paraíba,90+,Mulheres,2050,0.12014054428205855,0.11015429941535575,0.13103211092981792
Paraíba,90+,Mulheres,2051,0.11897004857703661,0.10885153329204157,0.13002915099458023
Paraíba,90+,Mulheres,2052,0.11781095668413873,0.1075643342785046,0.12903367652418635
Paraíba,90+,Mulheres,2053,0.11666315749921441,0.10629250378953886,0.12804564604701701
Paraíba,90+,Mulheres,2054,0.11552654100056982,0.10503584697723353,0.12706501694082753
Paraíba,90+,Mulheres,2055,0.11440099823842169,0.10379417253015956,0.1260917456049326
Paraíba,90+,Mulheres,2056,0.113286421324454,0.10256729249551906,0.12512578760975276
Paraíba,90+,Mulheres,2057,0.11218270342147642,0.10135502212089703,0.12416709782707662
Paraíba,90+,Mulheres,2058,0.11108973873318345,0.10015717971281314,0.12321563054383987
Paraíba,90+,Mulheres,2059,0.1100074224940134,0.098973586509729,0.12227133956176062
Paraíba,90+,Mulheres,2060,0.10893565095910612,0.09780406656753829,0.12133417828480063
Paraíba,90+,Mulheres,2061,0.10787432139435864,0.0966484466558771,0.12040409979611147
Paraíba,90+,Mulheres,2062,0.10682333206657757,0.0955065561638445,0.11948105692587203
Paraíba,90+,Mulheres,2063,0.10578258223372755,0.0943782270139354,0.1185650023112119
Paraíba,90+,Mulheres,2064,0.10475197213527473,0.09326329358316385,0.11765588844923916
Paraíba,90+,Mulheres,2065,0.10373140298262418,0.09216159263050232,0.11675366774404368
Paraíba,90+,Mulheres,2066,0.10272077694965061,0.09107296322988516,0.11585829254842372
Paraíba,90+,Mulheres,2067,0.10171999716332132,0.08999724670813089,0.11496971520097951
Paraíba,90+,Mulheres,2068,0.10072896769441045,0.08893428658722352,0.11408788805912821
Paraíba,90+,Mulheres,2069,0.09974759354830373,0.0878839285304696,0.11321276352852226
Paraíba,90+,Mulheres,2070,0.09877578065589286,0.08684602029211066,0.11234429408928691
Pernambuco,0,Mulheres,2024,0.006844975533682082,0.005402384114875812,0.008672780213404606
Pernambuco,0,Mulheres,2025,0.006382417360826165,0.004947714107479026,0.008233145748296023
Pernambuco,0,Mulheres,2026,0.005951117161387821,0.004532353444058137,0.007813996835351476
Pernambuco,0,Mulheres,2027,0.0055489626369373485,0.0041526433642722444,0.00741479189160344
Pernambuco,0,Mulheres,2028,0.005173984230373663,0.0038053377475435407,0.007034884836027046
Pernambuco,0,Mulheres,2029,0.0048243454799923894,0.0034875353410561364,0.006673569450704066
Pernambuco,0,Mulheres,2030,0.004498334025390363,0.0031966291344735997,0.006330108421325158
Pernambuco,0,Mulheres,2031,0.004194353221157907,0.0029302670837965217,0.006003752709478043
Pernambuco,0,Mulheres,2032,0.0039109143172868345,0.0026863206780372564,0.005693754629597882
Pernambuco,0,Mulheres,2033,0.0036466291679976095,0.002462859137329805,0.005399376719250101
Pernambuco,0,Mulheres,2034,0.0034002034332770202,0.0022581277947724683,0.005119897737600708
Pernambuco,0,Mulheres,2035,0.0031704302398308506,0.002070529681712792,0.004854616668580645
Pernambuco,0,Mulheres,2036,0.0029561842704059677,0.001898609631846824,0.004602855317917561
Pernambuco,0,Mulheres,2037,0.002756416252534202,0.0017410404121601722,0.004363959908206723
Pernambuco,0,Mulheres,2038,0.0025701478197065514,0.0015966105177241733,0.004137301954241237
Pernambuco,0,Mulheres,2039,0.002396466719810262,0.0014642133559112024,0.003922278618735975
Pernambuco,0,Mulheres,2040,0.0022345223473620593,0.001342837607825487,0.003718312692288953
Pernambuco,0,Mulheres,2041,0.0020835215776565286,0.0012315585994576786,0.003524852302173812
Pernambuco,0,Mulheres,2042,0.0019427248824273999,0.001129530547873054,0.0033413704267755036
Pernambuco,0,Mulheres,2043,0.0018114427079980687,0.0010359795722884586,0.0031673642725512383
Pernambuco,0,Mulheres,2044,0.0016890320981833638,9.501973786083429e-4,0.003002354555925995
Pernambuco,0,Mulheres,2045,0.0015748935454031124,8.715355405155886e-4,0.0028458847219071295
Pernambuco,0,Mulheres,2046,0.0014684680545858529,7.994003116761062e-4,0.002697520123325733
Pernambuco,0,Mulheres,2047,0.001369234405483074,7.332479128050468e-4,0.00255684717872092
Pernambuco,0,Mulheres,2048,0.0012767065999861546,6.725802448155914e-4,0.0024234725224424555
Pernambuco,0,Mulheres,2049,0.0011904314819442031,6.169409854303451e-4,0.002297022157176604
Pernambuco,0,Mulheres,2050,0.0011099865178258181,5.659120317735186e-4,0.0021771406165263666
Pernambuco,0,Mulheres,2051,0.0010349777273555285,5.191102557959627e-4,0.0020634901433021287
Pernambuco,0,Mulheres,2052,9.650377539901866e-4,4.7618454307689866e-4,0.0019557498876565382
Pernambuco,0,Mulheres,2053,8.998240657854377e-4,4.3681308871888004e-4,0.0018536151280204056
Pernambuco,0,Mulheres,2054,8.390172778409958e-4,4.0070092680065373e-4,0.00175679651688434
Pernambuco,0,Mulheres,2055,7.823195881088734e-4,3.675776722493823e-4,0.001665019352763109
Pernambuco,0,Mulheres,2056,7.294533189039087e-4,3.3719545609698314e-4,0.0015780228791306293
Pernambuco,0,Mulheres,2057,6.801595569736339e-4,3.093270369408598e-4,0.001495559610688081
Pernambuco,0,Mulheres,2058,6.341968854671984e-4,2.8376407307399563e-4,0.0014173946869990624
Pernambuco,0,Mulheres,2059,5.913402015931479e-4,2.6031554121312326e-4,0.0013433052532731233
Pernambuco,0,Mulheres,2060,5.513796141755274e-4,2.3880628906107446e-4,0.0012730798678865659
Pernambuco,0,Mulheres,2061,5.141194157090711e-4,2.1907571011078042e-4,0.0012065179360841879
Pernambuco,0,Mulheres,2062,4.793771238791077e-4,2.0097653015076352e-4,0.0011434291691981048
Pernambuco,0,Mulheres,2063,4.4698258785201285e-4,1.8437369587962602e-4,0.0010836330686418729
Pernambuco,0,Mulheres,2064,4.1677715495924987e-4,1.6914335689224968e-4,0.0010269584338838797
Pernambuco,0,Mulheres,2065,3.8861289369382905e-4,1.5517193307353544e-4,9.732428935684082e-4
Pernambuco,0,Mulheres,2066,3.623518692137934e-4,1.4235526013556008e-4,9.223324589319607e-4
Pernambuco,0,Mulheres,2067,3.378654678045104e-4,1.305978066687693e-4,8.740810986533885e-4
Pernambuco,0,Mulheres,2068,3.150337669913019e-4,1.1981195665409772e-4,8.283503342763874e-4
Pernambuco,0,Mulheres,2069,2.9374494821753663e-4,1.0991735190658923e-4,7.850088553502581e-4
Pernambuco,0,Mulheres,2070,2.7389474921177465e-4,1.0084028939752438e-4,7.439321534476142e-4
Pernambuco,1-4,Mulheres,2024,2.7253462844107365e-4,2.1545602108281615e-4,3.447344999978649e-4
Pernambuco,1-4,Mulheres,2025,2.542429070006418e-4,1.9744515412208283e-4,3.273792970384556e-4
Pernambuco,1-4,Mulheres,2026,2.3717887202034252e-4,1.8098127983964335e-4,3.1082671855721893e-4
Pernambuco,1-4,Mulheres,2027,2.2126012480143685e-4,1.6592122592916307e-4,2.9505593725572026e-4
Pernambuco,1-4,Mulheres,2028,2.0640979700311767e-4,1.521379197403481e-4,2.800419801426338e-4
Pernambuco,1-4,Mulheres,2029,1.925561794611786e-4,1.3951774013596665e-4,2.657574743724451e-4
Pernambuco,1-4,Mulheres,2030,1.7963237591927663e-4,1.2795854147126272e-4,2.521737908809406e-4
Pernambuco,1-4,Mulheres,2031,1.6757598000073456e-4,1.173681220225715e-4,2.3926180797036303e-4
Pernambuco,1-4,Mulheres,2032,1.5632877386104397e-4,1.0766299923383629e-4,2.2699242739669843e-4
Pernambuco,1-4,Mulheres,2033,1.4583644706592352e-4,9.876740502789164e-5,2.153369250392452e-4
Pernambuco,1-4,Mulheres,2034,1.3604833433745632e-4,9.061244442683704e-5,2.0426718860830516e-4
Pernambuco,1-4,Mulheres,2035,1.2691717090193143e-4,8.313537908031046e-5,1.937558768354138e-4
Pernambuco,1-4,Mulheres,2036,1.1839886425801898e-4,7.627900890637014e-5,1.8377652330008344e-4
Pernambuco,1-4,Mulheres,2037,1.1045228126319271e-4,6.999113260881708e-5,1.7430360077794465e-4
Pernambuco,1-4,Mulheres,2038,1.0303904951028399e-4,6.422407289304445e-5,1.6531255720364936e-4
Pernambuco,1-4,Mulheres,2039,9.612337203505814e-5,5.893425567290407e-5,1.5677983111676583e-4
Pernambuco,1-4,Mulheres,2040,8.967185446007064e-5,5.408183499826465e-5,1.4868285224726763e-4
Pernambuco,1-4,Mulheres,2041,8.36533437401193e-5,4.963035718254812e-5,1.4100003135506921e-4
Pernambuco,1-4,Mulheres,2042,7.803877773062681e-5,4.554645889190623e-5,1.3371074234647885e-4
Pernambuco,1-4,Mulheres,2043,7.280104485254949e-5,4.1799594916356694e-5,1.2679529890728583e-4
Pernambuco,1-4,Mulheres,2044,6.791485317616534e-5,3.8361792073381596e-5,1.2023492732344373e-4
Pernambuco,1-4,Mulheres,2045,6.335660829157149e-5,3.520742626059736e-5,1.1401173674271046e-4
Pernambuco,1-4,Mulheres,2046,5.910429937615396e-5,3.231302012037864e-5,1.0810868782094805e-4
Pernambuco,1-4,Mulheres,2047,5.5137392908874514e-5,2.9657059136661524e-5,1.0250956046513199e-4
Pernambuco,1-4,Mulheres,2048,5.1436733518140095e-5,2.72198242744679e-5,9.719892121044476e-5
Pernambuco,1-4,Mulheres,2049,4.798445148447195e-5,2.498323951172403e-5,9.216209063620976e-5
Pernambuco,1-4,Mulheres,2050,4.47638764513229e-5,2.293073281217718e-5,8.738511112410676e-5
Pernambuco,1-4,Mulheres,2051,4.175945692737039e-5,2.1047109256119807e-5,8.285471518431211e-5
Pernambuco,1-4,Mulheres,2052,3.8956685191578624e-5,1.931843518855723e-5,7.855829451521432e-5
Pernambuco,1-4,Mulheres,2053,3.6342027238411314e-5,1.7731932367211757e-5,7.448386991592777e-5
Pernambuco,1-4,Mulheres,2054,3.390285742491608e-5,1.6275881199027243e-5,7.062006213481601e-5
Pernambuco,1-4,Mulheres,2055,3.1627397504103446e-5,1.4939532246490671e-5,6.695606370925959e-5
Pernambuco,1-4,Mulheres,2056,2.9504659750225857e-5,1.3713025266363575e-5,6.348161183016938e-5
Pernambuco,1-4,Mulheres,2057,2.7524393901320926e-5,1.25873151151065e-5,6.018696224787907e-5
Pernambuco,1-4,Mulheres,2058,2.5677037662814373e-5,1.1554103918813873e-5,5.706286422298957e-5
Pernambuco,1-4,Mulheres,2059,2.3953670533175546e-5,1.0605778962018472e-5,5.410053651568117e-5
Pernambuco,1-4,Mulheres,2060,2.2345970728658914e-5,9.73535580022835e-6,5.129164439931086e-5
Pernambuco,1-4,Mulheres,2061,2.0846174999130035e-5,8.936426146311896e-6,4.862827767828644e-5
Pernambuco,1-4,Mulheres,2062,1.944704114093474e-5,8.203110121507044e-6,4.610292968586031e-5
Pernambuco,1-4,Mulheres,2063,1.814181302579447e-5,7.530012498455237e-6,4.3708477234321345e-5
Pernambuco,1-4,Mulheres,2064,1.692418797685879e-5,6.9121825967170376e-06,4.143816148781884e-5
Pernambuco,1-4,Mulheres,2065,1.5788286334381334e-5,6.345077521120273e-6,3.928556972656204e-5
Pernambuco,1-4,Mulheres,2066,1.472862306405779e-5,5.8245284603674575e-6,3.724461797022608e-5
Pernambuco,1-4,Mulheres,2067,1.3740081270928864e-5,5.346709787888882e-6,3.530953442795188e-5
Pernambuco,1-4,Mulheres,2068,1.2817887490951774e-5,4.908110729232051e-6,3.3474843742248905e-5
Pernambuco,1-4,Mulheres,2069,1.1957588640928833e-5,4.505509380556948e-6,3.173535199431668e-5
Pernambuco,1-4,Mulheres,2070,1.115503051548888e-5,4.135948881261918e-6,3.0086132438736115e-5
Pernambuco,5-9,Mulheres,2024,1.6968932455427738e-4,1.521168277417438e-4,1.892917916785161e-4
Pernambuco,5-9,Mulheres,2025,1.6429291829957662e-4,1.4606341276206619e-4,1.8479756492723468e-4
Pernambuco,5-9,Mulheres,2026,1.59068126850594e-4,1.402658132395379e-4,1.8039084788640708e-4
Pernambuco,5-9,Mulheres,2027,1.5400949256753096e-4,1.3471003782693022e-4,1.7607391537801696e-4
Pernambuco,5-9,Mulheres,2028,1.4911173137272538e-4,1.293836376505815e-4,1.7184791552250748e-4
Pernambuco,5-9,Mulheres,2029,1.4436972723108236e-4,1.2427535375238657e-4,1.6771320709579442e-4
Pernambuco,5-9,Mulheres,2030,1.3977852680603701e-4,1.1937487654247796e-4,1.6366958544341328e-4
Pernambuco,5-9,Mulheres,2031,1.35333334285469e-4,1.1467267600127841e-4,1.597164381915905e-4
Pernambuco,5-9,Mulheres,2032,1.3102950637215786e-4,1.1015987815583792e-4,1.5585285520962152e-4
Pernambuco,5-9,Mulheres,2033,1.2686254743355418e-4,1.0582817274886788e-4,1.5207770788523757e-4
Pernambuco,5-9,Mulheres,2034,1.228281048057937e-4,1.0166974249834724e-4,1.4838970729593676e-4
Pernambuco,5-9,Mulheres,2035,1.1892196424705153e-4,9.767720765804459e-5,1.4478744754751644e-4
Pernambuco,5-9,Mulheres,2036,1.1514004553548983e-4,9.384358165483708e-5,1.4126943848622107e-4
Pernambuco,5-9,Mulheres,2037,1.1147839820719566e-4,9.016223490230183e-5,1.3783413066799228e-4
Pernambuco,5-9,Mulheres,2038,1.0793319742965995e-4,8.662686475890025e-5,1.344799346001155e-4
Pernambuco,5-9,Mulheres,2039,1.0450074000648857e-4,8.323147018185794e-5,1.3120523568841216e-4
Pernambuco,5-9,Mulheres,2040,1.0117744050916834e-4,7.997033002636746e-5,1.280084059251853e-4
Pernambuco,5-9,Mulheres,2041,9.795982753184963e-5,7.683798421710034e-5,1.2488781307636257e-4
Pernambuco,5-9,Mulheres,2042,9.484454006523478e-5,7.382921721514472e-5,1.2184182793069983e-4
Pernambuco,5-9,Mulheres,2043,9.182832398578124e-5,7.093904334421135e-5,1.188688300337177e-4
Pernambuco,5-9,Mulheres,2044,8.890802865655415e-5,6.816269364229836e-5,1.1596721222720914e-4
Pernambuco,5-9,Mulheres,2045,8.608060363617889e-5,6.549560398036585e-5,1.1313538424029593e-4
Pernambuco,5-9,Mulheres,2046,8.334309549245307e-5,6.293340424570667e-5,1.1037177552234535e-4
Pernambuco,5-9,Mulheres,2047,8.06926447172911e-5,6.047190842997112e-5,1.0767483746624793e-4
Pernambuco,5-9,Mulheres,2048,7.812648273977996e-5,5.810710549395237e-5,1.0504304513884982e-4
Pernambuco,5-9,Mulheres,2049,7.564192903422354e-5,5.58351509059332e-5,1.024748986110559e-4
Pernambuco,5-9,Mulheres,2050,7.323638832015613e-5,5.365235876952502e-5,9.996892396140561e-5
Pernambuco,5-9,Mulheres,2051,7.09073478514013e-5,5.155519447188836e-5,9.752367401234776e-5
Pernambuco,5-9,Mulheres,2052,6.865237479134219e-5,4.9540267795005684e-5,9.513772884703834e-5
Pernambuco,5-9,Mulheres,2053,6.646911367166251e-5,4.760432644204181e-5,9.280969614548533e-5
Pernambuco,5-9,Mulheres,2054,6.435528393190513e-5,4.57442499383191e-5,9.053821137171585e-5
Pernambuco,5-9,Mulheres,2055,6.230867753727557e-5,4.395704387247557e-5,8.832193783793544e-5
Pernambuco,5-9,Mulheres,2056,6.03271566722035e-5,4.223983444828136e-5,8.61595666670674e-5
Pernambuco,5-9,Mulheres,2057,5.8408651507253895e-5,4.0589863321601796e-5,8.404981667135133e-5
Pernambuco,5-9,Mulheres,2058,5.6551158037053036e-5,3.900448270029762e-5,8.199143416167769e-5
Pernambuco,5-9,Mulheres,2059,5.4752735986972274e-5,3.748115068759349e-5,7.998319269988157e-5
Pernambuco,5-9,Mulheres,2060,5.301150678638361e-5,3.601742685173042e-5,7.802389280420753e-5
Pernambuco,5-9,Mulheres,2061,5.132565160636824e-5,3.461096800663553e-5,7.611236161650392e-5
Pernambuco,5-9,Mulheres,2062,4.969340945982942e-5,3.325952418996683e-5,7.424745253833804e-5
Pernambuco,5-9,Mulheres,2063,4.811307536202557e-5,3.1960934826267915e-5,7.24280448420871e-5
Pernambuco,5-9,Mulheres,2064,4.658299854960087e-5,3.071312506414867e-5,7.065304326211735e-5
Pernambuco,5-9,Mulheres,2065,4.510158075625362e-5,2.9514102277423647e-5,6.892137757037118e-5
Pernambuco,5-9,Mulheres,2066,4.366727454324205e-5,2.836195272102026e-5,6.723200214002334e-5
Pernambuco,5-9,Mulheres,2067,4.227858168298201e-5,2.7254838333234125e-5,6.558389550030677e-5
