regiao,Faixa_Etaria,taxa,ano,previsto,lmt_inf,lmt_max
Distrito Federal,45-49,Homens,2034,0.0016316694914846007,4.0423171327978166e-4,0.006586186194646537
Distrito Federal,45-49,Homens,2035,0.0015629641905100576,3.562543452297187e-4,0.0068570589903726425
Distrito Federal,45-49,Homens,2036,0.0014971518886426483,3.1432072792585326e-4,0.007131135742963154
Distrito Federal,45-49,Homens,2037,0.001434110769316327,2.7758524826006957e-4,0.00740916065086489
Distrito Federal,45-49,Homens,2038,0.001373724145339518,2.4534214208022677e-4,0.007691781002187973
Distrito Federal,45-49,Homens,2039,0.001315880242910679,2.1699670430636966e-4,0.00797957194427233
Distrito Federal,45-49,Homens,2040,0.0012604719947283992,1.9204390386073485e-4,0.008273054325362692
Distrito Federal,45-49,Homens,2041,0.0012073968418130855,1.7005211897132397e-4,0.008572707840624116
Distrito Federal,45-49,Homens,2042,0.0011565565436734155,1.506505140096171e-4,0.008878980914916812
Distrito Federal,45-49,Homens,2043,0.0011078569964661806,1.3351907094823328e-4,0.009192298267974946
Distrito Federal,45-49,Homens,2044,0.0010612080588129384,1.1838059876285415e-4,0.009513066801980883
Distrito Federal,45-49,Homens,2045,0.0010165233849510678,1.0499424543933508e-4,0.009841680254270914
Distrito Federal,45-49,Homens,2046,9.737202649103925e-4,9.315017130205242e-5,0.010178522927485743
Distrito Federal,45-49,Homens,2047,9.327194714195417e-4,8.266513372836522e-5,0.010523972721363132
Distrito Federal,45-49,Homens,2048,8.934451132586929e-4,7.337879688784251e-5,0.010878403629674299
Distrito Federal,45-49,Homens,2049,8.558244947872275e-4,6.515062525128923e-5,0.011242187823259897
Distrito Federal,45-49,Homens,2050,8.197879813863164e-4,5.7857252191939944e-5,0.01161569740982401
Distrito Federal,45-49,Homens,2051,7.852688705673643e-4,5.139023891913695e-5,0.011999305939255205
Distrito Federal,45-49,Homens,2052,7.522032685077333e-4,4.56541568142629e-5,0.012393389707220502
Distrito Federal,45-49,Homens,2053,7.205299717852233e-4,4.0564939718481435e-5,0.012798328897904962
Distrito Federal,45-49,Homens,2054,6.90190354092402e-4,3.6048463047561535e-5,0.013214508597875369
Distrito Federal,45-49,Homens,2055,6.611282577210963e-4,3.2039314615613085e-5,0.013642319706312729
Distrito Federal,45-49,Homens,2056,6.332898896161841e-4,2.847972832835375e-5,0.014082159761713616
Distrito Federal,45-49,Homens,2057,6.066237218062886e-4,2.5318656882234473e-5,0.014534433701193894
Distrito Federal,45-49,Homens,2058,5.810803960270728e-4,2.2510963587201434e-5,0.014999554565445283
Distrito Federal,45-49,Homens,2059,5.566126323605953e-4,2.001671664538224e-5,0.015477944159981133
Distrito Federal,45-49,Homens,2060,5.331751417216227e-4,1.7800571834792458e-5,0.01597003368140319
Distrito Federal,45-49,Homens,2061,5.107245420289126e-4,1.5831231693629158e-5,0.016476264315909823
Distrito Federal,45-49,Homens,2062,4.89219277906302e-4,1.4080971073706537e-5,0.016997087816058066
Distrito Federal,45-49,Homens,2063,4.6861954376497243e-4,1.2525220405461168e-5,0.01753296706082239
Distrito Federal,45-49,Homens,2064,4.4888721012451753e-4,1.1142199249357218e-5,0.018084376603209343
Distrito Federal,45-49,Homens,2065,4.29985753036436e-4,9.91259374453305e-6,0.018651803209052072
Distrito Federal,45-49,Homens,2066,4.118801864794157e-4,8.81927244069486e-6,0.019235746390090232
Distrito Federal,45-49,Homens,2067,3.945369976012738e-4,7.847035741847737e-6,0.019836718934018043
Distrito Federal,45-49,Homens,2068,3.7792408468768825e-4,6.982394823090079e-6,0.020455247433833687
Distrito Federal,45-49,Homens,2069,3.620106977429024e-4,6.213376422653062e-6,0.02109187281853832
Distrito Federal,45-49,Homens,2070,3.467673815724201e-4,5.529350375478361e-6,0.021747150886995335
Distrito Federal,50-54,Homens,2024,0.003996151457818732,0.0030340019548501292,0.005263419968566106
Distrito Federal,50-54,Homens,2025,0.003864407396034662,0.0025966745741598223,0.005751065101162821
Distrito Federal,50-54,Homens,2026,0.0037370066375509233,0.0022743896994706133,0.006140204826090351
Distrito Federal,50-54,Homens,2027,0.0036138059934958254,0.0020146499099414064,0.00648231421954903
Distrito Federal,50-54,Homens,2028,0.003494666995610438,0.0017967239505580178,0.006797202990707568
Distrito Federal,50-54,Homens,2029,0.0033794557406206763,0.0016096952959730071,0.007094958363477487
Distrito Federal,50-54,Homens,2030,0.0032680427397401043,0.0014468682940205215,0.00738153112685219
Distrito Federal,50-54,Homens,2031,0.0031603027731342565,0.0013037209197844012,0.007660775758305495
Distrito Federal,50-54,Homens,2032,0.0030561147491829756,0.0011769899292997218,0.00793535877212703
Distrito Federal,50-54,Homens,2033,0.002955361568382532,0.001064204842461497,0.008207218809181899
Distrito Federal,50-54,Homens,2034,0.00285792999173459,9.634271402728364e-4,0.008477822033685916
Distrito Federal,50-54,Homens,2035,0.0027637105134740874,8.730934670492692e-4,0.00874831400136473
Distrito Federal,50-54,Homens,2036,0.002672597237992994,7.919158451779917e-4,0.009019614950275886
Distrito Federal,50-54,Homens,2037,0.0025844877608216074,7.188151474817932e-4,0.009292482231679553
Distrito Federal,50-54,Homens,2038,0.0024992830535336343,6.528749809025766e-4,0.009567552692928976
Distrito Federal,50-54,Homens,2039,0.002416887352445683,5.933086412355629e-4,0.009845372321305352
Distrito Federal,50-54,Homens,2040,0.0023372080509860877,5.394347475161439e-4,0.010126417511565098
Distrito Federal,50-54,Homens,2041,0.0022601555956120846,4.906588241897174e-4,0.010411110662918475
Distrito Federal,50-54,Homens,2042,0.002185643385158363,4.464590732647309e-4,0.010699831839354145
Distrito Federal,50-54,Homens,2043,0.0021135876735038756,4.0637517150383256e-4,0.01099292763644001
Distrito Federal,50-54,Homens,2044,0.0020439074754474854,3.699993001447427e-4,0.01129071802718509
Distrito Federal,50-54,Homens,2045,0.001976524475686697,0.00033696885523544907,0.011593501720682443
Distrito Federal,50-54,Homens,2046,0.001911362940797144,3.0696044600487377e-4,0.011901560409495575
Distrito Federal,50-54,Homens,2047,0.001848349634113916,2.796848965985426e-4,0.012215162175285134
Distrito Federal,50-54,Homens,2048,0.0017874137334190554,2.548830410830759e-4,0.012534564248916526
Distrito Federal,50-54,Homens,2049,0.0017284867513427079,2.3232215412202347e-4,0.012860015269994609
Distrito Federal,50-54,Homens,2050,0.0016715024583884722,2.1179289731633198e-4,0.013191757154281378
Distrito Federal,50-54,Homens,2051,0.0016163968084964232,1.9310668854461888e-4,0.01353002665111588
Distrito Federal,50-54,Homens,2052,0.0015631078670601637,1.7609342181782822e-4,0.013875056653695006
Distrito Federal,50-54,Homens,2053,0.0015115757413169757,1.6059948026015325e-4,0.014227077310815356
Distrito Federal,50-54,Homens,2054,0.0014617425130328647,1.4648599626827127e-4,0.014586316978003448
Distrito Federal,50-54,Homens,2055,0.001413552173406819,1.3362732167446502e-4,0.014953003037888234
Distrito Federal,50-54,Homens,2056,0.0013669505601211294,1.2190967754420195e-4,0.015327362613505164
Distrito Federal,50-54,Homens,2057,0.001321885296467017,1.1122995857353763e-4,0.015709623193471255
Distrito Federal,50-54,Homens,2058,0.0012783057324771523,1.014946712763848e-4,0.016100013184279904
Distrito Federal,50-54,Homens,2059,0.0012361628879988989,9.261898852932032e-5,0.016498762402075137
Distrito Federal,50-54,Homens,2060,0.001195409397644308,8.452590576652043e-5,0.016906102513986145
Distrito Federal,50-54,Homens,2061,0.001155999457554982,7.714548633456699e-5,0.017322267437293124
Distrito Federal,50-54,Homens,2062,0.0011178887739219838,7.041418533547442e-5,0.017747493703249764
Distrito Federal,50-54,Homens,2063,0.001081034513202926,6.427424278933421e-5,0.018182020791224496
Distrito Federal,50-54,Homens,2064,0.0010453952539802886,5.8673138199128775e-5,0.0186260914378829
Distrito Federal,50-54,Homens,2065,0.0010109309404068667,5.356309964875068e-5,0.019079951925368998
Distrito Federal,50-54,Homens,2066,9.776028371860025e-4,4.8900661449439244e-5,0.019543852351818866
Distrito Federal,50-54,Homens,2067,9.453734860360301e-4,4.464626509987293e-5,0.02001804688702749
Distrito Federal,50-54,Homens,2068,9.142066635899823e-4,4.0763898964878e-5,0.020502794015666338
Distrito Federal,50-54,Homens,2069,8.840673406832504e-4,3.722077262615454e-5,0.02099835677009971
Distrito Federal,50-54,Homens,2070,8.549216429834372e-4,3.398702233084984e-5,0.02150500295455637
Distrito Federal,55-59,Homens,2024,0.006622987616527642,0.005367645427067875,0.008171919245537718
Distrito Federal,55-59,Homens,2025,0.0064557388859940125,0.004766601887389838,0.008743454047293438
Distrito Federal,55-59,Homens,2026,0.006292713647860597,0.004308225379026963,0.009191312331694798
Distrito Federal,55-59,Homens,2027,0.006133805247278669,0.0039275056041611495,0.009579506843142776
Distrito Federal,55-59,Homens,2028,0.005978909722729022,0.003599015404745245,0.009932539167632152
Distrito Federal,55-59,Homens,2029,0.005827925738007958,0.0033094946336646447,0.010262811144106931
Distrito Federal,55-59,Homens,2030,0.0056807545159308255,0.0030508816219061755,0.010577588995441176
Distrito Federal,55-59,Homens,2031,0.00553729977370971,0.0028177706269981785,0.010881541772827
Distrito Federal,55-59,Homens,2032,0.005397467659963037,0.002606279975884367,0.011177869380844828
Distrito Federal,55-59,Homens,2033,0.00526116669331584,0.002413478236589789,0.011468872830594574
Distrito Federal,55-59,Homens,2034,0.005128307702550549,0.002237064944366176,0.011756270178151083
Distrito Federal,55-59,Homens,2035,0.004998803768269135,0.0020751799833382614,0.01204138403140552
Distrito Federal,55-59,Homens,2036,0.00487257016602845,0.0019262832586466256,0.012325258975438137
Distrito Federal,55-59,Homens,2037,0.00474952431091155,0.001789075206825066,0.012608738354812786
Distrito Federal,55-59,Homens,2038,0.0046295857034987465,0.0016624422490788089,0.012892516295177455
Distrito Federal,55-59,Homens,2039,0.004512675877203049,0.0015454181262322367,0.013177174013313005
Distrito Federal,55-59,Homens,2040,0.004398718346935517,0.001437155709281888,0.013463205810409516
Distrito Federal,55-59,Homens,2041,0.004287638559066963,0.0013369059334011168,0.013751038090188543
Distrito Federal,55-59,Homens,2042,0.004179363842653262,0.0012440017067590547,0.01404104354067464
Distrito Federal,55-59,Homens,2043,0.0040738233618923475,0.0011578453766102677,0.01433355188797901
Distrito Federal,55-59,Homens,2044,0.003970948069781813,0.0010778987933736934,0.014628858172807336
Distrito Federal,55-59,Homens,2045,0.0038706706629467735,0.0010036753086955295,0.014927229205696954
Distrito Federal,55-59,Homens,2046,0.0037729255376084576,9.347332384585181e-4,0.015228908662553988
Distrito Federal,55-59,Homens,2047,0.0036776487466647118,8.706704532811492e-4,0.015534121150975957
Distrito Federal,55-59,Homens,2048,0.003584777957854337,8.111198496189417e-4,0.01584307548774136
Distrito Federal,55-59,Homens,2049,0.003494252412977898,7.557455180424833e-4,0.016155967364818054
Distrito Federal,55-59,Homens,2050,0.0034060128881483135,7.042394704665361e-4,0.016472981536446933
Distrito Federal,55-59,Homens,2051,0.0033200016550452315,6.563188207818577e-4,0.016794293627557914
Distrito Federal,55-59,Homens,2052,0.00323616244314784,6.117233372940328e-4,0.017120071640174706
Distrito Federal,55-59,Homens,2053,0.0031544404029214003,5.702133031573106e-4,0.01745047721701046
Distrito Federal,55-59,Homens,2054,0.0030747820699334257,5.315676343534554e-4,0.017785666708401666
Distrito Federal,55-59,Homens,2055,0.002997135329876021,4.955822149183163e-4,0.0181257920788615
Distrito Federal,55-59,Homens,2056,0.002921449384471512,4.620684169144567e-4,0.018471001682006435
Distrito Federal,55-59,Homens,2057,0.0028476747182390413,4.308517786937873e-4,0.018821440926813877
Distrito Federal,55-59,Homens,2058,0.0027757630661004117,4.0177081972680794e-4,0.01917725285366976
Distrito Federal,55-59,Homens,2059,0.0027056673818039606,3.746759740132853e-4,0.01953857863514441
Distrito Federal,55-59,Homens,2060,0.002637341807145826,3.494286270671591e-4,0.0199055580136609
Distrito Federal,55-59,Homens,2061,0.0025707416419684576,3.259002438601987e-4,0.02027832968601774
Distrito Federal,55-59,Homens,2062,0.0025058233149167484,3.0397157704492106e-4,0.020657031642969784
Distrito Federal,55-59,Homens,2063,0.002442544354932656,2.835319463560628e-4,0.02104180147065751
Distrito Federal,55-59,Homens,2064,0.0023808633634696597,2.6447858138669905e-4,0.02143277661953287
Distrito Federal,55-59,Homens,2065,0.002320739987408888,2.467160210076506e-4,0.021830094645501733
Distrito Federal,55-59,Homens,2066,0.002262134892659177,2.3015556359174113e-4,0.02223389342724443
Distrito Federal,55-59,Homens,2067,0.002205009738423809,2.1471476295263563e-4,0.02264431136305412
Distrito Federal,55-59,Homens,2068,0.002149327152117084,2.0031696553867654e-4,0.023061487550018803
Distrito Federal,55-59,Homens,2069,0.002095050704914317,1.868908849568922e-4,0.02348556194794833
Distrito Federal,55-59,Homens,2070,0.0020421448879192673,1.7437021035834733e-4,0.023916675530093773
Distrito Federal,60-64,Homens,2024,0.009280400502136027,0.007306811700039027,0.011787060761342269
Distrito Federal,60-64,Homens,2025,0.009014238965178495,0.006383379494859774,0.012729386398971611
Distrito Federal,60-64,Homens,2026,0.008755710931078874,0.005689752167600201,0.013473780869606563
Distrito Federal,60-64,Homens,2027,0.008504597471262627,0.005121278536145062,0.014123070564845741
Distrito Federal,60-64,Homens,2028,0.008260685936018497,0.004636834276384947,0.014716707146742256
Distrito Federal,60-64,Homens,2029,0.008023769774420937,0.004214867477200162,0.015274710709452171
Distrito Federal,60-64,Homens,2030,0.007793648359417166,0.0038422134178072147,0.015808844576080637
Distrito Federal,60-64,Homens,2031,0.007570126817930722,0.0035100079754951164,0.016326692258148007
Distrito Federal,60-64,Homens,2032,0.007353015865837641,0.003211865396878557,0.01683347078486063
Distrito Federal,60-64,Homens,2033,0.007142131647675499,0.002942952569543297,0.017332948210118108
Distrito Federal,60-64,Homens,2034,0.006937295580949628,0.0026994726562353274,0.017827952384070336
Distrito Federal,60-64,Homens,2035,0.00673833420490457,0.0024783558687095893,0.018320673164918852
Distrito Federal,60-64,Homens,2036,0.006545079033632802,0.0022770635692194,0.01881285183934722
Distrito Federal,60-64,Homens,2037,0.006357366413396287,0.002093458324447,0.019305905086434115
Distrito Federal,60-64,Homens,2038,0.006175037384040035,0.0019257143220277096,0.019801009037592514
Distrito Federal,60-64,Homens,2039,0.005997937544380312,0.0017722535479939821,0.020299157999715902
Distrito Federal,60-64,Homens,2040,0.0058259169214535216,0.0016316990038647244,0.020801206530915044
Distrito Federal,60-64,Homens,2041,0.005658829843515015,0.0015028395485148145,0.02130790025422364
Distrito Federal,60-64,Homens,2042,0.005496534816680297,0.001384602888742196,0.021819898858093427
Distrito Federal,60-64,Homens,2043,0.005338894405104149,0.0012760344211043147,0.022337793555901434
Distrito Federal,60-64,Homens,2044,0.005185775114596222,0.001176280367042827,0.022862120539147233
Distrito Federal,60-64,Homens,2045,0.0050370472795745165,0.0010845741202454898,0.023393371483846733
Distrito Federal,60-64,Homens,2046,0.004892584953261042,0.0010002250404678354,0.02393200185598245
Distrito Federal,60-64,Homens,2047,0.004752265801026662,9.226091410934266e-4,0.024478437550317554
Distrito Federal,60-64,Homens,2048,0.004615970996794789,8.511612645854891e-4,0.025033080251398873
Distrito Federal,60-64,Homens,2049,0.004483585122416257,7.853684430816681e-4,0.025596311803760593
Distrito Federal,60-64,Homens,2050,0.004354996069930042,7.247642149635846e-4,0.026168497805950673
Distrito Federal,60-64,Homens,2051,0.00423009494662725,6.689237215525426e-4,0.02674999059078201
Distrito Federal,60-64,Homens,2052,0.004108775982837761,6.174594472708128e-4,0.027341131716039788
Distrito Federal,60-64,Homens,2053,0.003990936442361617,5.700174957910603e-4,0.027942254061633656
Distrito Federal,60-64,Homens,2054,0.0038764765354692044,5.262743166981659e-4,0.028553683608052265
Distrito Federal,60-64,Homens,2055,0.003765299334396599,4.8593381396805173e-4,0.029175740955000893
Distrito Federal,60-64,Homens,2056,0.003657310691264495,4.4872478050659974e-4,0.029808742626909267
Distrito Federal,60-64,Homens,2057,0.003552419158351221,4.143986130714456e-4,0.030453002202604024
Distrito Federal,60-64,Homens,2058,0.003450535910652319,3.8272726982924464e-4,0.031108831299147346
Distrito Federal,60-64,Homens,2059,0.003351574670661115,3.535014390978397e-4,0.03177654043413428
Distrito Federal,60-64,Homens,2060,0.0032554516353065772,3.2652889286745063e-4,0.03245643978624074
Distrito Federal,60-64,Homens,2061,0.0031620854049865957,3.0163300277079666e-4,0.03314883987024145
Distrito Federal,60-64,Homens,2062,0.0030713969146365836,2.7865139949174067e-4,0.0338540521398628
Distrito Federal,60-64,Homens,2063,0.0029833093667750304,2.574347593267388e-4,0.03457238952954091
Distrito Federal,60-64,Homens,2064,0.0028977481664693027,2.3784570386617965e-4,0.03530416694430019
Distrito Federal,60-64,Homens,2065,0.002814640858166623,2.1975780063836128e-4,0.0360497017054604
Distrito Federal,60-64,Homens,2066,0.002733917064336751,2.030546541309737e-4,0.03680931395864787
Distrito Federal,60-64,Homens,2067,0.0026555084258743453,1.8762907793096117e-4,0.03758332704957575
Distrito Federal,60-64,Homens,2068,0.002579348544210649,1.733823398487633e-4,0.03837206787222308
Distrito Federal,60-64,Homens,2069,0.0025053729250853474,1.6022347285309687e-4,0.03917586719335293
Distrito Federal,60-64,Homens,2070,0.002433518923931085,1.4806864546614175e-4,0.039995059956733865
Distrito Federal,65-69,Homens,2024,0.01460807042759201,0.011811991735316711,0.01806602361390549
Distrito Federal,65-69,Homens,2025,0.014235188154397371,0.010475707007749394,0.019343857330220485
Distrito Federal,65-69,Homens,2026,0.013871823989042641,0.009457840096578317,0.020345818793510367
Distrito Federal,65-69,Homens,2027,0.013517734974478467,0.00861331428777675,0.021214732533277162
Distrito Federal,65-69,Homens,2028,0.013172684355321707,0.007885363905672387,0.022005276509827896
Distrito Federal,65-69,Homens,2029,0.01283644141955312,0.007244373277473229,0.022745132257333215
Distrito Federal,65-69,Homens,2030,0.012508781344255851,0.006672329574227555,0.023450521887105277
Distrito Federal,65-69,Homens,2031,0.012189485045291494,0.006157149638095278,0.02413187179179057
Distrito Federal,65-69,Homens,2032,0.011878339030813416,0.005690154153481789,0.02479632964681805
Distrito Federal,65-69,Homens,2033,0.011575135258519144,0.005264786900803115,0.025449036927320732
Distrito Federal,65-69,Homens,2034,0.01127967099654656,0.004875902020491635,0.0260938339727969
Distrito Federal,65-69,Homens,2035,0.010991748687920804,0.004519338383304977,0.026733678466017964
Distrito Federal,65-69,Homens,2036,0.010711175818461297,0.004191650836710174,0.02737090752149468
Distrito Federal,65-69,Homens,2037,0.010437764788060504,0.003889932606458583,0.02800740907181465
Distrito Federal,65-69,Homens,2038,0.010171332785248444,0.0036116933816196933,0.02864473799319981
Distrito Federal,65-69,Homens,2039,0.009911701664959017,0.0033547728607353786,0.029284197164280257
Distrito Federal,65-69,Homens,2040,0.00965869782941643,0.0031172776931538073,0.0299268954975872
Distrito Federal,65-69,Homens,2041,0.009412152112062123,0.002897534333067883,0.0305737904015787
Distrito Federal,65-69,Homens,2042,0.009171899664444512,0.002694053009667247,0.03122571944678545
Distrito Federal,65-69,Homens,2043,0.008937779845995988,0.0025054996484871316,0.031883424379535424
Distrito Federal,65-69,Homens,2044,0.008709636116623396,0.00233067360186441,0.03254756960533158
Distrito Federal,65-69,Homens,2045,0.008487315932040341,0.0021684897055057857,0.033218756606208634
Distrito Federal,65-69,Homens,2046,0.008270670641771026,0.0020179636134019852,0.03389753532242051
Distrito Federal,65-69,Homens,2047,0.008059555389757821,0.0018781996570795645,0.03458441323622422
Distrito Federal,65-69,Homens,2048,0.007853829017505769,0.0017483806774000223,0.03527986269440043
Distrito Federal,65-69,Homens,2049,0.007653353969699452,0.0016277594188303188,0.03598432686545567
Distrito Federal,65-69,Homens,2050,0.007457996202229053,0.0015156511770558552,0.036698224627455416
Distrito Federal,65-69,Homens,2051,0.007267625092564122,0.0014114274637991408,0.03742195461033216
Distrito Federal,65-69,Homens,2052,0.007082113352415125,0.0013145105062210961,0.03815589856382667
Distrito Federal,65-69,Homens,2053,0.006901336942624366,0.0012243684380217278,0.03890042418325278
Distrito Federal,65-69,Homens,2054,0.006725174990229391,0.0011405110692232119,0.039655887496130214
Distrito Federal,65-69,Homens,2055,0.0065535097076434125,0.0010624861443174834,0.040422634890703045
Distrito Federal,65-69,Homens,2056,0.006386226313898711,9.898760158949039e-4,0.04120100485055334
Distrito Federal,65-69,Homens,2057,0.0062232129579003655,9.222946743957747e-4,0.04199132944657979
Distrito Federal,65-69,Homens,2058,0.006064360643638991,8.59385085218212e-4,0.04279393562756483
Distrito Federal,65-69,Homens,2059,0.005909563157312458,8.008167927854055e-4,0.043609146342692924
Distrito Federal,65-69,Homens,2060,0.005758716996307936,7.462837578455693e-4,0.044437281523187516
Distrito Federal,65-69,Homens,2061,0.00561172129999667,6.955023996374917e-4,0.04527865894531805
Distrito Federal,65-69,Homens,2062,0.005468477782295307,6.482098188951018e-4,0.04613359499310014
Distrito Federal,65-69,Homens,2063,0.005328890665948637,6.041621812058835e-4,0.04700240533585711
Distrito Federal,65-69,Homens,2064,0.005192866618489813,5.631332431484984e-4,0.04788540553326013
Distrito Federal,65-69,Homens,2065,0.005060314689835249,5.249130060434018e-4,0.04878291157839046
Distrito Federal,65-69,Homens,2066,0.00493114625147244,4.893064841566014e-4,0.04969524038767563
Distrito Federal,65-69,Homens,2067,0.004805274937200076,4.5613257587864847e-4,0.05062271024515984
Distrito Federal,65-69,Homens,2068,0.004682616585380797,4.2522302781966825e-4,0.05156564120742362
Distrito Federal,65-69,Homens,2069,0.004563089182668003,3.964214829648547e-4,0.052524355474518274
Distrito Federal,65-69,Homens,2070,0.004446612809169054,3.695826050617569e-4,0.053499177731490856
Distrito Federal,70-74,Homens,2024,0.022512703006492614,0.018703340896268975,0.0270979286251284
Distrito Federal,70-74,Homens,2025,0.022010474204018474,0.016843233041197236,0.028762944352833483
Distrito Federal,70-74,Homens,2026,0.021519449465754733,0.015406091744904695,0.03005867503433048
Distrito Federal,70-74,Homens,2027,0.021039378843760916,0.014198703678844994,0.031175765910997775
Distrito Federal,70-74,Homens,2028,0.020570017966106448,0.013145838272043851,0.032187041280263395
Distrito Federal,70-74,Homens,2029,0.02011112791247717,0.012208457222548215,0.03312928558778191
Distrito Federal,70-74,Homens,2030,0.019662475092557023,0.011362946750967197,0.03402400233306712
Distrito Federal,70-74,Homens,2031,0.019223831127122722,0.01059354891939297,0.03488497443265771
Distrito Federal,70-74,Homens,2032,0.018794972731791173,0.009888996877267294,0.03572162114853357
Distrito Federal,70-74,Homens,2033,0.018375681603360294,0.00924081180221139,0.03654069378485427
Distrito Federal,70-74,Homens,2034,0.017965744308685364,0.008642357226569369,0.037347214435058104
Distrito Federal,70-74,Homens,2035,0.017564952176034494,0.008088275801379444,0.038145032701995624
Distrito Federal,70-74,Homens,2036,0.017173101188867765,0.007574134779131413,0.038937174085633554
Distrito Federal,70-74,Homens,2037,0.016789991881986,0.007096192607579069,0.0397260676233716
Distrito Federal,70-74,Homens,2038,0.016415429239996334,0.006651239384604023,0.040513700011621134
Distrito Federal,70-74,Homens,2039,0.01604922259804291,0.006236484258882098,0.041301723103796095
Distrito Federal,70-74,Homens,2040,0.015691185544752094,0.005849473731618862,0.042091530810532685
Distrito Federal,70-74,Homens,2041,0.015341135827342872,0.005488030919827671,0.04288431532385994
Distrito Federal,70-74,Homens,2042,0.014998895258854155,0.005150209417098349,0.04368110901261661
Distrito Federal,70-74,Homens,2043,0.014664289627441656,0.004834257558506607,0.04448281616669249
Distrito Federal,70-74,Homens,2044,0.014337148607698264,0.004538590256078418,0.04529023740883667
Distrito Federal,70-74,Homens,2045,0.014017305673952755,0.0042617664467535865,0.04610408871811849
Distrito Federal,70-74,Homens,2046,0.01370459801550263,0.0040024707724392195,0.04692501643230195
Distrito Federal,70-74,Homens,2047,0.013398866453738124,0.0037594985012414386,0.04775360920767108
Distrito Federal,70-74,Homens,2048,0.01309995536111494,0.003531742966786006,0.04859040764774945
Distrito Federal,70-74,Homens,2049,0.012807712581934664,0.0033181849899866895,0.0494359121255942
Distrito Federal,70-74,Homens,2050,0.012521989354892456,0.003117883880947509,0.050290589191663244
Distrito Federal,70-74,Homens,2051,0.01224264023735255,0.0029299697149274074,0.051154876863618776
Distrito Federal,70-74,Homens,2052,0.01196952303131318,0.0027536366467186936,0.05202918902457966
Distrito Federal,70-74,Homens,2053,0.01170249871102301,0.002588137079972093,0.052913919104691245
Distrito Federal,70-74,Homens,2054,0.011441431352212416,0.002432776547119582,0.053809443182269594
Distrito Federal,70-74,Homens,2055,0.011186188062903502,0.002286909185193267,0.05471612261160692
Distrito Federal,70-74,Homens,2056,0.010936638915763675,0.0021499337155373864,0.05563430626227436
Distrito Federal,70-74,Homens,2057,0.010692656881968262,0.002021289852957464,0.0565643324376344
Distrito Federal,70-74,Homens,2058,0.01045411776653867,0.0019004550835383307,0.057506530526984276
Distrito Federal,70-74,Homens,2059,0.010220900145122964,0.0017869417611321363,0.05846122243535714
Distrito Federal,70-74,Homens,2060,0.009992885302186841,0.0016802944810603865,0.05942872382681661
Distrito Federal,70-74,Homens,2061,0.009769957170583477,0.001580087696403533,0.060409345210582874
Distrito Federal,70-74,Homens,2062,0.009552002272471483,0.0014859235477525158,0.061403392894138834
Distrito Federal,70-74,Homens,2063,0.009338909661550878,0.001397429881758955,0.06241116982329723
Distrito Federal,70-74,Homens,2064,0.009130570866587771,0.0013142584374654337,0.06343297632584086
Distrito Federal,70-74,Homens,2065,0.008926879836198873,0.0012360831823942245,0.06446911077261044
Distrito Federal,70-74,Homens,2066,0.008727732884867804,0.0011625987828525206,0.0655198701676826
Distrito Federal,70-74,Homens,2067,0.008533028640165731,0.001093519194976867,0.06658555067744273
Distrito Federal,70-74,Homens,2068,0.00834266799114939,0.0010285763647686517,0.06766644810684827
Distrito Federal,70-74,Homens,2069,0.008156554037910367,9.675190268290489e-4,0.06876285832992411
Distrito Federal,70-74,Homens,2070,0.007974592042249784,9.101115927355671e-4,0.06987507768049153
Distrito Federal,75-79,Homens,2024,0.03709161679844918,0.031502924260151104,0.0436717564808188
Distrito Federal,75-79,Homens,2025,0.03636167525559411,0.028725831944073882,0.046027263195280485
Distrito Federal,75-79,Homens,2026,0.03564609853967232,0.02655524606417418,0.0478490893298203
Distrito Federal,75-79,Homens,2027,0.0349446039592069,0.02471301311138329,0.04941224044037528
Distrito Federal,75-79,Homens,2028,0.034256914385925485,0.023091297995652568,0.05082157717879573
Distrito Federal,75-79,Homens,2029,0.0335827581452797,0.021634419010952435,0.05212997141607544
Distrito Federal,75-79,Homens,2030,0.03292186890911895,0.020308872436729877,0.05336827319418299
Distrito Federal,75-79,Homens,2031,0.032273985590476444,0.019092419170271536,0.054556216087909594
Distrito Federal,75-79,Homens,2032,0.03163885224042577,0.017969238623306072,0.055707255720516616
Distrito Federal,75-79,Homens,2033,0.031016217946967156,0.016927479214835763,0.05683101207949711
Distrito Federal,75-79,Homens,2034,0.030405836735903715,0.015957900428910782,0.05793462064317037
Distrito Federal,75-79,Homens,2035,0.029807467473668345,0.015053065621707676,0.05902353311424702
Distrito Federal,75-79,Homens,2036,0.02922087377206293,0.01420683514307811,0.06010201817671232
Distrito Federal,75-79,Homens,2037,0.02864582389487222,0.013414033544984305,0.06117348848608325
Distrito Federal,75-79,Homens,2038,0.028082090666315517,0.012670222836527679,0.06224072191671767
Distrito Federal,75-79,Homens,2039,0.027529451381299946,0.011971543050961935,0.06330601578502962
Distrito Federal,75-79,Homens,2040,0.02698768771743992,0.01131459704937892,0.0643712971089887
Distrito Federal,75-79,Homens,2041,0.026456585648807995,0.01069636527654486,0.0654382031742666
Distrito Federal,75-79,Homens,2042,0.025935935361383052,0.010114141330258066,0.06650814153223582
Distrito Federal,75-79,Homens,2043,0.025425531170162437,0.009565482328214995,0.06758233543310892
