Localidade,cod_IBGE,Código DataSUS,Ano,Taxa
Baixio,2301802,230180,2019,14.93
Baixio,2301802,230180,2020,16.84
Baixio,2301802,230180,2021,0.0
Baixio,2301802,230180,2022,16.84
Baixio,2301802,230180,2023,16.84
Banabuiú,2301851,230185,1996,26.88
Banabuiú,2301851,230185,1997,16.84
Banabuiú,2301851,230185,1998,16.84
Banabuiú,2301851,230185,1999,36.41
Banabuiú,2301851,230185,2000,36.18
Banabuiú,2301851,230185,2001,22.16
Banabuiú,2301851,230185,2002,22.04
Banabuiú,2301851,230185,2003,25.64
Banabuiú,2301851,230185,2004,26.32
Banabuiú,2301851,230185,2005,22.99
Banabuiú,2301851,230185,2006,21.21
Banabuiú,2301851,230185,2007,22.95
Banabuiú,2301851,230185,2008,16.95
Banabuiú,2301851,230185,2009,6.97
Banabuiú,2301851,230185,2010,3.39
Banabuiú,2301851,230185,2011,14.55
Banabuiú,2301851,230185,2012,7.55
Banabuiú,2301851,230185,2013,31.75
Banabuiú,2301851,230185,2014,19.46
Banabuiú,2301851,230185,2015,3.72
Banabuiú,2301851,230185,2016,24.05
Banabuiú,2301851,230185,2017,15.27
Banabuiú,2301851,230185,2018,6.8
Banabuiú,2301851,230185,2019,26.52
Banabuiú,2301851,230185,2020,8.13
Banabuiú,2301851,230185,2021,17.7
Banabuiú,2301851,230185,2022,4.93
Banabuiú,2301851,230185,2023,19.23
Barbalha,2301901,230190,1996,16.85
Barbalha,2301901,230190,1997,11.46
Barbalha,2301901,230190,1998,11.4
Barbalha,2301901,230190,1999,10.95
Barbalha,2301901,230190,2000,18.12
Barbalha,2301901,230190,2001,17.68
Barbalha,2301901,230190,2002,20.1
Barbalha,2301901,230190,2003,17.15
Barbalha,2301901,230190,2004,16.76
Barbalha,2301901,230190,2005,10.83
Barbalha,2301901,230190,2006,16.21
Barbalha,2301901,230190,2007,18.66
Barbalha,2301901,230190,2008,17.69
Barbalha,2301901,230190,2009,17.84
Barbalha,2301901,230190,2010,18.43
Barbalha,2301901,230190,2011,14.1
Barbalha,2301901,230190,2012,21.93
Barbalha,2301901,230190,2013,10.05
Barbalha,2301901,230190,2014,19.68
Barbalha,2301901,230190,2015,12.15
Barbalha,2301901,230190,2016,8.88
Barbalha,2301901,230190,2017,15.27
Barbalha,2301901,230190,2018,12.47
Barbalha,2301901,230190,2019,15.08
Barbalha,2301901,230190,2020,6.26
Barbalha,2301901,230190,2021,12.57
Barbalha,2301901,230190,2022,12.6
Barbalha,2301901,230190,2023,4.73
Barreira,2301950,230195,1996,31.91
Barreira,2301950,230195,1997,16.84
Barreira,2301950,230195,1998,14.22
Barreira,2301950,230195,1999,12.35
Barreira,2301950,230195,2000,41.38
Barreira,2301950,230195,2001,10.45
Barreira,2301950,230195,2002,6.35
Barreira,2301950,230195,2003,15.43
Barreira,2301950,230195,2004,20.47
Barreira,2301950,230195,2005,16.22
Barreira,2301950,230195,2006,23.6
Barreira,2301950,230195,2007,10.31
Barreira,2301950,230195,2008,6.58
Barreira,2301950,230195,2009,14.23
Barreira,2301950,230195,2010,7.3
Barreira,2301950,230195,2011,20.27
Barreira,2301950,230195,2012,6.31
Barreira,2301950,230195,2013,15.58
Barreira,2301950,230195,2014,3.38
Barreira,2301950,230195,2015,3.13
Barreira,2301950,230195,2016,10.03
Barreira,2301950,230195,2017,15.77
Barreira,2301950,230195,2018,2.93
Barreira,2301950,230195,2019,18.13
Barreira,2301950,230195,2020,25.28
Barreira,2301950,230195,2021,0.0
Barreira,2301950,230195,2022,7.55
Barreira,2301950,230195,2023,7.19
Barro,2302008,230200,1996,22.41
Barro,2302008,230200,1997,31.04
Barro,2302008,230200,1998,16.84
Barro,2302008,230200,1999,18.69
Barro,2302008,230200,2000,25.48
Barro,2302008,230200,2001,8.24
Barro,2302008,230200,2002,16.53
Barro,2302008,230200,2003,21.08
Barro,2302008,230200,2004,43.61
Barro,2302008,230200,2005,24.62
Barro,2302008,230200,2006,37.54
Barro,2302008,230200,2007,36.5
Barro,2302008,230200,2008,14.04
Barro,2302008,230200,2009,17.06
Barro,2302008,230200,2010,17.92
Barro,2302008,230200,2011,22.95
Barro,2302008,230200,2012,17.79
Barro,2302008,230200,2013,10.56
Barro,2302008,230200,2014,18.94
Barro,2302008,230200,2015,9.13
Barro,2302008,230200,2016,19.05
Barro,2302008,230200,2017,11.63
Barro,2302008,230200,2018,8.3
Barro,2302008,230200,2019,21.46
Barro,2302008,230200,2020,13.7
Barro,2302008,230200,2021,4.24
Barro,2302008,230200,2022,19.32
Barro,2302008,230200,2023,10.36
Barroquinha,2302057,230205,1996,16.84
Barroquinha,2302057,230205,1997,29.41
Barroquinha,2302057,230205,1998,16.84
Barroquinha,2302057,230205,1999,16.84
Barroquinha,2302057,230205,2000,37.46
Barroquinha,2302057,230205,2001,34.7
Barroquinha,2302057,230205,2002,19.93
Barroquinha,2302057,230205,2003,26.76
Barroquinha,2302057,230205,2004,18.12
Barroquinha,2302057,230205,2005,42.7
Barroquinha,2302057,230205,2006,45.8
Barroquinha,2302057,230205,2007,12.71
Barroquinha,2302057,230205,2008,13.95
Barroquinha,2302057,230205,2009,16.84
Barroquinha,2302057,230205,2010,14.71
Barroquinha,2302057,230205,2011,10.15
Barroquinha,2302057,230205,2012,14.15
Barroquinha,2302057,230205,2013,14.63
Barroquinha,2302057,230205,2014,19.32
Barroquinha,2302057,230205,2015,12.88
Barroquinha,2302057,230205,2016,4.12
Barroquinha,2302057,230205,2017,8.89
Barroquinha,2302057,230205,2018,13.04
Barroquinha,2302057,230205,2019,18.26
Barroquinha,2302057,230205,2020,4.9
Barroquinha,2302057,230205,2021,0.0
Barroquinha,2302057,230205,2022,4.78
Barroquinha,2302057,230205,2023,9.22
Baturité,2302107,230210,1996,10.51
Baturité,2302107,230210,1997,10.64
Baturité,2302107,230210,1998,7.72
Baturité,2302107,230210,1999,8.53
Baturité,2302107,230210,2000,23.67
Baturité,2302107,230210,2001,22.52
Baturité,2302107,230210,2002,16.82
Baturité,2302107,230210,2003,8.88
Baturité,2302107,230210,2004,20.11
Baturité,2302107,230210,2005,17.43
Baturité,2302107,230210,2006,17.36
Baturité,2302107,230210,2007,14.68
Baturité,2302107,230210,2008,12.01
Baturité,2302107,230210,2009,19.64
Baturité,2302107,230210,2010,16.16
Baturité,2302107,230210,2011,26.48
Baturité,2302107,230210,2012,4.3
Baturité,2302107,230210,2013,20.83
Baturité,2302107,230210,2014,6.92
Baturité,2302107,230210,2015,11.11
Baturité,2302107,230210,2016,14.55
Baturité,2302107,230210,2017,8.25
Baturité,2302107,230210,2018,10.97
Baturité,2302107,230210,2019,12.89
Baturité,2302107,230210,2020,16.39
Baturité,2302107,230210,2021,6.12
Baturité,2302107,230210,2022,13.51
Baturité,2302107,230210,2023,13.36
Beberibe,2302206,230220,1996,10.0
Beberibe,2302206,230220,1997,10.55
Beberibe,2302206,230220,1998,14.02
Beberibe,2302206,230220,1999,12.69
Beberibe,2302206,230220,2000,30.77
Beberibe,2302206,230220,2001,22.28
Beberibe,2302206,230220,2002,36.76
Beberibe,2302206,230220,2003,25.96
Beberibe,2302206,230220,2004,21.24
Beberibe,2302206,230220,2005,20.3
Beberibe,2302206,230220,2006,15.83
Beberibe,2302206,230220,2007,10.9
Beberibe,2302206,230220,2008,13.06
Beberibe,2302206,230220,2009,7.96
Beberibe,2302206,230220,2010,3.68
Beberibe,2302206,230220,2011,11.4
Beberibe,2302206,230220,2012,16.84
Beberibe,2302206,230220,2013,11.67
Beberibe,2302206,230220,2014,15.54
Beberibe,2302206,230220,2015,7.18
Beberibe,2302206,230220,2016,8.93
Beberibe,2302206,230220,2017,6.68
Beberibe,2302206,230220,2018,13.7
Beberibe,2302206,230220,2019,11.4
Beberibe,2302206,230220,2020,17.27
Beberibe,2302206,230220,2021,6.22
Beberibe,2302206,230220,2022,15.82
Beberibe,2302206,230220,2023,10.22
Bela Cruz,2302305,230230,1996,32.13
Bela Cruz,2302305,230230,1997,44.29
Bela Cruz,2302305,230230,1998,40.21
Bela Cruz,2302305,230230,1999,33.86
Bela Cruz,2302305,230230,2000,16.84
Bela Cruz,2302305,230230,2001,45.45
Bela Cruz,2302305,230230,2002,42.51
Bela Cruz,2302305,230230,2003,30.37
Bela Cruz,2302305,230230,2004,30.95
Bela Cruz,2302305,230230,2005,31.78
Bela Cruz,2302305,230230,2006,20.79
Bela Cruz,2302305,230230,2007,13.36
Bela Cruz,2302305,230230,2008,5.84
Bela Cruz,2302305,230230,2009,16.67
Bela Cruz,2302305,230230,2010,11.88
Bela Cruz,2302305,230230,2011,26.46
Bela Cruz,2302305,230230,2012,11.57
Bela Cruz,2302305,230230,2013,19.51
Bela Cruz,2302305,230230,2014,21.45
Bela Cruz,2302305,230230,2015,11.09
Bela Cruz,2302305,230230,2016,12.92
Bela Cruz,2302305,230230,2017,15.23
Bela Cruz,2302305,230230,2018,10.03
Bela Cruz,2302305,230230,2019,16.39
Bela Cruz,2302305,230230,2020,23.32
Bela Cruz,2302305,230230,2021,0.0
Bela Cruz,2302305,230230,2022,11.24
Bela Cruz,2302305,230230,2023,26.39
Boa Viagem,2302404,230240,1996,3.88
Boa Viagem,2302404,230240,1997,27.72
Boa Viagem,2302404,230240,1998,18.29
Boa Viagem,2302404,230240,1999,20.32
Boa Viagem,2302404,230240,2000,30.59
Boa Viagem,2302404,230240,2001,25.54
Boa Viagem,2302404,230240,2002,23.58
Boa Viagem,2302404,230240,2003,38.06
Boa Viagem,2302404,230240,2004,33.3
Boa Viagem,2302404,230240,2005,22.02
Boa Viagem,2302404,230240,2006,20.02
Boa Viagem,2302404,230240,2007,19.63
Boa Viagem,2302404,230240,2008,22.56
Boa Viagem,2302404,230240,2009,17.39
Boa Viagem,2302404,230240,2010,12.23
Boa Viagem,2302404,230240,2011,17.76
Boa Viagem,2302404,230240,2012,15.92
Boa Viagem,2302404,230240,2013,11.08
Boa Viagem,2302404,230240,2014,14.64
Boa Viagem,2302404,230240,2015,20.59
Boa Viagem,2302404,230240,2016,8.16
Boa Viagem,2302404,230240,2017,10.97
Boa Viagem,2302404,230240,2018,9.68
Boa Viagem,2302404,230240,2019,17.86
Boa Viagem,2302404,230240,2020,10.84
Boa Viagem,2302404,230240,2021,12.27
Boa Viagem,2302404,230240,2022,10.62
Boa Viagem,2302404,230240,2023,10.27
Brejo Santo,2302503,230250,1996,9.18
Brejo Santo,2302503,230250,1997,15.67
Brejo Santo,2302503,230250,1998,23.35
Brejo Santo,2302503,230250,1999,24.82
Brejo Santo,2302503,230250,2000,17.31
Brejo Santo,2302503,230250,2001,15.2
Brejo Santo,2302503,230250,2002,16.11
Brejo Santo,2302503,230250,2003,30.04
Brejo Santo,2302503,230250,2004,21.08
Brejo Santo,2302503,230250,2005,14.65
Brejo Santo,2302503,230250,2006,17.21
Brejo Santo,2302503,230250,2007,15.83
Brejo Santo,2302503,230250,2008,14.9
Brejo Santo,2302503,230250,2009,7.06
Brejo Santo,2302503,230250,2010,15.26
Brejo Santo,2302503,230250,2011,12.66
Brejo Santo,2302503,230250,2012,13.78
Brejo Santo,2302503,230250,2013,10.1
Brejo Santo,2302503,230250,2014,8.6
Brejo Santo,2302503,230250,2015,21.17
Brejo Santo,2302503,230250,2016,20.03
Brejo Santo,2302503,230250,2017,9.49
Brejo Santo,2302503,230250,2018,15.26
Brejo Santo,2302503,230250,2019,15.04
Brejo Santo,2302503,230250,2020,10.23
Brejo Santo,2302503,230250,2021,10.51
Brejo Santo,2302503,230250,2022,9.93
Brejo Santo,2302503,230250,2023,9.75
Camocim,2302602,230260,1996,23.2
Camocim,2302602,230260,1997,21.29
Camocim,2302602,230260,1998,29.14
Camocim,2302602,230260,1999,37.7
Camocim,2302602,230260,2000,34.43
Camocim,2302602,230260,2001,30.14
Camocim,2302602,230260,2002,26.76
Camocim,2302602,230260,2003,34.83
Camocim,2302602,230260,2004,18.41
Camocim,2302602,230260,2005,29.76
Camocim,2302602,230260,2006,16.85
Camocim,2302602,230260,2007,16.87
Camocim,2302602,230260,2008,21.42
Camocim,2302602,230260,2009,25.19
Camocim,2302602,230260,2010,9.12
Camocim,2302602,230260,2011,7.5
Camocim,2302602,230260,2012,13.49
Camocim,2302602,230260,2013,20.41
Camocim,2302602,230260,2014,11.86
Camocim,2302602,230260,2015,16.43
Camocim,2302602,230260,2016,10.59
Camocim,2302602,230260,2017,10.34
Camocim,2302602,230260,2018,12.96
Camocim,2302602,230260,2019,15.78
Camocim,2302602,230260,2020,12.63
Camocim,2302602,230260,2021,8.35
Camocim,2302602,230260,2022,11.19
Camocim,2302602,230260,2023,10.3
Campos Sales,2302701,230270,1996,16.84
Campos Sales,2302701,230270,1997,30.63
Campos Sales,2302701,230270,1998,37.84
Campos Sales,2302701,230270,1999,43.55
Campos Sales,2302701,230270,2000,23.74
Campos Sales,2302701,230270,2001,36.2
Campos Sales,2302701,230270,2002,20.62
Campos Sales,2302701,230270,2003,24.19
Campos Sales,2302701,230270,2004,30.97
Campos Sales,2302701,230270,2005,18.36
Campos Sales,2302701,230270,2006,23.86
Campos Sales,2302701,230270,2007,6.19
Campos Sales,2302701,230270,2008,23.38
Campos Sales,2302701,230270,2009,14.96
Campos Sales,2302701,230270,2010,29.5
Campos Sales,2302701,230270,2011,19.66
Campos Sales,2302701,230270,2012,16.67
Campos Sales,2302701,230270,2013,9.95
Campos Sales,2302701,230270,2014,19.39
Campos Sales,2302701,230270,2015,10.55
Campos Sales,2302701,230270,2016,15.83
Campos Sales,2302701,230270,2017,8.26
Campos Sales,2302701,230270,2018,8.15
Campos Sales,2302701,230270,2019,19.05
Campos Sales,2302701,230270,2020,21.21
Campos Sales,2302701,230270,2021,13.62
Campos Sales,2302701,230270,2022,8.2
Campos Sales,2302701,230270,2023,8.85
Canindé,2302800,230280,1996,6.24
Canindé,2302800,230280,1997,7.76
Canindé,2302800,230280,1998,19.72
Canindé,2302800,230280,1999,15.75
Canindé,2302800,230280,2000,25.59
Canindé,2302800,230280,2001,13.83
Canindé,2302800,230280,2002,14.87
Canindé,2302800,230280,2003,30.79
Canindé,2302800,230280,2004,19.68
Canindé,2302800,230280,2005,10.14
Canindé,2302800,230280,2006,22.56
Canindé,2302800,230280,2007,14.77
Canindé,2302800,230280,2008,11.94
Canindé,2302800,230280,2009,16.25
Canindé,2302800,230280,2010,9.88
Canindé,2302800,230280,2011,13.06
Canindé,2302800,230280,2012,8.06
Canindé,2302800,230280,2013,9.53
Canindé,2302800,230280,2014,7.13
Canindé,2302800,230280,2015,14.66
Canindé,2302800,230280,2016,13.26
Canindé,2302800,230280,2017,12.13
Canindé,2302800,230280,2018,17.04
Canindé,2302800,230280,2019,11.47
Canindé,2302800,230280,2020,12.46
Canindé,2302800,230280,2021,11.13
Canindé,2302800,230280,2022,6.88
Canindé,2302800,230280,2023,12.57
Capistrano,2302909,230290,1996,14.08
Capistrano,2302909,230290,1997,9.84
Capistrano,2302909,230290,1998,27.59
Capistrano,2302909,230290,1999,26.67
Capistrano,2302909,230290,2000,38.87
Capistrano,2302909,230290,2001,27.97
Capistrano,2302909,230290,2002,13.11
Capistrano,2302909,230290,2003,16.67
Capistrano,2302909,230290,2004,3.97
Capistrano,2302909,230290,2005,19.87
Capistrano,2302909,230290,2006,17.94
Capistrano,2302909,230290,2007,17.54
Capistrano,2302909,230290,2008,15.09
Capistrano,2302909,230290,2009,15.27
Capistrano,2302909,230290,2010,16.88
Capistrano,2302909,230290,2011,4.2
Capistrano,2302909,230290,2012,13.16
Capistrano,2302909,230290,2013,11.72
Capistrano,2302909,230290,2014,12.24
Capistrano,2302909,230290,2015,3.4
Capistrano,2302909,230290,2016,13.16
Capistrano,2302909,230290,2017,4.17
Capistrano,2302909,230290,2018,21.43
Capistrano,2302909,230290,2019,20.0
Capistrano,2302909,230290,2020,12.05
Capistrano,2302909,230290,2021,18.18
Capistrano,2302909,230290,2022,17.09
Capistrano,2302909,230290,2023,10.05
Caridade,2303006,230300,1996,16.84
Caridade,2303006,230300,1997,6.23
Caridade,2303006,230300,1998,25.74
Caridade,2303006,230300,1999,24.31
Caridade,2303006,230300,2000,26.23
Caridade,2303006,230300,2001,18.58
Caridade,2303006,230300,2002,30.2
Caridade,2303006,230300,2003,22.3
Caridade,2303006,230300,2004,28.88
Caridade,2303006,230300,2005,12.82
Caridade,2303006,230300,2006,17.67
Caridade,2303006,230300,2007,36.36
Caridade,2303006,230300,2008,3.68
Caridade,2303006,230300,2009,11.86
Caridade,2303006,230300,2010,16.46
Caridade,2303006,230300,2011,4.52
Caridade,2303006,230300,2012,12.99
Caridade,2303006,230300,2013,32.97
Caridade,2303006,230300,2014,7.66
Caridade,2303006,230300,2015,3.95
Caridade,2303006,230300,2016,26.55
Caridade,2303006,230300,2017,16.84
Caridade,2303006,230300,2018,8.23
Caridade,2303006,230300,2019,10.83
Caridade,2303006,230300,2020,18.87
Caridade,2303006,230300,2021,8.37
Caridade,2303006,230300,2022,15.38
Caridade,2303006,230300,2023,30.93
Cariré,2303105,230310,1996,28.01
Cariré,2303105,230310,1997,41.42
Cariré,2303105,230310,1998,37.04
Cariré,2303105,230310,1999,34.06
Cariré,2303105,230310,2000,14.75
Cariré,2303105,230310,2001,32.64
Cariré,2303105,230310,2002,34.6
Cariré,2303105,230310,2003,3.48
Cariré,2303105,230310,2004,25.27
Cariré,2303105,230310,2005,25.36
Cariré,2303105,230310,2006,16.84
Cariré,2303105,230310,2007,21.19
Cariré,2303105,230310,2008,17.86
Cariré,2303105,230310,2009,11.95
Cariré,2303105,230310,2010,17.94
Cariré,2303105,230310,2011,20.41
Cariré,2303105,230310,2012,20.73
Cariré,2303105,230310,2013,19.8
Cariré,2303105,230310,2014,13.22
Cariré,2303105,230310,2015,25.25
Cariré,2303105,230310,2016,16.84
Cariré,2303105,230310,2017,15.79
Cariré,2303105,230310,2018,12.66
Cariré,2303105,230310,2019,4.1
Cariré,2303105,230310,2020,7.87
Cariré,2303105,230310,2021,12.71
Cariré,2303105,230310,2022,4.81
Cariré,2303105,230310,2023,15.54
Caririaçu,2303204,230320,1996,38.34
Caririaçu,2303204,230320,1997,23.5
Caririaçu,2303204,230320,1998,42.47
Caririaçu,2303204,230320,1999,30.22
Caririaçu,2303204,230320,2000,41.86
Caririaçu,2303204,230320,2001,31.58
Caririaçu,2303204,230320,2002,30.9
Caririaçu,2303204,230320,2003,20.3
Caririaçu,2303204,230320,2004,29.72
Caririaçu,2303204,230320,2005,23.81
Caririaçu,2303204,230320,2006,19.19
Caririaçu,2303204,230320,2007,13.51
Caririaçu,2303204,230320,2008,19.65
Caririaçu,2303204,230320,2009,19.56
Caririaçu,2303204,230320,2010,21.18
Caririaçu,2303204,230320,2011,8.4
Caririaçu,2303204,230320,2012,17.03
Caririaçu,2303204,230320,2013,25.45
Caririaçu,2303204,230320,2014,16.9
Caririaçu,2303204,230320,2015,18.77
Caririaçu,2303204,230320,2016,7.67
Caririaçu,2303204,230320,2017,10.23
Caririaçu,2303204,230320,2018,7.16
Caririaçu,2303204,230320,2019,15.28
Caririaçu,2303204,230320,2020,5.05
Caririaçu,2303204,230320,2021,2.67
Caririaçu,2303204,230320,2022,7.83
Caririaçu,2303204,230320,2023,18.47
Cariús,2303303,230330,1996,29.29
Cariús,2303303,230330,1997,16.84
Cariús,2303303,230330,1998,16.84
Cariús,2303303,230330,1999,34.78
Cariús,2303303,230330,2000,24.66
Cariús,2303303,230330,2001,26.55
Cariús,2303303,230330,2002,41.98
Cariús,2303303,230330,2003,41.2
Cariús,2303303,230330,2004,19.31
Cariús,2303303,230330,2005,10.17
Cariús,2303303,230330,2006,17.94
Cariús,2303303,230330,2007,8.73
Cariús,2303303,230330,2008,15.44
Cariús,2303303,230330,2009,16.88
Cariús,2303303,230330,2010,14.22
Cariús,2303303,230330,2011,13.27
Cariús,2303303,230330,2012,31.53
Cariús,2303303,230330,2013,19.05
Cariús,2303303,230330,2014,10.36
Cariús,2303303,230330,2015,4.78
Cariús,2303303,230330,2016,15.15
Cariús,2303303,230330,2017,9.39
Cariús,2303303,230330,2018,4.85
Cariús,2303303,230330,2019,9.85
Cariús,2303303,230330,2020,17.75
Cariús,2303303,230330,2021,19.23
Cariús,2303303,230330,2022,16.84
Cariús,2303303,230330,2023,12.74
Carnaubal,2303402,230340,1996,37.88
Carnaubal,2303402,230340,1997,12.72
Carnaubal,2303402,230340,1998,16.84
Carnaubal,2303402,230340,1999,16.84
Carnaubal,2303402,230340,2000,16.84
Carnaubal,2303402,230340,2001,26.95
Carnaubal,2303402,230340,2002,22.22
Carnaubal,2303402,230340,2003,17.79
Carnaubal,2303402,230340,2004,28.47
Carnaubal,2303402,230340,2005,21.08
Carnaubal,2303402,230340,2006,21.98
Carnaubal,2303402,230340,2007,23.26
Carnaubal,2303402,230340,2008,16.84
Carnaubal,2303402,230340,2009,39.53
Carnaubal,2303402,230340,2010,14.71
Carnaubal,2303402,230340,2011,8.4
Carnaubal,2303402,230340,2012,9.13
Carnaubal,2303402,230340,2013,25.64
Carnaubal,2303402,230340,2014,17.7
Carnaubal,2303402,230340,2015,4.22
Carnaubal,2303402,230340,2016,12.82
Carnaubal,2303402,230340,2017,22.3
Carnaubal,2303402,230340,2018,16.88
Carnaubal,2303402,230340,2019,11.28
Carnaubal,2303402,230340,2020,8.89
Carnaubal,2303402,230340,2021,0.0
Carnaubal,2303402,230340,2022,12.61
Carnaubal,2303402,230340,2023,16.84
Cascavel,2303501,230350,1996,12.5
Cascavel,4104808,410480,1996,23.19
Cascavel,2303501,230350,1997,11.95
Cascavel,4104808,410480,1997,18.84
Cascavel,2303501,230350,1998,14.02
Cascavel,4104808,410480,1998,16.12
Cascavel,2303501,230350,1999,11.78
Cascavel,4104808,410480,1999,16.23
Cascavel,2303501,230350,2000,16.19
Cascavel,4104808,410480,2000,13.1
Cascavel,2303501,230350,2001,12.14
Cascavel,4104808,410480,2001,14.42
Cascavel,2303501,230350,2002,20.79
Cascavel,4104808,410480,2002,11.34
Cascavel,2303501,230350,2003,17.42
Cascavel,4104808,410480,2003,16.19
Cascavel,2303501,230350,2004,13.74
Cascavel,4104808,410480,2004,13.89
Cascavel,2303501,230350,2005,13.1
Cascavel,4104808,410480,2005,12.99
Cascavel,2303501,230350,2006,15.96
Cascavel,4104808,410480,2006,12.33
Cascavel,2303501,230350,2007,11.74
Cascavel,4104808,410480,2007,12.51
Cascavel,2303501,230350,2008,15.05
Cascavel,4104808,410480,2008,13.19
Cascavel,2303501,230350,2009,11.85
Cascavel,4104808,410480,2009,13.61
Cascavel,2303501,230350,2010,8.79
Cascavel,4104808,410480,2010,10.44
Cascavel,2303501,230350,2011,5.34
Cascavel,4104808,410480,2011,10.75
Cascavel,2303501,230350,2012,16.28
Cascavel,4104808,410480,2012,9.02
Cascavel,2303501,230350,2013,11.34
Cascavel,4104808,410480,2013,11.84
Cascavel,2303501,230350,2014,7.09
Cascavel,4104808,410480,2014,10.0
Cascavel,2303501,230350,2015,8.88
Cascavel,4104808,410480,2015,9.86
Cascavel,2303501,230350,2016,8.18
Cascavel,4104808,410480,2016,8.29
Cascavel,2303501,230350,2017,14.96
Cascavel,4104808,410480,2017,9.84
Cascavel,2303501,230350,2018,10.75
Cascavel,4104808,410480,2018,6.49
Cascavel,2303501,230350,2019,12.09
Cascavel,4104808,410480,2019,9.79
Cascavel,2303501,230350,2020,2.98
Cascavel,4104808,410480,2020,7.09
Cascavel,2303501,230350,2021,6.4
Cascavel,4104808,410480,2021,6.73
Cascavel,2303501,230350,2022,14.64
Cascavel,4104808,410480,2022,7.39
Cascavel,2303501,230350,2023,11.14
Cascavel,4104808,410480,2023,11.24
Catarina,2303600,230360,1996,20.83
Catarina,2303600,230360,1997,32.61
Catarina,2303600,230360,1998,16.84
Catarina,2303600,230360,1999,16.84
Catarina,2303600,230360,2000,43.24
Catarina,2303600,230360,2001,29.07
Catarina,2303600,230360,2002,18.07
Catarina,2303600,230360,2003,21.58
Catarina,2303600,230360,2004,17.75
Catarina,2303600,230360,2005,16.84
Catarina,2303600,230360,2006,5.78
Catarina,2303600,230360,2007,26.32
Catarina,2303600,230360,2008,6.25
Catarina,2303600,230360,2009,5.68
Catarina,2303600,230360,2010,16.85
Catarina,2303600,230360,2011,23.95
Catarina,2303600,230360,2012,7.69
Catarina,2303600,230360,2013,20.83
Catarina,2303600,230360,2014,13.89
Catarina,2303600,230360,2015,12.74
Catarina,2303600,230360,2016,15.62
Catarina,2303600,230360,2017,37.04
Catarina,2303600,230360,2018,16.84
Catarina,2303600,230360,2019,32.97
Catarina,2303600,230360,2020,7.41
Catarina,2303600,230360,2021,7.81
Catarina,2303600,230360,2022,15.75
Catarina,2303600,230360,2023,9.01
Catunda,2303659,230365,1996,16.84
Catunda,2303659,230365,1997,31.5
Catunda,2303659,230365,1998,28.57
Catunda,2303659,230365,1999,29.41
Catunda,2303659,230365,2000,35.53
Catunda,2303659,230365,2001,12.74
Catunda,2303659,230365,2002,29.41
Catunda,2303659,230365,2003,31.06
Catunda,2303659,230365,2004,34.09
Catunda,2303659,230365,2005,23.67
Catunda,2303659,230365,2006,17.65
Catunda,2303659,230365,2007,21.13
Catunda,2303659,230365,2008,5.88
Catunda,2303659,230365,2009,24.0
Catunda,2303659,230365,2010,8.55
Catunda,2303659,230365,2011,18.87
Catunda,2303659,230365,2012,16.84
Catunda,2303659,230365,2013,16.26
Catunda,2303659,230365,2014,9.17
Catunda,2303659,230365,2015,31.25
Catunda,2303659,230365,2016,38.46
Catunda,2303659,230365,2017,16.84
Catunda,2303659,230365,2018,42.55
Catunda,2303659,230365,2019,9.01
Catunda,2303659,230365,2020,9.62
Catunda,2303659,230365,2021,0.0
Catunda,2303659,230365,2022,20.0
Catunda,2303659,230365,2023,36.14
Caucaia,2303709,230370,1996,16.84
Caucaia,2303709,230370,1997,20.9
Caucaia,2303709,230370,1998,15.9
Caucaia,2303709,230370,1999,13.87
Caucaia,2303709,230370,2000,18.3
Caucaia,2303709,230370,2001,9.77
Caucaia,2303709,230370,2002,16.57
Caucaia,2303709,230370,2003,21.98
Caucaia,2303709,230370,2004,19.15
Caucaia,2303709,230370,2005,13.69
Caucaia,2303709,230370,2006,17.09
Caucaia,2303709,230370,2007,14.07
Caucaia,2303709,230370,2008,12.74
Caucaia,2303709,230370,2009,13.32
Caucaia,2303709,230370,2010,11.48
Caucaia,2303709,230370,2011,11.77
Caucaia,2303709,230370,2012,11.62
Caucaia,2303709,230370,2013,13.84
Caucaia,2303709,230370,2014,10.18
Caucaia,2303709,230370,2015,11.3
Caucaia,2303709,230370,2016,10.51
Caucaia,2303709,230370,2017,13.82
Caucaia,2303709,230370,2018,12.42
Caucaia,2303709,230370,2019,12.91
Caucaia,2303709,230370,2020,12.88
Caucaia,2303709,230370,2021,9.84
Caucaia,2303709,230370,2022,11.48
Caucaia,2303709,230370,2023,14.4
Cedro,2303808,230380,1996,37.7
Cedro,2604304,260430,1996,5.1
Cedro,2303808,230380,1997,4.04
Cedro,2604304,260430,1997,24.63
Cedro,2303808,230380,1998,5.98
Cedro,2604304,260430,1998,10.47
Cedro,2303808,230380,1999,6.01
Cedro,2604304,260430,1999,11.63
Cedro,2303808,230380,2000,34.21
Cedro,2604304,260430,2000,19.8
Cedro,2303808,230380,2001,15.9
Cedro,2604304,260430,2001,5.38
Cedro,2303808,230380,2002,19.19
Cedro,2604304,260430,2002,4.33
Cedro,2303808,230380,2003,14.85
Cedro,2604304,260430,2003,22.22
Cedro,2303808,230380,2004,34.39
Cedro,2604304,260430,2004,19.7
Cedro,2303808,230380,2005,24.12
Cedro,2604304,260430,2005,15.0
Cedro,2303808,230380,2006,17.98
Cedro,2604304,260430,2006,18.18
