Localidade,cod_IBGE,Código DataSUS,Ano,Taxa
Cícero Dantas,2907806,290780,2013,19.23
Cícero Dantas,2907806,290780,2014,6.08
Cícero Dantas,2907806,290780,2015,12.9
Cícero Dantas,2907806,290780,2016,29.67
Cícero Dantas,2907806,290780,2017,19.55
Cícero Dantas,2907806,290780,2018,21.47
Cícero Dantas,2907806,290780,2019,25.64
Cícero Dantas,2907806,290780,2020,31.75
Cícero Dantas,2907806,290780,2021,30.12
Cícero Dantas,2907806,290780,2022,24.22
Cícero Dantas,2907806,290780,2023,13.7
Cipó,2907905,290790,1996,16.84
Cipó,2907905,290790,1997,16.84
Cipó,2907905,290790,1998,9.04
Cipó,2907905,290790,1999,7.37
Cipó,2907905,290790,2000,18.52
Cipó,2907905,290790,2001,36.44
Cipó,2907905,290790,2002,19.29
Cipó,2907905,290790,2003,3.31
Cipó,2907905,290790,2004,9.84
Cipó,2907905,290790,2005,13.25
Cipó,2907905,290790,2006,23.35
Cipó,2907905,290790,2007,6.94
Cipó,2907905,290790,2008,10.71
Cipó,2907905,290790,2009,6.83
Cipó,2907905,290790,2010,14.71
Cipó,2907905,290790,2011,15.77
Cipó,2907905,290790,2012,20.69
Cipó,2907905,290790,2013,13.75
Cipó,2907905,290790,2014,4.55
Cipó,2907905,290790,2015,11.72
Cipó,2907905,290790,2016,14.65
Cipó,2907905,290790,2017,23.57
Cipó,2907905,290790,2018,17.48
Cipó,2907905,290790,2019,9.74
Cipó,2907905,290790,2020,21.9
Cipó,2907905,290790,2021,22.06
Cipó,2907905,290790,2022,33.61
Cipó,2907905,290790,2023,9.39
Coaraci,2908002,290800,1996,16.84
Coaraci,2908002,290800,1997,40.61
Coaraci,2908002,290800,1998,16.84
Coaraci,2908002,290800,1999,16.84
Coaraci,2908002,290800,2000,42.86
Coaraci,2908002,290800,2001,41.67
Coaraci,2908002,290800,2002,25.37
Coaraci,2908002,290800,2003,16.84
Coaraci,2908002,290800,2004,28.17
Coaraci,2908002,290800,2005,21.74
Coaraci,2908002,290800,2006,39.7
Coaraci,2908002,290800,2007,44.04
Coaraci,2908002,290800,2008,27.17
Coaraci,2908002,290800,2009,22.29
Coaraci,2908002,290800,2010,17.34
Coaraci,2908002,290800,2011,15.97
Coaraci,2908002,290800,2012,43.05
Coaraci,2908002,290800,2013,17.67
Coaraci,2908002,290800,2014,26.32
Coaraci,2908002,290800,2015,25.36
Coaraci,2908002,290800,2016,11.76
Coaraci,2908002,290800,2017,26.32
Coaraci,2908002,290800,2018,15.69
Coaraci,2908002,290800,2019,30.7
Coaraci,2908002,290800,2020,15.38
Coaraci,2908002,290800,2021,13.33
Coaraci,2908002,290800,2022,5.38
Coaraci,2908002,290800,2023,21.39
Cocos,2908101,290810,1996,16.84
Cocos,2908101,290810,1997,16.84
Cocos,2908101,290810,1998,16.84
Cocos,2908101,290810,1999,16.84
Cocos,2908101,290810,2000,4.02
Cocos,2908101,290810,2001,3.8
Cocos,2908101,290810,2002,4.05
Cocos,2908101,290810,2003,13.84
Cocos,2908101,290810,2004,7.94
Cocos,2908101,290810,2005,13.33
Cocos,2908101,290810,2006,19.23
Cocos,2908101,290810,2007,7.14
Cocos,2908101,290810,2008,10.17
Cocos,2908101,290810,2009,10.27
Cocos,2908101,290810,2010,12.88
Cocos,2908101,290810,2011,16.74
Cocos,2908101,290810,2012,15.38
Cocos,2908101,290810,2013,35.09
Cocos,2908101,290810,2014,7.04
Cocos,2908101,290810,2015,16.84
Cocos,2908101,290810,2016,34.63
Cocos,2908101,290810,2017,14.6
Cocos,2908101,290810,2018,7.3
Cocos,2908101,290810,2019,13.94
Cocos,2908101,290810,2020,25.55
Cocos,2908101,290810,2021,4.57
Cocos,2908101,290810,2022,20.24
Cocos,2908101,290810,2023,8.55
Conceição da Feira,2908200,290820,1996,7.58
Conceição da Feira,2908200,290820,1997,44.44
Conceição da Feira,2908200,290820,1998,28.39
Conceição da Feira,2908200,290820,1999,25.0
Conceição da Feira,2908200,290820,2000,12.35
Conceição da Feira,2908200,290820,2001,10.56
Conceição da Feira,2908200,290820,2002,17.73
Conceição da Feira,2908200,290820,2003,20.41
Conceição da Feira,2908200,290820,2004,28.17
Conceição da Feira,2908200,290820,2005,29.7
Conceição da Feira,2908200,290820,2006,15.82
Conceição da Feira,2908200,290820,2007,10.87
Conceição da Feira,2908200,290820,2008,25.09
Conceição da Feira,2908200,290820,2009,6.31
Conceição da Feira,2908200,290820,2010,24.39
Conceição da Feira,2908200,290820,2011,17.12
Conceição da Feira,2908200,290820,2012,6.76
Conceição da Feira,2908200,290820,2013,21.46
Conceição da Feira,2908200,290820,2014,13.39
Conceição da Feira,2908200,290820,2015,20.66
Conceição da Feira,2908200,290820,2016,14.49
Conceição da Feira,2908200,290820,2017,22.42
Conceição da Feira,2908200,290820,2018,20.76
Conceição da Feira,2908200,290820,2019,8.2
Conceição da Feira,2908200,290820,2020,16.81
Conceição da Feira,2908200,290820,2021,10.99
Conceição da Feira,2908200,290820,2022,19.23
Conceição da Feira,2908200,290820,2023,9.3
Conceição do Almeida,2908309,290830,1996,19.77
Conceição do Almeida,2908309,290830,1997,7.81
Conceição do Almeida,2908309,290830,1998,17.3
Conceição do Almeida,2908309,290830,1999,21.01
Conceição do Almeida,2908309,290830,2000,29.56
Conceição do Almeida,2908309,290830,2001,29.7
Conceição do Almeida,2908309,290830,2002,10.1
Conceição do Almeida,2908309,290830,2003,30.77
Conceição do Almeida,2908309,290830,2004,11.63
Conceição do Almeida,2908309,290830,2005,28.34
Conceição do Almeida,2908309,290830,2006,13.64
Conceição do Almeida,2908309,290830,2007,4.44
Conceição do Almeida,2908309,290830,2008,4.69
Conceição do Almeida,2908309,290830,2009,10.75
Conceição do Almeida,2908309,290830,2010,21.74
Conceição do Almeida,2908309,290830,2011,10.42
Conceição do Almeida,2908309,290830,2012,23.81
Conceição do Almeida,2908309,290830,2013,7.25
Conceição do Almeida,2908309,290830,2014,16.84
Conceição do Almeida,2908309,290830,2015,12.27
Conceição do Almeida,2908309,290830,2016,11.11
Conceição do Almeida,2908309,290830,2017,13.07
Conceição do Almeida,2908309,290830,2018,17.44
Conceição do Almeida,2908309,290830,2019,27.4
Conceição do Almeida,2908309,290830,2020,18.63
Conceição do Almeida,2908309,290830,2021,32.97
Conceição do Almeida,2908309,290830,2022,37.5
Conceição do Almeida,2908309,290830,2023,23.95
Conceição do Coité,2908408,290840,1996,9.37
Conceição do Coité,2908408,290840,1997,13.68
Conceição do Coité,2908408,290840,1998,17.17
Conceição do Coité,2908408,290840,1999,16.01
Conceição do Coité,2908408,290840,2000,12.94
Conceição do Coité,2908408,290840,2001,10.55
Conceição do Coité,2908408,290840,2002,17.27
Conceição do Coité,2908408,290840,2003,12.75
Conceição do Coité,2908408,290840,2004,13.74
Conceição do Coité,2908408,290840,2005,11.65
Conceição do Coité,2908408,290840,2006,18.52
Conceição do Coité,2908408,290840,2007,13.65
Conceição do Coité,2908408,290840,2008,13.51
Conceição do Coité,2908408,290840,2009,22.34
Conceição do Coité,2908408,290840,2010,10.72
Conceição do Coité,2908408,290840,2011,10.54
Conceição do Coité,2908408,290840,2012,12.49
Conceição do Coité,2908408,290840,2013,19.61
Conceição do Coité,2908408,290840,2014,13.97
Conceição do Coité,2908408,290840,2015,10.04
Conceição do Coité,2908408,290840,2016,5.73
Conceição do Coité,2908408,290840,2017,11.17
Conceição do Coité,2908408,290840,2018,14.16
Conceição do Coité,2908408,290840,2019,8.81
Conceição do Coité,2908408,290840,2020,14.42
Conceição do Coité,2908408,290840,2021,13.07
Conceição do Coité,2908408,290840,2022,9.52
Conceição do Coité,2908408,290840,2023,9.16
Conceição do Jacuípe,2908507,290850,1996,16.84
Conceição do Jacuípe,2908507,290850,1997,16.84
Conceição do Jacuípe,2908507,290850,1998,16.84
Conceição do Jacuípe,2908507,290850,1999,16.84
Conceição do Jacuípe,2908507,290850,2000,6.3
Conceição do Jacuípe,2908507,290850,2001,8.15
Conceição do Jacuípe,2908507,290850,2002,6.44
Conceição do Jacuípe,2908507,290850,2003,14.49
Conceição do Jacuípe,2908507,290850,2004,4.96
Conceição do Jacuípe,2908507,290850,2005,20.5
Conceição do Jacuípe,2908507,290850,2006,28.99
Conceição do Jacuípe,2908507,290850,2007,13.64
Conceição do Jacuípe,2908507,290850,2008,8.81
Conceição do Jacuípe,2908507,290850,2009,13.36
Conceição do Jacuípe,2908507,290850,2010,17.28
Conceição do Jacuípe,2908507,290850,2011,22.99
Conceição do Jacuípe,2908507,290850,2012,16.06
Conceição do Jacuípe,2908507,290850,2013,19.32
Conceição do Jacuípe,2908507,290850,2014,16.71
Conceição do Jacuípe,2908507,290850,2015,17.07
Conceição do Jacuípe,2908507,290850,2016,27.03
Conceição do Jacuípe,2908507,290850,2017,5.51
Conceição do Jacuípe,2908507,290850,2018,8.36
Conceição do Jacuípe,2908507,290850,2019,16.18
Conceição do Jacuípe,2908507,290850,2020,8.6
Conceição do Jacuípe,2908507,290850,2021,13.84
Conceição do Jacuípe,2908507,290850,2022,14.01
Conceição do Jacuípe,2908507,290850,2023,11.17
Condeúba,2908705,290870,1996,4.61
Condeúba,2908705,290870,1997,16.84
Condeúba,2908705,290870,1998,5.29
Condeúba,2908705,290870,1999,6.73
Condeúba,2908705,290870,2000,17.54
Condeúba,2908705,290870,2001,16.34
Condeúba,2908705,290870,2002,17.75
Condeúba,2908705,290870,2003,18.45
Condeúba,2908705,290870,2004,28.57
Condeúba,2908705,290870,2005,13.7
Condeúba,2908705,290870,2006,36.36
Condeúba,2908705,290870,2007,27.56
Condeúba,2908705,290870,2008,32.26
Condeúba,2908705,290870,2009,13.51
Condeúba,2908705,290870,2010,40.2
Condeúba,2908705,290870,2011,15.79
Condeúba,2908705,290870,2012,16.13
Condeúba,2908705,290870,2013,14.08
Condeúba,2908705,290870,2014,15.31
Condeúba,2908705,290870,2015,5.03
Condeúba,2908705,290870,2016,14.15
Condeúba,2908705,290870,2017,11.17
Condeúba,2908705,290870,2018,16.84
Condeúba,2908705,290870,2019,9.95
Condeúba,2908705,290870,2020,4.72
Condeúba,2908705,290870,2021,17.96
Condeúba,2908705,290870,2022,16.84
Condeúba,2908705,290870,2023,6.54
Contendas do Sincorá,2908804,290880,1996,16.84
Contendas do Sincorá,2908804,290880,1997,16.84
Contendas do Sincorá,2908804,290880,1998,16.84
Contendas do Sincorá,2908804,290880,1999,16.84
Contendas do Sincorá,2908804,290880,2000,14.29
Contendas do Sincorá,2908804,290880,2001,16.84
Contendas do Sincorá,2908804,290880,2002,41.67
Contendas do Sincorá,2908804,290880,2003,13.89
Contendas do Sincorá,2908804,290880,2004,14.08
Contendas do Sincorá,2908804,290880,2005,16.84
Contendas do Sincorá,2908804,290880,2006,19.61
Contendas do Sincorá,2908804,290880,2007,34.48
Contendas do Sincorá,2908804,290880,2008,19.23
Contendas do Sincorá,2908804,290880,2009,16.84
Contendas do Sincorá,2908804,290880,2010,18.87
Contendas do Sincorá,2908804,290880,2011,19.23
Contendas do Sincorá,2908804,290880,2012,38.46
Contendas do Sincorá,2908804,290880,2013,16.84
Contendas do Sincorá,2908804,290880,2014,16.84
Contendas do Sincorá,2908804,290880,2015,16.84
Contendas do Sincorá,2908804,290880,2016,26.32
Contendas do Sincorá,2908804,290880,2017,29.41
Contendas do Sincorá,2908804,290880,2018,16.84
Contendas do Sincorá,2908804,290880,2019,16.84
Contendas do Sincorá,2908804,290880,2020,23.81
Contendas do Sincorá,2908804,290880,2021,26.32
Contendas do Sincorá,2908804,290880,2022,16.84
Contendas do Sincorá,2908804,290880,2023,16.84
Coração de Maria,2908903,290890,1996,2.69
Coração de Maria,2908903,290890,1997,16.84
Coração de Maria,2908903,290890,1998,2.84
Coração de Maria,2908903,290890,1999,2.98
Coração de Maria,2908903,290890,2000,16.84
Coração de Maria,2908903,290890,2001,19.94
Coração de Maria,2908903,290890,2002,6.15
Coração de Maria,2908903,290890,2003,2.56
Coração de Maria,2908903,290890,2004,12.59
Coração de Maria,2908903,290890,2005,12.59
Coração de Maria,2908903,290890,2006,5.93
Coração de Maria,2908903,290890,2007,16.35
Coração de Maria,2908903,290890,2008,16.62
Coração de Maria,2908903,290890,2009,19.28
Coração de Maria,2908903,290890,2010,24.79
Coração de Maria,2908903,290890,2011,3.1
Coração de Maria,2908903,290890,2012,9.09
Coração de Maria,2908903,290890,2013,28.27
Coração de Maria,2908903,290890,2014,14.18
Coração de Maria,2908903,290890,2015,16.84
Coração de Maria,2908903,290890,2016,16.84
Coração de Maria,2908903,290890,2017,3.73
Coração de Maria,2908903,290890,2018,15.21
Coração de Maria,2908903,290890,2019,4.24
Coração de Maria,2908903,290890,2020,4.48
Coração de Maria,2908903,290890,2021,14.02
Coração de Maria,2908903,290890,2022,17.78
Coração de Maria,2908903,290890,2023,13.16
Cordeiros,2909000,290900,1996,16.84
Cordeiros,2909000,290900,1997,16.84
Cordeiros,2909000,290900,1998,16.84
Cordeiros,2909000,290900,1999,16.84
Cordeiros,2909000,290900,2000,7.19
Cordeiros,2909000,290900,2001,8.55
Cordeiros,2909000,290900,2002,6.49
Cordeiros,2909000,290900,2003,9.35
Cordeiros,2909000,290900,2004,8.06
Cordeiros,2909000,290900,2005,9.8
Cordeiros,2909000,290900,2006,10.42
Cordeiros,2909000,290900,2007,16.84
Cordeiros,2909000,290900,2008,12.35
Cordeiros,2909000,290900,2009,21.05
Cordeiros,2909000,290900,2010,16.84
Cordeiros,2909000,290900,2011,16.84
Cordeiros,2909000,290900,2012,39.47
Cordeiros,2909000,290900,2013,39.47
Cordeiros,2909000,290900,2014,27.78
Cordeiros,2909000,290900,2015,26.32
Cordeiros,2909000,290900,2016,11.49
Cordeiros,2909000,290900,2017,12.5
Cordeiros,2909000,290900,2018,16.84
Cordeiros,2909000,290900,2019,16.84
Cordeiros,2909000,290900,2020,16.84
Cordeiros,2909000,290900,2021,14.93
Cordeiros,2909000,290900,2022,16.84
Cordeiros,2909000,290900,2023,13.51
Coribe,2909109,290910,1996,5.03
Coribe,2909109,290910,1997,16.84
Coribe,2909109,290910,1998,6.41
Coribe,2909109,290910,1999,7.84
Coribe,2909109,290910,2000,12.24
Coribe,2909109,290910,2001,16.84
Coribe,2909109,290910,2002,9.52
Coribe,2909109,290910,2003,8.97
Coribe,2909109,290910,2004,16.84
Coribe,2909109,290910,2005,17.02
Coribe,2909109,290910,2006,16.84
Coribe,2909109,290910,2007,9.76
Coribe,2909109,290910,2008,5.38
Coribe,2909109,290910,2009,16.84
Coribe,2909109,290910,2010,16.84
Coribe,2909109,290910,2011,9.85
Coribe,2909109,290910,2012,16.84
Coribe,2909109,290910,2013,6.37
Coribe,2909109,290910,2014,5.18
Coribe,2909109,290910,2015,16.84
Coribe,2909109,290910,2016,39.33
Coribe,2909109,290910,2017,5.95
Coribe,2909109,290910,2018,16.84
Coribe,2909109,290910,2019,16.84
Coribe,2909109,290910,2020,6.76
Coribe,2909109,290910,2021,7.3
Coribe,2909109,290910,2022,6.94
Coribe,2909109,290910,2023,16.04
Coronel João Sá,2909208,290920,1996,32.05
Coronel João Sá,2909208,290920,1997,8.04
Coronel João Sá,2909208,290920,1998,21.21
Coronel João Sá,2909208,290920,1999,18.42
Coronel João Sá,2909208,290920,2000,43.48
Coronel João Sá,2909208,290920,2001,16.84
Coronel João Sá,2909208,290920,2002,25.64
Coronel João Sá,2909208,290920,2003,27.95
Coronel João Sá,2909208,290920,2004,19.54
Coronel João Sá,2909208,290920,2005,39.29
Coronel João Sá,2909208,290920,2006,13.65
Coronel João Sá,2909208,290920,2007,21.13
Coronel João Sá,2909208,290920,2008,6.43
Coronel João Sá,2909208,290920,2009,16.84
Coronel João Sá,2909208,290920,2010,28.34
Coronel João Sá,2909208,290920,2011,6.76
Coronel João Sá,2909208,290920,2012,18.52
Coronel João Sá,2909208,290920,2013,27.78
Coronel João Sá,2909208,290920,2014,5.46
Coronel João Sá,2909208,290920,2015,21.51
Coronel João Sá,2909208,290920,2016,10.47
Coronel João Sá,2909208,290920,2017,5.21
Coronel João Sá,2909208,290920,2018,19.14
Coronel João Sá,2909208,290920,2019,14.08
Coronel João Sá,2909208,290920,2020,16.84
Coronel João Sá,2909208,290920,2021,18.07
Coronel João Sá,2909208,290920,2022,11.9
Coronel João Sá,2909208,290920,2023,26.74
Correntina,2909307,290930,1996,2.41
Correntina,2909307,290930,1997,7.89
Correntina,2909307,290930,1998,7.48
Correntina,2909307,290930,1999,6.16
Correntina,2909307,290930,2000,12.99
Correntina,2909307,290930,2001,9.47
Correntina,2909307,290930,2002,7.58
Correntina,2909307,290930,2003,12.99
Correntina,2909307,290930,2004,21.74
Correntina,2909307,290930,2005,22.97
Correntina,2909307,290930,2006,24.34
Correntina,2909307,290930,2007,25.74
Correntina,2909307,290930,2008,16.33
Correntina,2909307,290930,2009,16.99
Correntina,2909307,290930,2010,17.28
Correntina,2909307,290930,2011,27.25
Correntina,2909307,290930,2012,28.63
Correntina,2909307,290930,2013,9.41
Correntina,2909307,290930,2014,14.25
Correntina,2909307,290930,2015,21.28
Correntina,2909307,290930,2016,23.2
Correntina,2909307,290930,2017,18.96
Correntina,2909307,290930,2018,11.39
Correntina,2909307,290930,2019,15.0
Correntina,2909307,290930,2020,19.0
Correntina,2909307,290930,2021,10.85
Correntina,2909307,290930,2022,10.62
Correntina,2909307,290930,2023,8.47
Cotegipe,2909406,290940,1996,16.84
Cotegipe,2909406,290940,1997,16.84
Cotegipe,2909406,290940,1998,16.84
Cotegipe,2909406,290940,1999,16.84
Cotegipe,2909406,290940,2000,16.84
Cotegipe,2909406,290940,2001,15.23
Cotegipe,2909406,290940,2002,15.54
Cotegipe,2909406,290940,2003,15.44
Cotegipe,2909406,290940,2004,6.21
Cotegipe,2909406,290940,2005,8.33
Cotegipe,2909406,290940,2006,20.62
Cotegipe,2909406,290940,2007,10.99
Cotegipe,2909406,290940,2008,4.69
Cotegipe,2909406,290940,2009,21.74
Cotegipe,2909406,290940,2010,6.06
Cotegipe,2909406,290940,2011,16.84
Cotegipe,2909406,290940,2012,5.62
Cotegipe,2909406,290940,2013,5.43
Cotegipe,2909406,290940,2014,28.09
Cotegipe,2909406,290940,2015,17.65
Cotegipe,2909406,290940,2016,19.48
Cotegipe,2909406,290940,2017,19.35
Cotegipe,2909406,290940,2018,11.3
Cotegipe,2909406,290940,2019,23.81
Cotegipe,2909406,290940,2020,23.26
Cotegipe,2909406,290940,2021,26.46
Cotegipe,2909406,290940,2022,12.35
Cotegipe,2909406,290940,2023,24.1
Cravolândia,2909505,290950,1996,11.9
Cravolândia,2909505,290950,1997,21.43
Cravolândia,2909505,290950,1998,8.77
Cravolândia,2909505,290950,1999,10.75
Cravolândia,2909505,290950,2000,19.8
Cravolândia,2909505,290950,2001,45.87
Cravolândia,2909505,290950,2002,10.0
Cravolândia,2909505,290950,2003,17.09
Cravolândia,2909505,290950,2004,26.55
Cravolândia,2909505,290950,2005,16.84
Cravolândia,2909505,290950,2006,26.32
Cravolândia,2909505,290950,2007,20.2
Cravolândia,2909505,290950,2008,9.26
Cravolândia,2909505,290950,2009,14.71
Cravolândia,2909505,290950,2010,16.84
Cravolândia,2909505,290950,2011,16.84
Cravolândia,2909505,290950,2012,16.84
Cravolândia,2909505,290950,2013,16.84
Cravolândia,2909505,290950,2014,17.86
Cravolândia,2909505,290950,2015,16.84
Cravolândia,2909505,290950,2016,14.93
Cravolândia,2909505,290950,2017,26.32
Cravolândia,2909505,290950,2018,16.84
Cravolândia,2909505,290950,2019,17.24
Cravolândia,2909505,290950,2020,13.7
Cravolândia,2909505,290950,2021,0.0
Cravolândia,2909505,290950,2022,16.84
Cravolândia,2909505,290950,2023,19.61
Crisópolis,2909604,290960,1996,2.87
Crisópolis,2909604,290960,1997,16.84
Crisópolis,2909604,290960,1998,2.99
Crisópolis,2909604,290960,1999,2.43
Crisópolis,2909604,290960,2000,27.33
Crisópolis,2909604,290960,2001,23.94
Crisópolis,2909604,290960,2002,22.56
Crisópolis,2909604,290960,2003,13.44
Crisópolis,2909604,290960,2004,6.02
Crisópolis,2909604,290960,2005,14.29
Crisópolis,2909604,290960,2006,18.35
Crisópolis,2909604,290960,2007,20.76
Crisópolis,2909604,290960,2008,18.81
Crisópolis,2909604,290960,2009,17.18
Crisópolis,2909604,290960,2010,20.91
Crisópolis,2909604,290960,2011,32.03
Crisópolis,2909604,290960,2012,14.39
Crisópolis,2909604,290960,2013,15.75
Crisópolis,2909604,290960,2014,19.76
Crisópolis,2909604,290960,2015,10.53
Crisópolis,2909604,290960,2016,14.6
Crisópolis,2909604,290960,2017,30.19
Crisópolis,2909604,290960,2018,11.45
Crisópolis,2909604,290960,2019,14.35
Crisópolis,2909604,290960,2020,13.27
Crisópolis,2909604,290960,2021,8.0
Crisópolis,2909604,290960,2022,16.88
Crisópolis,2909604,290960,2023,8.58
Cristópolis,2909703,290970,1996,16.84
Cristópolis,2909703,290970,1997,16.84
Cristópolis,2909703,290970,1998,16.84
Cristópolis,2909703,290970,1999,16.84
Cristópolis,2909703,290970,2000,23.67
Cristópolis,2909703,290970,2001,5.29
Cristópolis,2909703,290970,2002,42.42
Cristópolis,2909703,290970,2003,8.37
Cristópolis,2909703,290970,2004,31.45
Cristópolis,2909703,290970,2005,15.79
Cristópolis,2909703,290970,2006,9.62
Cristópolis,2909703,290970,2007,12.12
Cristópolis,2909703,290970,2008,11.98
Cristópolis,2909703,290970,2009,22.1
Cristópolis,2909703,290970,2010,16.04
Cristópolis,2909703,290970,2011,23.95
Cristópolis,2909703,290970,2012,19.51
Cristópolis,2909703,290970,2013,16.84
Cristópolis,2909703,290970,2014,16.84
Cristópolis,2909703,290970,2015,16.76
Cristópolis,2909703,290970,2016,13.25
Cristópolis,2909703,290970,2017,29.41
Cristópolis,2909703,290970,2018,16.84
Cristópolis,2909703,290970,2019,15.23
Cristópolis,2909703,290970,2020,17.86
Cristópolis,2909703,290970,2021,19.48
Cristópolis,2909703,290970,2022,6.62
Cristópolis,2909703,290970,2023,5.78
Cruz das Almas,2909802,290980,1996,28.07
Cruz das Almas,2909802,290980,1997,28.33
Cruz das Almas,2909802,290980,1998,35.91
Cruz das Almas,2909802,290980,1999,35.96
Cruz das Almas,2909802,290980,2000,25.87
Cruz das Almas,2909802,290980,2001,27.62
Cruz das Almas,2909802,290980,2002,36.22
Cruz das Almas,2909802,290980,2003,22.73
Cruz das Almas,2909802,290980,2004,32.29
Cruz das Almas,2909802,290980,2005,24.97
Cruz das Almas,2909802,290980,2006,19.49
Cruz das Almas,2909802,290980,2007,17.35
Cruz das Almas,2909802,290980,2008,19.09
Cruz das Almas,2909802,290980,2009,13.39
Cruz das Almas,2909802,290980,2010,17.68
Cruz das Almas,2909802,290980,2011,14.48
Cruz das Almas,2909802,290980,2012,14.44
Cruz das Almas,2909802,290980,2013,11.03
Cruz das Almas,2909802,290980,2014,18.3
Cruz das Almas,2909802,290980,2015,13.13
Cruz das Almas,2909802,290980,2016,13.8
Cruz das Almas,2909802,290980,2017,10.68
Cruz das Almas,2909802,290980,2018,9.89
Cruz das Almas,2909802,290980,2019,9.76
Cruz das Almas,2909802,290980,2020,5.09
Cruz das Almas,2909802,290980,2021,20.29
Cruz das Almas,2909802,290980,2022,17.02
Cruz das Almas,2909802,290980,2023,12.77
Curaçá,2909901,290990,1996,26.88
Curaçá,2909901,290990,1997,8.05
Curaçá,2909901,290990,1998,10.14
Curaçá,2909901,290990,1999,8.49
Curaçá,2909901,290990,2000,26.11
Curaçá,2909901,290990,2001,26.95
Curaçá,2909901,290990,2002,15.94
Curaçá,2909901,290990,2003,27.07
Curaçá,2909901,290990,2004,19.23
Curaçá,2909901,290990,2005,22.8
Curaçá,2909901,290990,2006,24.31
Curaçá,2909901,290990,2007,31.3
Curaçá,2909901,290990,2008,25.5
Curaçá,2909901,290990,2009,10.42
Curaçá,2909901,290990,2010,13.7
Curaçá,2909901,290990,2011,12.87
Curaçá,2909901,290990,2012,20.95
Curaçá,2909901,290990,2013,23.97
Curaçá,2909901,290990,2014,24.81
Curaçá,2909901,290990,2015,16.16
Curaçá,2909901,290990,2016,16.77
Curaçá,2909901,290990,2017,10.58
Curaçá,2909901,290990,2018,16.04
Curaçá,2909901,290990,2019,11.95
Curaçá,2909901,290990,2020,16.33
Curaçá,2909901,290990,2021,14.63
Curaçá,2909901,290990,2022,13.7
Curaçá,2909901,290990,2023,11.7
Dário Meira,2910008,291000,1996,6.45
Dário Meira,2910008,291000,1997,5.29
Dário Meira,2910008,291000,1998,5.35
Dário Meira,2910008,291000,1999,5.26
Dário Meira,2910008,291000,2000,20.2
Dário Meira,2910008,291000,2001,26.25
Dário Meira,2910008,291000,2002,28.99
Dário Meira,2910008,291000,2003,35.35
Dário Meira,2910008,291000,2004,30.61
Dário Meira,2910008,291000,2005,23.47
Dário Meira,2910008,291000,2006,16.84
Dário Meira,2910008,291000,2007,22.94
Dário Meira,2910008,291000,2008,24.15
Dário Meira,2910008,291000,2009,10.58
Dário Meira,2910008,291000,2010,19.11
Dário Meira,2910008,291000,2011,19.23
Dário Meira,2910008,291000,2012,5.46
Dário Meira,2910008,291000,2013,16.84
Dário Meira,2910008,291000,2014,30.77
Dário Meira,2910008,291000,2015,27.78
Dário Meira,2910008,291000,2016,29.41
Dário Meira,2910008,291000,2017,5.92
Dário Meira,2910008,291000,2018,20.41
Dário Meira,2910008,291000,2019,26.14
Dário Meira,2910008,291000,2020,7.35
Dário Meira,2910008,291000,2021,13.89
Dário Meira,2910008,291000,2022,16.84
Dário Meira,2910008,291000,2023,37.31
Dias d'Ávila,2910057,291005,1996,15.89
Dias d'Ávila,2910057,291005,1997,20.37
Dias d'Ávila,2910057,291005,1998,14.71
Dias d'Ávila,2910057,291005,1999,17.86
Dias d'Ávila,2910057,291005,2000,11.14
Dias d'Ávila,2910057,291005,2001,25.67
Dias d'Ávila,2910057,291005,2002,24.96
Dias d'Ávila,2910057,291005,2003,18.8
Dias d'Ávila,2910057,291005,2004,26.29
Dias d'Ávila,2910057,291005,2005,26.15
Dias d'Ávila,2910057,291005,2006,23.47
Dias d'Ávila,2910057,291005,2007,18.36
Dias d'Ávila,2910057,291005,2008,14.77
Dias d'Ávila,2910057,291005,2009,17.87
Dias d'Ávila,2910057,291005,2010,16.74
Dias d'Ávila,2910057,291005,2011,15.8
Dias d'Ávila,2910057,291005,2012,13.44
Dias d'Ávila,2910057,291005,2013,27.08
Dias d'Ávila,2910057,291005,2014,15.95
Dias d'Ávila,2910057,291005,2015,11.86
Dias d'Ávila,2910057,291005,2016,18.47
Dias d'Ávila,2910057,291005,2017,14.42
Dias d'Ávila,2910057,291005,2018,15.75
Dias d'Ávila,2910057,291005,2019,12.1
Dias d'Ávila,2910057,291005,2020,12.43
Dias d'Ávila,2910057,291005,2021,14.86
Dias d'Ávila,2910057,291005,2022,20.13
Dias d'Ávila,2910057,291005,2023,11.83
Dom Basílio,2910107,291010,1996,16.84
Dom Basílio,2910107,291010,1997,7.35
Dom Basílio,2910107,291010,1998,16.84
Dom Basílio,2910107,291010,1999,35.93
Dom Basílio,2910107,291010,2000,5.65
Dom Basílio,2910107,291010,2001,21.51
Dom Basílio,2910107,291010,2002,33.71
Dom Basílio,2910107,291010,2003,34.48
Dom Basílio,2910107,291010,2004,15.87
Dom Basílio,2910107,291010,2005,11.56
Dom Basílio,2910107,291010,2006,18.07
Dom Basílio,2910107,291010,2007,6.1
Dom Basílio,2910107,291010,2008,43.75
Dom Basílio,2910107,291010,2009,17.24
Dom Basílio,2910107,291010,2010,8.4
Dom Basílio,2910107,291010,2011,20.69
Dom Basílio,2910107,291010,2012,31.5
Dom Basílio,2910107,291010,2013,8.62
